out,in_time,in_temperature_0,in_pm25_0,in_totalOrders_0,in_gap_0,in_ordersAsDest_0,in_lv1_0,in_lv2_0,in_lv3_0,in_lv4_0,in_area_0,in_weather_0,in_poiCount,in_area_1,in_weather_1,in_temperature_1,in_pm25_1,in_totalOrders_1,in_gap_1,in_ordersAsDest_1,in_lv1_1,in_lv2_1,in_lv3_1,in_lv4_1,in_area_2,in_weather_2,in_temperature_2,in_pm25_2,in_totalOrders_2,in_gap_2,in_ordersAsDest_2,in_lv1_2,in_lv2_2,in_lv3_2,in_lv4_2
2,96,8,69,195,4,71,1459,349,144,133,1,4,653376,1,4,8,69,174,5,85,1477,356,112,107,1,4,8,69,183,5,50,1445,329,134,103
11,97,8,69,197,2,54,1537,379,121,101,1,4,653376,1,4,8,69,195,4,71,1459,349,144,133,1,4,8,69,174,5,85,1477,356,112,107
3,98,8,69,201,11,60,1451,416,135,102,1,4,653376,1,4,8,69,197,2,54,1537,379,121,101,1,4,8,69,195,4,71,1459,349,144,133
16,99,8,69,176,3,64,1471,427,115,83,1,4,653376,1,4,8,69,201,11,60,1451,416,135,102,1,4,8,69,197,2,54,1537,379,121,101
6,100,8,69,218,16,50,1488,426,155,92,1,4,653376,1,4,8,69,176,3,64,1471,427,115,83,1,4,8,69,201,11,60,1451,416,135,102
11,101,8,75,234,6,65,1433,437,121,95,1,4,653376,1,4,8,69,218,16,50,1488,426,155,92,1,4,8,69,176,3,64,1471,427,115,83
2,102,8,83,201,11,69,1496,415,139,85,1,4,653376,1,4,8,75,234,6,65,1433,437,121,95,1,4,8,69,218,16,50,1488,426,155,92
8,103,8,83,211,2,69,1426,470,124,102,1,4,653376,1,4,8,83,201,11,69,1496,415,139,85,1,4,8,75,234,6,65,1433,437,121,95
9,104,8,83,275,8,81,1507,408,123,102,1,4,653376,1,4,8,83,211,2,69,1426,470,124,102,1,4,8,83,201,11,69,1496,415,139,85
12,105,8,83,259,9,98,1459,493,138,111,1,4,653376,1,4,8,83,275,8,81,1507,408,123,102,1,4,8,83,211,2,69,1426,470,124,102
8,106,8,83,250,12,99,1415,531,156,113,1,4,653376,1,4,8,83,259,9,98,1459,493,138,111,1,4,8,83,275,8,81,1507,408,123,102
11,107,8,83,288,8,124,1531,463,124,97,1,4,653376,1,4,8,83,250,12,99,1415,531,156,113,1,4,8,83,259,9,98,1459,493,138,111
7,108,8,83,278,11,127,1496,477,187,131,1,4,653376,1,4,8,83,288,8,124,1531,463,124,97,1,4,8,83,250,12,99,1415,531,156,113
3,109,8,83,242,7,113,1442,556,175,117,1,4,653376,1,4,8,83,278,11,127,1496,477,187,131,1,4,8,83,288,8,124,1531,463,124,97
9,110,8,83,289,3,116,1463,494,145,95,1,4,653376,1,4,8,83,242,7,113,1442,556,175,117,1,4,8,83,278,11,127,1496,477,187,131
9,111,8,83,268,9,101,1427,506,169,120,1,4,653376,1,4,8,83,289,3,116,1463,494,145,95,1,4,8,83,242,7,113,1442,556,175,117
7,112,8,83,243,9,92,1433,484,126,110,1,4,653376,1,4,8,83,268,9,101,1427,506,169,120,1,4,8,83,289,3,116,1463,494,145,95
7,113,8,86,231,7,74,1382,491,164,112,1,4,653376,1,4,8,83,243,9,92,1433,484,126,110,1,4,8,83,268,9,101,1427,506,169,120
7,114,8,86,223,7,67,1487,458,163,90,1,4,653376,1,4,8,86,231,7,74,1382,491,164,112,1,4,8,83,243,9,92,1433,484,126,110
11,115,8,85,214,7,84,1476,460,148,93,1,4,653376,1,4,8,86,223,7,67,1487,458,163,90,1,4,8,86,231,7,74,1382,491,164,112
4,116,8,85,238,11,65,1502,484,146,112,1,4,653376,1,4,8,85,214,7,84,1476,460,148,93,1,4,8,86,223,7,67,1487,458,163,90
9,117,8,85,182,4,55,1449,458,178,107,1,4,653376,1,4,8,85,238,11,65,1502,484,146,112,1,4,8,85,214,7,84,1476,460,148,93
8,118,8,85,191,9,63,1476,405,145,104,1,4,653376,1,4,8,85,182,4,55,1449,458,178,107,1,4,8,85,238,11,65,1502,484,146,112
11,119,8,85,188,8,57,1469,408,126,119,1,4,653376,1,4,8,85,191,9,63,1476,405,145,104,1,4,8,85,182,4,55,1449,458,178,107
5,120,8,88,219,11,61,1499,447,118,132,1,4,653376,1,4,8,85,188,8,57,1469,408,126,119,1,4,8,85,191,9,63,1476,405,145,104
6,121,8,88,206,5,44,1543,417,147,105,1,4,653376,1,4,8,88,219,11,61,1499,447,118,132,1,4,8,85,188,8,57,1469,408,126,119
8,122,8,88,235,6,62,1529,364,139,97,1,4,653376,1,4,8,88,206,5,44,1543,417,147,105,1,4,8,88,219,11,61,1499,447,118,132
8,123,8,88,242,8,58,1532,412,140,121,1,4,653376,1,4,8,88,235,6,62,1529,364,139,97,1,4,8,88,206,5,44,1543,417,147,105
10,124,8,88,236,8,65,1494,410,135,107,1,4,653376,1,4,8,88,242,8,58,1532,412,140,121,1,4,8,88,235,6,62,1529,364,139,97
6,125,8,88,236,10,58,1513,426,108,98,1,4,653376,1,4,8,88,236,8,65,1494,410,135,107,1,4,8,88,242,8,58,1532,412,140,121
2,126,8,93,244,6,54,1477,384,138,104,1,4,653376,1,4,8,88,236,10,58,1513,426,108,98,1,4,8,88,236,8,65,1494,410,135,107
2,127,8,93,221,2,36,1479,384,130,95,1,4,653376,1,4,8,93,244,6,54,1477,384,138,104,1,4,8,88,236,10,58,1513,426,108,98
2,128,7,93,222,2,62,1487,381,147,129,1,3,653376,1,4,8,93,221,2,36,1479,384,130,95,1,4,8,93,244,6,54,1477,384,138,104
6,129,7,93,203,2,70,1467,309,93,105,1,4,653376,1,3,7,93,222,2,62,1487,381,147,129,1,4,8,93,221,2,36,1479,384,130,95
5,130,7,93,219,6,58,1447,390,103,82,1,4,653376,1,4,7,93,203,2,70,1467,309,93,105,1,3,7,93,222,2,62,1487,381,147,129
4,131,7,93,202,5,48,1420,336,102,76,1,4,653376,1,4,7,93,219,6,58,1447,390,103,82,1,4,7,93,203,2,70,1467,309,93,105
4,132,7,93,214,4,62,1396,379,151,75,1,4,653376,1,4,7,93,202,5,48,1420,336,102,76,1,4,7,93,219,6,58,1447,390,103,82
7,133,7,93,204,4,48,1340,379,99,78,1,4,653376,1,4,7,93,214,4,62,1396,379,151,75,1,4,7,93,202,5,48,1420,336,102,76
3,134,7,93,227,7,48,1446,324,97,88,1,4,653376,1,4,7,93,204,4,48,1340,379,99,78,1,4,7,93,214,4,62,1396,379,151,75
3,135,7,93,188,3,41,1443,297,121,96,1,4,653376,1,4,7,93,227,7,48,1446,324,97,88,1,4,7,93,204,4,48,1340,379,99,78
1,136,7,93,162,3,30,1466,324,94,87,1,4,653376,1,4,7,93,188,3,41,1443,297,121,96,1,4,7,93,227,7,48,1446,324,97,88
1,137,7,93,146,1,27,1440,295,91,101,1,4,653376,1,4,7,93,162,3,30,1466,324,94,87,1,4,7,93,188,3,41,1443,297,121,96
1,138,7,93,109,1,33,1394,293,83,81,1,4,653376,1,4,7,93,146,1,27,1440,295,91,101,1,4,7,93,162,3,30,1466,324,94,87
1,139,7,93,103,1,27,1422,308,68,72,1,4,653376,1,4,7,93,109,1,33,1394,293,83,81,1,4,7,93,146,1,27,1440,295,91,101
7,140,7,93,77,1,23,1404,258,103,80,1,4,653376,1,4,7,93,103,1,27,1422,308,68,72,1,4,7,93,109,1,33,1394,293,83,81
4,141,7,93,99,7,22,1491,267,63,78,1,4,653376,1,4,7,93,77,1,23,1404,258,103,80,1,4,7,93,103,1,27,1422,308,68,72
0,142,7,93,85,4,21,1353,258,70,67,1,4,653376,1,4,7,93,99,7,22,1491,267,63,78,1,4,7,93,77,1,23,1404,258,103,80
3,143,7,93,50,0,19,1308,238,62,50,1,4,653376,1,4,7,93,85,4,21,1353,258,70,67,1,4,7,93,99,7,22,1491,267,63,78
3,144,8,93,68,3,17,1362,215,52,45,1,4,653376,1,4,7,93,50,0,19,1308,238,62,50,1,4,7,93,85,4,21,1353,258,70,67
0,5,8,53,6,1,1,713,65,14,20,2,4,343537,2,4,8,53,8,0,2,708,70,16,11,2,4,8,53,6,0,2,707,51,17,27
0,6,8,56,7,0,1,692,58,19,8,2,8,343537,2,4,8,53,6,1,1,713,65,14,20,2,4,8,53,8,0,2,708,70,16,11
2,7,8,56,1,0,1,677,52,12,19,2,8,343537,2,8,8,56,7,0,1,692,58,19,8,2,4,8,53,6,1,1,713,65,14,20
0,8,8,56,9,2,0,628,56,13,5,2,8,343537,2,8,8,56,1,0,1,677,52,12,19,2,8,8,56,7,0,1,692,58,19,8
0,9,8,56,2,0,0,693,47,15,14,2,8,343537,2,8,8,56,9,2,0,628,56,13,5,2,8,8,56,1,0,1,677,52,12,19
0,10,8,56,4,0,0,669,47,9,19,2,8,343537,2,8,8,56,2,0,0,693,47,15,14,2,8,8,56,9,2,0,628,56,13,5
1,11,8,56,3,0,0,642,45,10,12,2,3,343537,2,8,8,56,4,0,0,669,47,9,19,2,8,8,56,2,0,0,693,47,15,14
0,12,8,55,1,1,0,588,45,8,13,2,3,343537,2,3,8,56,3,0,0,642,45,10,12,2,8,8,56,4,0,0,669,47,9,19
1,13,8,55,3,0,0,649,37,15,11,2,3,343537,2,3,8,55,1,1,0,588,45,8,13,2,3,8,56,3,0,0,642,45,10,12
0,14,8,55,3,1,0,602,37,22,10,2,3,343537,2,3,8,55,3,0,0,649,37,15,11,2,3,8,55,1,1,0,588,45,8,13
3,15,8,55,3,0,0,625,28,12,16,2,3,343537,2,3,8,55,3,1,0,602,37,22,10,2,3,8,55,3,0,0,649,37,15,11
0,16,8,55,8,3,0,534,26,10,7,2,3,343537,2,3,8,55,3,0,0,625,28,12,16,2,3,8,55,3,1,0,602,37,22,10
0,17,8,55,1,0,0,494,31,12,9,2,3,343537,2,3,8,55,8,3,0,534,26,10,7,2,3,8,55,3,0,0,625,28,12,16
0,18,8,55,1,0,1,550,37,7,7,2,3,343537,2,3,8,55,1,0,0,494,31,12,9,2,3,8,55,8,3,0,534,26,10,7
0,19,8,45,4,0,0,515,36,11,16,2,3,343537,2,3,8,55,1,0,1,550,37,7,7,2,3,8,55,1,0,0,494,31,12,9
0,20,7,45,1,0,0,453,38,16,16,2,4,343537,2,3,8,45,4,0,0,515,36,11,16,2,3,8,55,1,0,1,550,37,7,7
0,21,7,45,1,0,0,441,27,8,10,2,3,343537,2,4,7,45,1,0,0,453,38,16,16,2,3,8,45,4,0,0,515,36,11,16
1,22,7,45,0,0,0,404,22,8,3,2,3,343537,2,3,7,45,1,0,0,441,27,8,10,2,4,7,45,1,0,0,453,38,16,16
0,23,7,45,3,1,1,417,35,8,13,2,3,343537,2,3,7,45,0,0,0,404,22,8,3,2,3,7,45,1,0,0,441,27,8,10
0,24,7,42,1,0,0,360,17,0,8,2,3,343537,2,3,7,45,3,1,1,417,35,8,13,2,3,7,45,0,0,0,404,22,8,3
0,25,7,42,0,0,1,397,34,8,8,2,4,343537,2,3,7,42,1,0,0,360,17,0,8,2,3,7,45,3,1,1,417,35,8,13
0,26,7,42,1,0,0,416,18,3,10,2,4,343537,2,4,7,42,0,0,1,397,34,8,8,2,3,7,42,1,0,0,360,17,0,8
0,27,7,42,0,0,0,380,29,7,7,2,4,343537,2,4,7,42,1,0,0,416,18,3,10,2,4,7,42,0,0,1,397,34,8,8
0,28,7,42,2,0,0,324,21,1,10,2,4,343537,2,4,7,42,0,0,0,380,29,7,7,2,4,7,42,1,0,0,416,18,3,10
0,29,7,42,0,0,0,335,35,5,9,2,4,343537,2,4,7,42,2,0,0,324,21,1,10,2,4,7,42,0,0,0,380,29,7,7
0,30,7,42,1,0,2,348,16,10,9,2,4,343537,2,4,7,42,0,0,0,335,35,5,9,2,4,7,42,2,0,0,324,21,1,10
0,31,7,42,0,0,0,358,20,12,8,2,4,343537,2,4,7,42,1,0,2,348,16,10,9,2,4,7,42,0,0,0,335,35,5,9
0,32,7,42,0,0,0,337,14,6,4,2,4,343537,2,4,7,42,0,0,0,358,20,12,8,2,4,7,42,1,0,2,348,16,10,9
0,33,7,42,0,0,0,361,23,2,3,2,4,343537,2,4,7,42,0,0,0,337,14,6,4,2,4,7,42,0,0,0,358,20,12,8
0,34,7,42,2,0,0,418,22,2,12,2,4,343537,2,4,7,42,0,0,0,361,23,2,3,2,4,7,42,0,0,0,337,14,6,4
0,35,7,42,1,0,0,357,31,7,4,2,4,343537,2,4,7,42,2,0,0,418,22,2,12,2,4,7,42,0,0,0,361,23,2,3
0,36,7,46,0,0,0,394,29,9,1,2,4,343537,2,4,7,42,1,0,0,357,31,7,4,2,4,7,42,2,0,0,418,22,2,12
0,37,7,46,0,0,1,385,31,3,4,2,4,343537,2,4,7,46,0,0,0,394,29,9,1,2,4,7,42,1,0,0,357,31,7,4
0,38,7,46,2,0,1,476,35,1,6,2,4,343537,2,4,7,46,0,0,1,385,31,3,4,2,4,7,46,0,0,0,394,29,9,1
1,39,7,46,0,0,2,533,51,18,7,2,4,343537,2,4,7,46,2,0,1,476,35,1,6,2,4,7,46,0,0,1,385,31,3,4
0,40,7,46,5,1,2,508,55,8,12,2,4,343537,2,4,7,46,0,0,2,533,51,18,7,2,4,7,46,2,0,1,476,35,1,6
0,41,7,46,9,0,2,577,61,7,13,2,4,343537,2,4,7,46,5,1,2,508,55,8,12,2,4,7,46,0,0,2,533,51,18,7
0,42,7,50,12,0,3,598,62,16,16,2,4,343537,2,4,7,46,9,0,2,577,61,7,13,2,4,7,46,5,1,2,508,55,8,12
0,43,7,50,8,0,3,612,56,14,6,2,4,343537,2,4,7,50,12,0,3,598,62,16,16,2,4,7,46,9,0,2,577,61,7,13
