out,in_time,in_temperature_0,in_pm25_0,in_totalOrders_0,in_gap_0,in_ordersAsDest_0,in_lv1_0,in_lv2_0,in_lv3_0,in_lv4_0,in_area_0,in_weather_0,in_poiCount,in_area_1,in_weather_1,in_temperature_1,in_pm25_1,in_totalOrders_1,in_gap_1,in_ordersAsDest_1,in_lv1_1,in_lv2_1,in_lv3_1,in_lv4_1,in_area_2,in_weather_2,in_temperature_2,in_pm25_2,in_totalOrders_2,in_gap_2,in_ordersAsDest_2,in_lv1_2,in_lv2_2,in_lv3_2,in_lv4_2
1,29,3,103,7,1,0,649,100,34,34,1,3,653376,1,3,3,103,9,0,3,690,106,38,42,1,3,3,103,5,2,2,559,129,22,48
3,30,3,103,5,1,2,585,104,28,46,1,3,653376,1,3,3,103,7,1,0,649,100,34,34,1,3,3,103,9,0,3,690,106,38,42
8,31,3,103,8,3,0,626,117,40,26,1,3,653376,1,3,3,103,5,1,2,585,104,28,46,1,3,3,103,7,1,0,649,100,34,34
0,32,3,104,11,8,1,766,94,39,24,1,3,653376,1,3,3,103,8,3,0,626,117,40,26,1,3,3,103,5,1,2,585,104,28,46
0,33,3,104,8,0,1,696,85,26,48,1,3,653376,1,3,3,104,11,8,1,766,94,39,24,1,3,3,103,8,3,0,626,117,40,26
2,34,3,104,3,0,1,628,108,40,38,1,3,653376,1,3,3,104,8,0,1,696,85,26,48,1,3,3,104,11,8,1,766,94,39,24
1,35,3,104,8,2,0,738,93,24,43,1,3,653376,1,3,3,104,3,0,1,628,108,40,38,1,3,3,104,8,0,1,696,85,26,48
4,36,3,104,9,1,3,778,110,51,30,1,3,653376,1,3,3,104,8,2,0,738,93,24,43,1,3,3,104,3,0,1,628,108,40,38
7,37,3,104,17,4,5,844,94,35,47,1,3,653376,1,3,3,104,9,1,3,778,110,51,30,1,3,3,104,8,2,0,738,93,24,43
7,38,3,99,21,7,5,793,108,43,50,1,3,653376,1,3,3,104,17,4,5,844,94,35,47,1,3,3,104,9,1,3,778,110,51,30
1,39,3,99,22,7,3,862,140,52,34,1,3,653376,1,3,3,99,21,7,5,793,108,43,50,1,3,3,104,17,4,5,844,94,35,47
3,40,3,99,25,1,7,954,80,59,32,1,3,653376,1,3,3,99,22,7,3,862,140,52,34,1,3,3,99,21,7,5,793,108,43,50
1,41,3,99,49,3,14,963,142,46,39,1,3,653376,1,3,3,99,25,1,7,954,80,59,32,1,3,3,99,22,7,3,862,140,52,34
3,42,3,87,39,1,13,1055,173,76,47,1,3,653376,1,3,3,99,49,3,14,963,142,46,39,1,3,3,99,25,1,7,954,80,59,32
3,43,3,87,55,3,13,1156,214,55,71,1,2,653376,1,3,3,87,39,1,13,1055,173,76,47,1,3,3,99,49,3,14,963,142,46,39
3,44,3,87,89,3,26,1309,227,45,50,1,2,653376,1,2,3,87,55,3,13,1156,214,55,71,1,3,3,87,39,1,13,1055,173,76,47
2,45,3,87,101,3,44,1283,235,71,44,1,2,653376,1,2,3,87,89,3,26,1309,227,45,50,1,2,3,87,55,3,13,1156,214,55,71
6,46,3,87,135,2,53,1395,290,89,57,1,2,653376,1,2,3,87,101,3,44,1283,235,71,44,1,2,3,87,89,3,26,1309,227,45,50
1,47,3,87,242,6,86,1402,326,108,80,1,2,653376,1,2,3,87,135,2,53,1395,290,89,57,1,2,3,87,101,3,44,1283,235,71,44
6,48,3,81,270,1,106,1502,378,118,72,1,2,653376,1,2,3,87,242,6,86,1402,326,108,80,1,2,3,87,135,2,53,1395,290,89,57
7,49,3,81,236,6,87,1558,406,122,79,1,2,653376,1,2,3,81,270,1,106,1502,378,118,72,1,2,3,87,242,6,86,1402,326,108,80
8,50,3,81,341,7,116,1566,384,118,75,1,2,653376,1,2,3,81,236,6,87,1558,406,122,79,1,2,3,81,270,1,106,1502,378,118,72
4,51,3,81,380,8,108,1567,342,110,88,1,2,653376,1,2,3,81,341,7,116,1566,384,118,75,1,2,3,81,236,6,87,1558,406,122,79
4,52,3,81,294,4,71,1643,312,119,47,1,2,653376,1,2,3,81,380,8,108,1567,342,110,88,1,2,3,81,341,7,116,1566,384,118,75
5,53,3,81,358,4,114,1643,350,88,63,1,2,653376,1,2,3,81,294,4,71,1643,312,119,47,1,2,3,81,380,8,108,1567,342,110,88
7,54,3,84,382,5,129,1611,323,84,85,1,2,653376,1,2,3,81,358,4,114,1643,350,88,63,1,2,3,81,294,4,71,1643,312,119,47
7,55,3,84,278,7,78,1641,385,80,49,1,2,653376,1,2,3,84,382,5,129,1611,323,84,85,1,2,3,81,358,4,114,1643,350,88,63
3,56,3,84,222,7,63,1596,320,107,68,1,2,653376,1,2,3,84,278,7,78,1641,385,80,49,1,2,3,84,382,5,129,1611,323,84,85
2,57,3,84,245,3,51,1620,320,88,82,1,2,653376,1,2,3,84,222,7,63,1596,320,107,68,1,2,3,84,278,7,78,1641,385,80,49
3,58,3,84,191,2,48,1599,375,96,81,1,2,653376,1,2,3,84,245,3,51,1620,320,88,82,1,2,3,84,222,7,63,1596,320,107,68
4,59,3,84,153,3,63,1591,361,77,71,1,2,653376,1,2,3,84,191,2,48,1599,375,96,81,1,2,3,84,245,3,51,1620,320,88,82
4,60,3,84,155,4,46,1570,332,75,66,1,2,653376,1,2,3,84,153,3,63,1591,361,77,71,1,2,3,84,191,2,48,1599,375,96,81
3,61,3,84,153,4,44,1565,274,110,76,1,2,653376,1,2,3,84,155,4,46,1570,332,75,66,1,2,3,84,153,3,63,1591,361,77,71
3,62,3,84,131,3,49,1583,306,89,92,1,2,653376,1,2,3,84,153,4,44,1565,274,110,76,1,2,3,84,155,4,46,1570,332,75,66
3,63,3,84,125,3,53,1511,357,99,81,1,2,653376,1,2,3,84,131,3,49,1583,306,89,92,1,2,3,84,153,4,44,1565,274,110,76
2,64,3,84,123,3,46,1551,261,77,73,1,2,653376,1,2,3,84,125,3,53,1511,357,99,81,1,2,3,84,131,3,49,1583,306,89,92
3,65,3,84,135,2,35,1510,275,106,87,1,2,653376,1,2,3,84,123,3,46,1551,261,77,73,1,2,3,84,125,3,53,1511,357,99,81
5,66,3,85,127,3,55,1467,249,95,79,1,2,653376,1,2,3,84,135,2,35,1510,275,106,87,1,2,3,84,123,3,46,1551,261,77,73
3,67,3,85,138,5,37,1539,272,95,89,1,2,653376,1,2,3,85,127,3,55,1467,249,95,79,1,2,3,84,135,2,35,1510,275,106,87
2,68,3,85,115,3,45,1540,290,93,108,1,2,653376,1,2,3,85,138,5,37,1539,272,95,89,1,2,3,85,127,3,55,1467,249,95,79
6,69,3,85,140,2,44,1530,297,113,80,1,2,653376,1,2,3,85,115,3,45,1540,290,93,108,1,2,3,85,138,5,37,1539,272,95,89
9,70,3,85,130,6,49,1441,257,72,66,1,2,653376,1,2,3,85,140,2,44,1530,297,113,80,1,2,3,85,115,3,45,1540,290,93,108
6,71,4,85,139,9,35,1585,282,71,77,1,2,653376,1,2,3,85,130,6,49,1441,257,72,66,1,2,3,85,140,2,44,1530,297,113,80
4,72,4,88,149,6,46,1571,291,89,86,1,2,653376,1,2,4,85,139,9,35,1585,282,71,77,1,2,3,85,130,6,49,1441,257,72,66
11,73,3,88,164,4,49,1480,329,110,80,1,2,653376,1,2,4,88,149,6,46,1571,291,89,86,1,2,4,85,139,9,35,1585,282,71,77
7,74,3,88,160,11,47,1507,324,108,111,1,2,653376,1,2,3,88,164,4,49,1480,329,110,80,1,2,4,88,149,6,46,1571,291,89,86
2,75,3,88,170,7,41,1502,300,137,80,1,2,653376,1,2,3,88,160,11,47,1507,324,108,111,1,2,3,88,164,4,49,1480,329,110,80
3,76,3,88,134,2,43,1489,319,88,82,1,2,653376,1,2,3,88,170,7,41,1502,300,137,80,1,2,3,88,160,11,47,1507,324,108,111
3,77,4,88,169,3,52,1493,273,99,67,1,2,653376,1,2,3,88,134,2,43,1489,319,88,82,1,2,3,88,170,7,41,1502,300,137,80
8,78,4,88,143,3,58,1530,287,91,110,1,2,653376,1,2,4,88,169,3,52,1493,273,99,67,1,2,3,88,134,2,43,1489,319,88,82
2,79,4,88,188,8,42,1490,309,108,79,1,2,653376,1,2,4,88,143,3,58,1530,287,91,110,1,2,4,88,169,3,52,1493,273,99,67
2,80,4,88,178,2,56,1463,283,76,59,1,2,653376,1,2,4,88,188,8,42,1490,309,108,79,1,2,4,88,143,3,58,1530,287,91,110
5,81,4,88,177,2,46,1436,285,96,93,1,2,653376,1,2,4,88,178,2,56,1463,283,76,59,1,2,4,88,188,8,42,1490,309,108,79
4,82,4,88,168,5,40,1485,235,83,61,1,2,653376,1,2,4,88,177,2,46,1436,285,96,93,1,2,4,88,178,2,56,1463,283,76,59
6,83,4,88,143,4,55,1466,285,85,94,1,2,653376,1,2,4,88,168,5,40,1485,235,83,61,1,2,4,88,177,2,46,1436,285,96,93
4,84,4,90,181,6,58,1451,289,88,61,1,2,653376,1,2,4,88,143,4,55,1466,285,85,94,1,2,4,88,168,5,40,1485,235,83,61
3,85,4,90,142,4,71,1426,305,111,54,1,2,653376,1,2,4,90,181,6,58,1451,289,88,61,1,2,4,88,143,4,55,1466,285,85,94
5,86,5,90,165,3,46,1523,266,89,78,1,2,653376,1,2,4,90,142,4,71,1426,305,111,54,1,2,4,90,181,6,58,1451,289,88,61
5,87,5,90,145,5,63,1523,257,99,70,1,2,653376,1,2,5,90,165,3,46,1523,266,89,78,1,2,4,90,142,4,71,1426,305,111,54
2,88,5,90,136,5,43,1568,273,71,75,1,2,653376,1,2,5,90,145,5,63,1523,257,99,70,1,2,5,90,165,3,46,1523,266,89,78
5,89,5,90,132,2,47,1523,276,88,97,1,2,653376,1,2,5,90,136,5,43,1568,273,71,75,1,2,5,90,145,5,63,1523,257,99,70
6,90,5,90,156,5,55,1494,309,90,87,1,2,653376,1,2,5,90,132,2,47,1523,276,88,97,1,2,5,90,136,5,43,1568,273,71,75
8,91,5,90,144,6,39,1447,264,100,87,1,2,653376,1,2,5,90,156,5,55,1494,309,90,87,1,2,5,90,132,2,47,1523,276,88,97
23,92,5,90,173,8,71,1563,262,83,85,1,2,653376,1,2,5,90,144,6,39,1447,264,100,87,1,2,5,90,156,5,55,1494,309,90,87
28,93,5,90,188,23,69,1484,277,80,99,1,2,653376,1,2,5,90,173,8,71,1563,262,83,85,1,2,5,90,144,6,39,1447,264,100,87
2,94,5,90,179,28,71,1473,291,71,84,1,2,653376,1,2,5,90,188,23,69,1484,277,80,99,1,2,5,90,173,8,71,1563,262,83,85
8,95,5,90,163,2,56,1558,295,78,63,1,2,653376,1,2,5,90,179,28,71,1473,291,71,84,1,2,5,90,188,23,69,1484,277,80,99
4,96,5,93,164,8,47,1499,413,128,86,1,2,653376,1,2,5,90,163,2,56,1558,295,78,63,1,2,5,90,179,28,71,1473,291,71,84
5,97,5,93,146,4,48,1479,359,136,104,1,2,653376,1,2,5,93,164,8,47,1499,413,128,86,1,2,5,90,163,2,56,1558,295,78,63
4,98,5,93,201,5,58,1446,355,115,110,1,2,653376,1,2,5,93,146,4,48,1479,359,136,104,1,2,5,93,164,8,47,1499,413,128,86
4,99,5,93,184,4,40,1461,392,126,82,1,2,653376,1,2,5,93,201,5,58,1446,355,115,110,1,2,5,93,146,4,48,1479,359,136,104
4,100,5,93,162,4,53,1515,405,132,102,1,2,653376,1,2,5,93,184,4,40,1461,392,126,82,1,2,5,93,201,5,58,1446,355,115,110
3,101,5,93,227,4,68,1510,371,135,106,1,2,653376,1,2,5,93,162,4,53,1515,405,132,102,1,2,5,93,184,4,40,1461,392,126,82
3,102,5,91,196,3,66,1477,394,144,111,1,2,653376,1,2,5,93,227,4,68,1510,371,135,106,1,2,5,93,162,4,53,1515,405,132,102
3,103,5,91,189,3,68,1505,449,129,105,1,2,653376,1,2,5,91,196,3,66,1477,394,144,111,1,2,5,93,227,4,68,1510,371,135,106
10,104,4,91,269,3,87,1521,377,130,109,1,2,653376,1,2,5,91,189,3,68,1505,449,129,105,1,2,5,91,196,3,66,1477,394,144,111
8,105,4,91,268,10,98,1452,464,156,89,1,2,653376,1,2,4,91,269,3,87,1521,377,130,109,1,2,5,91,189,3,68,1505,449,129,105
6,106,4,91,266,8,80,1486,446,135,121,1,2,653376,1,2,4,91,268,10,98,1452,464,156,89,1,2,4,91,269,3,87,1521,377,130,109
2,107,4,91,283,6,96,1515,477,178,97,1,2,653376,1,2,4,91,266,8,80,1486,446,135,121,1,2,4,91,268,10,98,1452,464,156,89
8,108,4,93,267,2,124,1481,440,164,129,1,2,653376,1,2,4,91,283,6,96,1515,477,178,97,1,2,4,91,266,8,80,1486,446,135,121
5,109,4,93,250,8,106,1452,500,133,114,1,2,653376,1,2,4,93,267,2,124,1481,440,164,129,1,2,4,91,283,6,96,1515,477,178,97
9,110,4,93,264,5,100,1450,488,152,103,1,2,653376,1,2,4,93,250,8,106,1452,500,133,114,1,2,4,93,267,2,124,1481,440,164,129
7,111,4,93,260,9,73,1451,486,147,126,1,2,653376,1,2,4,93,264,5,100,1450,488,152,103,1,2,4,93,250,8,106,1452,500,133,114
2,112,4,93,249,7,96,1496,440,170,93,1,2,653376,1,2,4,93,260,9,73,1451,486,147,126,1,2,4,93,264,5,100,1450,488,152,103
1,113,4,93,243,2,80,1458,434,133,103,1,2,653376,1,2,4,93,249,7,96,1496,440,170,93,1,2,4,93,260,9,73,1451,486,147,126
4,114,4,95,214,1,78,1468,406,192,89,1,2,653376,1,2,4,93,243,2,80,1458,434,133,103,1,2,4,93,249,7,96,1496,440,170,93
3,115,4,95,214,4,65,1497,394,147,123,1,2,653376,1,2,4,95,214,1,78,1468,406,192,89,1,2,4,93,243,2,80,1458,434,133,103
6,116,4,95,204,3,57,1425,430,126,124,1,2,653376,1,2,4,95,214,4,65,1497,394,147,123,1,2,4,95,214,1,78,1468,406,192,89
2,117,4,95,203,6,60,1473,406,147,125,1,2,653376,1,2,4,95,204,3,57,1425,430,126,124,1,2,4,95,214,4,65,1497,394,147,123
2,118,4,95,218,2,52,1559,349,130,119,1,2,653376,1,2,4,95,203,6,60,1473,406,147,125,1,2,4,95,204,3,57,1425,430,126,124
6,119,4,95,212,2,77,1443,397,168,117,1,2,653376,1,2,4,95,218,2,52,1559,349,130,119,1,2,4,95,203,6,60,1473,406,147,125
3,120,4,101,219,6,55,1504,386,131,83,1,2,653376,1,2,4,95,212,2,77,1443,397,168,117,1,2,4,95,218,2,52,1559,349,130,119
8,121,4,101,218,3,51,1553,369,124,102,1,2,653376,1,2,4,101,219,6,55,1504,386,131,83,1,2,4,95,212,2,77,1443,397,168,117
4,122,4,101,213,8,56,1504,340,124,118,1,2,653376,1,2,4,101,218,3,51,1553,369,124,102,1,2,4,101,219,6,55,1504,386,131,83
3,123,4,101,224,4,47,1529,394,133,93,1,2,653376,1,2,4,101,213,8,56,1504,340,124,118,1,2,4,101,218,3,51,1553,369,124,102
11,124,4,101,179,3,50,1493,382,136,88,1,2,653376,1,2,4,101,224,4,47,1529,394,133,93,1,2,4,101,213,8,56,1504,340,124,118
9,125,4,101,223,11,43,1469,352,123,105,1,2,653376,1,2,4,101,179,3,50,1493,382,136,88,1,2,4,101,224,4,47,1529,394,133,93
3,126,4,103,219,9,44,1467,358,125,74,1,2,653376,1,2,4,101,223,11,43,1469,352,123,105,1,2,4,101,179,3,50,1493,382,136,88
5,127,3,103,206,3,44,1515,324,105,107,1,2,653376,1,2,4,103,219,9,44,1467,358,125,74,1,2,4,101,223,11,43,1469,352,123,105
9,128,3,103,262,5,50,1488,333,108,85,1,2,653376,1,2,3,103,206,3,44,1515,324,105,107,1,2,4,103,219,9,44,1467,358,125,74
8,129,3,103,268,9,61,1414,356,109,83,1,2,653376,1,2,3,103,262,5,50,1488,333,108,85,1,2,3,103,206,3,44,1515,324,105,107
8,130,3,103,192,8,45,1462,374,106,88,1,2,653376,1,2,3,103,268,9,61,1414,356,109,83,1,2,3,103,262,5,50,1488,333,108,85
2,131,3,103,211,8,52,1459,348,114,81,1,2,653376,1,2,3,103,192,8,45,1462,374,106,88,1,2,3,103,268,9,61,1414,356,109,83
4,132,3,106,170,2,44,1463,298,93,78,1,2,653376,1,2,3,103,211,8,52,1459,348,114,81,1,2,3,103,192,8,45,1462,374,106,88
4,133,3,106,209,4,32,1424,355,79,61,1,2,653376,1,2,3,106,170,2,44,1463,298,93,78,1,2,3,103,211,8,52,1459,348,114,81
1,134,3,106,195,4,34,1463,312,83,78,1,2,653376,1,2,3,106,209,4,32,1424,355,79,61,1,2,3,106,170,2,44,1463,298,93,78
2,135,3,106,139,1,41,1394,295,112,72,1,2,653376,1,2,3,106,195,4,34,1463,312,83,78,1,2,3,106,209,4,32,1424,355,79,61
6,136,3,106,147,2,32,1405,285,71,74,1,2,653376,1,2,3,106,139,1,41,1394,295,112,72,1,2,3,106,195,4,34,1463,312,83,78
0,137,3,106,102,6,24,1391,244,87,76,1,2,653376,1,2,3,106,147,2,32,1405,285,71,74,1,2,3,106,139,1,41,1394,295,112,72
0,138,3,106,104,0,24,1379,273,78,82,1,2,653376,1,2,3,106,102,6,24,1391,244,87,76,1,2,3,106,147,2,32,1405,285,71,74
1,139,3,106,104,0,27,1398,251,80,75,1,2,653376,1,2,3,106,104,0,24,1379,273,78,82,1,2,3,106,102,6,24,1391,244,87,76
5,140,3,106,72,1,22,1390,244,77,78,1,2,653376,1,2,3,106,104,0,27,1398,251,80,75,1,2,3,106,104,0,24,1379,273,78,82
2,141,3,106,89,5,17,1378,222,65,55,1,2,653376,1,2,3,106,72,1,22,1390,244,77,78,1,2,3,106,104,0,27,1398,251,80,75
0,142,3,106,69,2,15,1327,274,66,62,1,2,653376,1,2,3,106,89,5,17,1378,222,65,55,1,2,3,106,72,1,22,1390,244,77,78
3,143,3,110,59,0,18,1297,187,79,62,1,2,653376,1,2,3,106,69,2,15,1327,274,66,62,1,2,3,106,89,5,17,1378,222,65,55
4,144,3,110,77,3,12,1294,224,70,63,1,2,653376,1,2,3,110,59,0,18,1297,187,79,62,1,2,3,106,69,2,15,1327,274,66,62
0,5,3,96,6,0,2,641,61,25,20,2,3,343537,2,3,3,94,5,1,2,726,72,17,16,2,3,3,94,9,0,0,676,57,17,23
0,6,3,99,3,0,1,697,63,14,12,2,3,343537,2,3,3,96,6,0,2,641,61,25,20,2,3,3,94,5,1,2,726,72,17,16
1,7,3,99,11,0,0,708,57,9,19,2,3,343537,2,3,3,99,3,0,1,697,63,14,12,2,3,3,96,6,0,2,641,61,25,20
1,8,3,99,7,1,2,688,48,11,15,2,3,343537,2,3,3,99,11,0,0,708,57,9,19,2,3,3,99,3,0,1,697,63,14,12
3,9,3,99,3,1,3,671,38,17,14,2,3,343537,2,3,3,99,7,1,2,688,48,11,15,2,3,3,99,11,0,0,708,57,9,19
0,10,3,99,7,3,0,610,39,16,18,2,3,343537,2,3,3,99,3,1,3,671,38,17,14,2,3,3,99,7,1,2,688,48,11,15
0,11,3,99,4,0,0,652,90,6,16,2,3,343537,2,3,3,99,7,3,0,610,39,16,18,2,3,3,99,3,1,3,671,38,17,14
0,12,3,101,5,0,1,643,46,14,6,2,3,343537,2,3,3,99,4,0,0,652,90,6,16,2,3,3,99,7,3,0,610,39,16,18
0,13,3,101,1,0,0,635,44,9,11,2,3,343537,2,3,3,101,5,0,1,643,46,14,6,2,3,3,99,4,0,0,652,90,6,16
0,14,3,101,2,0,0,665,56,9,17,2,3,343537,2,3,3,101,1,0,0,635,44,9,11,2,3,3,101,5,0,1,643,46,14,6
0,15,3,101,4,0,1,629,32,14,16,2,3,343537,2,3,3,101,2,0,0,665,56,9,17,2,3,3,101,1,0,0,635,44,9,11
2,16,3,101,3,0,0,675,38,16,9,2,3,343537,2,3,3,101,4,0,1,629,32,14,16,2,3,3,101,2,0,0,665,56,9,17
0,17,3,101,3,2,0,533,43,10,21,2,3,343537,2,3,3,101,3,0,0,675,38,16,9,2,3,3,101,4,0,1,629,32,14,16
0,18,3,101,4,0,0,558,34,10,15,2,3,343537,2,3,3,101,3,2,0,533,43,10,21,2,3,3,101,3,0,0,675,38,16,9
1,19,3,101,0,0,0,495,21,6,10,2,3,343537,2,3,3,101,4,0,0,558,34,10,15,2,3,3,101,3,2,0,533,43,10,21
0,20,3,101,2,1,1,498,41,10,14,2,3,343537,2,3,3,101,0,0,0,495,21,6,10,2,3,3,101,4,0,0,558,34,10,15
1,21,3,101,0,0,0,445,28,18,15,2,3,343537,2,3,3,101,2,1,1,498,41,10,14,2,3,3,101,0,0,0,495,21,6,10
0,22,3,101,3,1,1,495,26,6,10,2,3,343537,2,3,3,101,0,0,0,445,28,18,15,2,3,3,101,2,1,1,498,41,10,14
0,23,3,101,0,0,0,284,35,11,12,2,3,343537,2,3,3,101,3,1,1,495,26,6,10,2,3,3,101,0,0,0,445,28,18,15
0,24,3,103,0,0,0,420,16,2,14,2,3,343537,2,3,3,101,0,0,0,284,35,11,12,2,3,3,101,3,1,1,495,26,6,10
0,25,3,103,1,0,1,359,37,12,15,2,3,343537,2,3,3,103,0,0,0,420,16,2,14,2,3,3,101,0,0,0,284,35,11,12
1,26,3,103,1,0,0,410,40,10,7,2,3,343537,2,3,3,103,1,0,1,359,37,12,15,2,3,3,103,0,0,0,420,16,2,14
1,27,3,103,1,1,0,354,29,5,10,2,3,343537,2,3,3,103,1,0,0,410,40,10,7,2,3,3,103,1,0,1,359,37,12,15
0,28,3,103,1,1,1,316,20,6,8,2,3,343537,2,3,3,103,1,1,0,354,29,5,10,2,3,3,103,1,0,0,410,40,10,7
0,29,3,103,0,0,0,340,25,8,8,2,3,343537,2,3,3,103,1,1,1,316,20,6,8,2,3,3,103,1,1,0,354,29,5,10
0,30,3,103,0,0,0,399,24,2,7,2,3,343537,2,3,3,103,0,0,0,340,25,8,8,2,3,3,103,1,1,1,316,20,6,8
0,31,3,103,0,0,0,278,27,2,7,2,3,343537,2,3,3,103,0,0,0,399,24,2,7,2,3,3,103,0,0,0,340,25,8,8
0,32,3,104,1,0,0,356,21,11,2,2,3,343537,2,3,3,103,0,0,0,278,27,2,7,2,3,3,103,0,0,0,399,24,2,7
0,33,3,104,0,0,0,348,16,6,7,2,3,343537,2,3,3,104,1,0,0,356,21,11,2,2,3,3,103,0,0,0,278,27,2,7
0,34,3,104,0,0,0,381,22,9,8,2,3,343537,2,3,3,104,0,0,0,348,16,6,7,2,3,3,104,1,0,0,356,21,11,2
0,35,3,104,0,0,3,346,22,3,9,2,3,343537,2,3,3,104,0,0,0,381,22,9,8,2,3,3,104,0,0,0,348,16,6,7
0,36,3,104,1,0,1,331,23,9,8,2,3,343537,2,3,3,104,0,0,3,346,22,3,9,2,3,3,104,0,0,0,381,22,9,8
0,37,3,104,1,0,0,444,38,11,12,2,3,343537,2,3,3,104,1,0,1,331,23,9,8,2,3,3,104,0,0,3,346,22,3,9
0,38,3,99,1,0,2,443,43,5,14,2,3,343537,2,3,3,104,1,0,0,444,38,11,12,2,3,3,104,1,0,1,331,23,9,8
0,39,3,99,4,0,1,471,32,9,8,2,3,343537,2,3,3,99,1,0,2,443,43,5,14,2,3,3,104,1,0,0,444,38,11,12
0,40,3,99,2,0,5,611,39,17,10,2,3,343537,2,3,3,99,4,0,1,471,32,9,8,2,3,3,99,1,0,2,443,43,5,14
3,41,3,99,11,0,2,635,58,21,7,2,3,343537,2,3,3,99,2,0,5,611,39,17,10,2,3,3,99,4,0,1,471,32,9,8
1,42,3,87,12,3,2,617,36,15,17,2,3,343537,2,3,3,99,11,0,2,635,58,21,7,2,3,3,99,2,0,5,611,39,17,10
2,43,3,87,17,1,8,638,53,15,12,2,2,343537,2,3,3,87,12,3,2,617,36,15,17,2,3,3,99,11,0,2,635,58,21,7
