out,in_time,in_temperature_0,in_pm25_0,in_totalOrders_0,in_gap_0,in_ordersAsDest_0,in_lv1_0,in_lv2_0,in_lv3_0,in_lv4_0,in_area_0,in_weather_0,in_poiCount,in_area_1,in_weather_1,in_temperature_1,in_pm25_1,in_totalOrders_1,in_gap_1,in_ordersAsDest_1,in_lv1_1,in_lv2_1,in_lv3_1,in_lv4_1,in_area_2,in_weather_2,in_temperature_2,in_pm25_2,in_totalOrders_2,in_gap_2,in_ordersAsDest_2,in_lv1_2,in_lv2_2,in_lv3_2,in_lv4_2
3,89,6,51,217,5,59,1410,335,93,74,1,4,653376,1,4,6,51,194,2,71,1439,373,111,83,1,4,6,51,197,5,63,1468,402,90,104
6,90,6,50,194,3,58,1439,335,112,77,1,4,653376,1,4,6,51,217,5,59,1410,335,93,74,1,4,6,51,194,2,71,1439,373,111,83
2,91,6,50,195,6,60,1493,358,98,90,1,4,653376,1,4,6,50,194,3,58,1439,335,112,77,1,4,6,51,217,5,59,1410,335,93,74
3,92,6,50,197,2,63,1435,336,107,96,1,4,653376,1,4,6,50,195,6,60,1493,358,98,90,1,4,6,50,194,3,58,1439,335,112,77
1,93,6,50,189,3,63,1511,315,110,94,1,4,653376,1,4,6,50,197,2,63,1435,336,107,96,1,4,6,50,195,6,60,1493,358,98,90
4,94,6,50,207,1,54,1571,296,114,95,1,4,653376,1,4,6,50,189,3,63,1511,315,110,94,1,4,6,50,197,2,63,1435,336,107,96
5,95,6,50,199,4,57,1395,386,118,109,1,4,653376,1,4,6,50,207,1,54,1571,296,114,95,1,4,6,50,189,3,63,1511,315,110,94
3,96,6,48,204,5,61,1459,338,125,111,1,4,653376,1,4,6,50,199,4,57,1395,386,118,109,1,4,6,50,207,1,54,1571,296,114,95
9,97,6,48,226,3,54,1570,356,100,78,1,4,653376,1,4,6,48,204,5,61,1459,338,125,111,1,4,6,50,199,4,57,1395,386,118,109
6,98,6,48,223,9,84,1439,379,135,92,1,4,653376,1,4,6,48,226,3,54,1570,356,100,78,1,4,6,48,204,5,61,1459,338,125,111
3,102,6,52,239,3,50,1425,417,144,103,1,4,653376,1,4,6,48,222,4,73,1434,392,145,119,1,4,6,48,230,2,59,1483,478,137,81
3,103,6,52,220,3,55,1466,402,153,96,1,4,653376,1,4,6,52,239,3,50,1425,417,144,103,1,4,6,48,222,4,73,1434,392,145,119
6,104,6,52,236,3,84,1503,402,129,98,1,4,653376,1,4,6,52,220,3,55,1466,402,153,96,1,4,6,52,239,3,50,1425,417,144,103
2,105,6,52,283,6,57,1517,439,155,93,1,4,653376,1,4,6,52,236,3,84,1503,402,129,98,1,4,6,52,220,3,55,1466,402,153,96
10,106,6,52,238,2,57,1499,439,132,108,1,4,653376,1,4,6,52,283,6,57,1517,439,155,93,1,4,6,52,236,3,84,1503,402,129,98
5,110,5,67,287,4,79,1414,413,157,103,1,4,653376,1,4,6,67,237,6,98,1426,408,146,115,1,4,6,67,225,3,90,1447,489,153,94
5,111,5,67,250,5,55,1427,443,161,98,1,4,653376,1,4,5,67,287,4,79,1414,413,157,103,1,4,6,67,237,6,98,1426,408,146,115
0,112,5,67,242,5,50,1421,426,156,130,1,4,653376,1,4,5,67,250,5,55,1427,443,161,98,1,4,5,67,287,4,79,1414,413,157,103
4,113,5,67,217,0,60,1454,433,133,84,1,4,653376,1,4,5,67,242,5,50,1421,426,156,130,1,4,5,67,250,5,55,1427,443,161,98
7,114,5,85,226,4,53,1451,398,159,105,1,4,653376,1,4,5,67,217,0,60,1454,433,133,84,1,4,5,67,242,5,50,1421,426,156,130
2,115,5,85,223,7,56,1433,443,159,113,1,4,653376,1,4,5,85,226,4,53,1451,398,159,105,1,4,5,67,217,0,60,1454,433,133,84
6,116,5,85,184,2,51,1408,426,193,110,1,4,653376,1,4,5,85,223,7,56,1433,443,159,113,1,4,5,85,226,4,53,1451,398,159,105
5,117,5,85,224,6,48,1469,404,149,123,1,4,653376,1,4,5,85,184,2,51,1408,426,193,110,1,4,5,85,223,7,56,1433,443,159,113
9,118,5,85,229,5,40,1474,370,142,84,1,4,653376,1,4,5,85,224,6,48,1469,404,149,123,1,4,5,85,184,2,51,1408,426,193,110
10,119,5,85,231,9,52,1457,410,156,83,1,4,653376,1,4,5,85,229,5,40,1474,370,142,84,1,4,5,85,224,6,48,1469,404,149,123
5,125,4,106,241,6,48,1401,375,109,82,1,2,653376,1,2,4,106,255,7,38,1507,345,120,109,1,4,4,106,231,7,44,1454,388,132,80
5,126,4,102,216,5,36,1451,415,119,96,1,2,653376,1,2,4,106,241,6,48,1401,375,109,82,1,2,4,106,255,7,38,1507,345,120,109
9,127,4,102,244,5,39,1489,327,100,66,1,2,653376,1,2,4,102,216,5,36,1451,415,119,96,1,2,4,106,241,6,48,1401,375,109,82
6,128,3,102,262,9,48,1443,356,90,74,1,2,653376,1,2,4,102,244,5,39,1489,327,100,66,1,2,4,102,216,5,36,1451,415,119,96
7,129,3,102,203,6,46,1404,309,102,101,1,2,653376,1,2,3,102,262,9,48,1443,356,90,74,1,2,4,102,244,5,39,1489,327,100,66
7,130,3,102,203,7,42,1400,302,112,70,1,2,653376,1,2,3,102,203,6,46,1404,309,102,101,1,2,3,102,262,9,48,1443,356,90,74
7,131,3,102,211,7,45,1382,314,110,72,1,2,653376,1,2,3,102,203,7,42,1400,302,112,70,1,2,3,102,203,6,46,1404,309,102,101
13,132,3,96,204,7,32,1423,284,106,71,1,2,653376,1,2,3,102,211,7,45,1382,314,110,72,1,2,3,102,203,7,42,1400,302,112,70
6,133,3,96,203,13,22,1443,306,66,77,1,2,653376,1,2,3,96,204,7,32,1423,284,106,71,1,2,3,102,211,7,45,1382,314,110,72
6,134,3,96,203,6,39,1459,280,76,66,1,3,653376,1,2,3,96,203,13,22,1443,306,66,77,1,2,3,96,204,7,32,1423,284,106,71
4,135,3,96,183,6,28,1476,325,78,60,1,3,653376,1,3,3,96,203,6,39,1459,280,76,66,1,2,3,96,203,13,22,1443,306,66,77
2,136,3,96,151,4,28,1409,363,102,47,1,3,653376,1,3,3,96,183,6,28,1476,325,78,60,1,3,3,96,203,6,39,1459,280,76,66
17,137,4,96,113,2,20,1458,267,107,62,1,3,653376,1,3,3,96,151,4,28,1409,363,102,47,1,3,3,96,183,6,28,1476,325,78,60
10,138,4,96,121,17,14,1383,307,93,65,1,3,653376,1,3,4,96,113,2,20,1458,267,107,62,1,3,3,96,151,4,28,1409,363,102,47
1,139,4,96,117,10,15,1428,283,69,89,1,3,653376,1,3,4,96,121,17,14,1383,307,93,65,1,3,4,96,113,2,20,1458,267,107,62
8,140,3,96,106,1,16,1346,260,101,67,1,3,653376,1,3,4,96,117,10,15,1428,283,69,89,1,3,4,96,121,17,14,1383,307,93,65
5,141,3,96,94,8,11,1265,263,69,61,1,3,653376,1,3,3,96,106,1,16,1346,260,101,67,1,3,4,96,117,10,15,1428,283,69,89
4,142,3,96,92,5,15,1280,197,84,61,1,3,653376,1,3,3,96,94,8,11,1265,263,69,61,1,3,3,96,106,1,16,1346,260,101,67
3,143,3,91,69,4,17,1295,194,73,54,1,3,653376,1,3,3,96,92,5,15,1280,197,84,61,1,3,3,96,94,8,11,1265,263,69,61
2,144,3,88,55,3,12,1276,194,63,64,1,3,653376,1,3,3,91,69,4,17,1295,194,73,54,1,3,3,96,92,5,15,1280,197,84,61
1,5,7,105,7,0,0,719,48,15,28,2,4,343537,2,4,7,105,13,0,1,728,55,11,18,2,4,7,105,7,1,1,675,97,28,17
0,6,7,112,4,1,0,664,63,18,9,2,4,343537,2,4,7,105,7,0,0,719,48,15,28,2,4,7,105,13,0,1,728,55,11,18
0,7,7,112,11,0,0,776,63,17,13,2,4,343537,2,4,7,112,4,1,0,664,63,18,9,2,4,7,105,7,0,0,719,48,15,28
2,8,7,112,8,0,0,705,59,18,19,2,4,343537,2,4,7,112,11,0,0,776,63,17,13,2,4,7,112,4,1,0,664,63,18,9
1,9,7,112,8,2,0,677,34,16,24,2,4,343537,2,4,7,112,8,0,0,705,59,18,19,2,4,7,112,11,0,0,776,63,17,13
0,10,7,112,4,1,0,686,64,15,20,2,4,343537,2,4,7,112,8,2,0,677,34,16,24,2,4,7,112,8,0,0,705,59,18,19
1,11,7,112,12,0,1,669,45,8,10,2,4,343537,2,4,7,112,4,1,0,686,64,15,20,2,4,7,112,8,2,0,677,34,16,24
0,12,7,118,11,1,1,619,50,15,14,2,4,343537,2,4,7,112,12,0,1,669,45,8,10,2,4,7,112,4,1,0,686,64,15,20
1,13,7,118,3,0,0,681,49,12,18,2,4,343537,2,4,7,118,11,1,1,619,50,15,14,2,4,7,112,12,0,1,669,45,8,10
1,14,7,118,2,1,1,671,56,12,21,2,4,343537,2,4,7,118,3,0,0,681,49,12,18,2,4,7,118,11,1,1,619,50,15,14
1,15,7,118,3,1,1,589,33,7,7,2,4,343537,2,4,7,118,2,1,1,671,56,12,21,2,4,7,118,3,0,0,681,49,12,18
0,16,6,118,8,1,0,571,44,14,12,2,4,343537,2,4,7,118,3,1,1,589,33,7,7,2,4,7,118,2,1,1,671,56,12,21
1,17,6,118,1,0,1,595,50,16,5,2,4,343537,2,4,6,118,8,1,0,571,44,14,12,2,4,7,118,3,1,1,589,33,7,7
0,18,6,115,4,1,1,626,29,10,10,2,4,343537,2,4,6,118,1,0,1,595,50,16,5,2,4,6,118,8,1,0,571,44,14,12
1,19,6,115,5,0,0,502,55,9,23,2,4,343537,2,4,6,115,4,1,1,626,29,10,10,2,4,6,118,1,0,1,595,50,16,5
1,20,6,115,1,1,0,491,30,9,11,2,4,343537,2,4,6,115,5,0,0,502,55,9,23,2,4,6,115,4,1,1,626,29,10,10
1,21,6,115,4,1,1,536,49,10,21,2,4,343537,2,4,6,115,1,1,0,491,30,9,11,2,4,6,115,5,0,0,502,55,9,23
0,22,6,115,5,1,0,540,41,17,11,2,4,343537,2,4,6,115,4,1,1,536,49,10,21,2,4,6,115,1,1,0,491,30,9,11
0,23,6,115,0,0,0,523,31,16,20,2,4,343537,2,4,6,115,5,1,0,540,41,17,11,2,4,6,115,4,1,1,536,49,10,21
0,24,6,117,0,0,0,432,26,11,6,2,4,343537,2,4,6,115,0,0,0,523,31,16,20,2,4,6,115,5,1,0,540,41,17,11
0,25,6,117,0,0,0,336,26,3,7,2,4,343537,2,4,6,117,0,0,0,432,26,11,6,2,4,6,115,0,0,0,523,31,16,20
0,26,6,117,0,0,0,341,22,3,7,2,4,343537,2,4,6,117,0,0,0,336,26,3,7,2,4,6,117,0,0,0,432,26,11,6
0,27,6,117,0,0,1,388,24,10,3,2,4,343537,2,4,6,117,0,0,0,341,22,3,7,2,4,6,117,0,0,0,336,26,3,7
0,28,6,117,1,0,0,385,14,5,5,2,4,343537,2,4,6,117,0,0,1,388,24,10,3,2,4,6,117,0,0,0,341,22,3,7
1,29,6,117,1,0,0,431,34,10,11,2,4,343537,2,4,6,117,1,0,0,385,14,5,5,2,4,6,117,0,0,1,388,24,10,3
0,30,6,117,2,1,0,368,21,4,11,2,4,343537,2,4,6,117,1,0,0,431,34,10,11,2,4,6,117,1,0,0,385,14,5,5
0,31,6,110,1,0,2,345,21,3,3,2,4,343537,2,4,6,117,2,1,0,368,21,4,11,2,4,6,117,1,0,0,431,34,10,11
0,32,6,110,0,0,0,284,21,5,6,2,4,343537,2,4,6,110,1,0,2,345,21,3,3,2,4,6,117,2,1,0,368,21,4,11
0,33,6,110,0,0,0,362,36,11,8,2,4,343537,2,4,6,110,0,0,0,284,21,5,6,2,4,6,110,1,0,2,345,21,3,3
0,34,6,110,0,0,0,314,30,4,10,2,4,343537,2,4,6,110,0,0,0,362,36,11,8,2,4,6,110,0,0,0,284,21,5,6
4,35,6,110,0,0,0,304,28,5,7,2,4,343537,2,4,6,110,0,0,0,314,30,4,10,2,4,6,110,0,0,0,362,36,11,8
0,36,6,110,4,4,0,269,20,4,3,2,4,343537,2,4,6,110,0,0,0,304,28,5,7,2,4,6,110,0,0,0,314,30,4,10
0,37,6,102,0,0,0,373,15,5,5,2,4,343537,2,4,6,110,4,4,0,269,20,4,3,2,4,6,110,0,0,0,304,28,5,7
0,38,6,102,0,0,0,376,29,7,6,2,4,343537,2,4,6,102,0,0,0,373,15,5,5,2,4,6,110,4,4,0,269,20,4,3
1,39,6,102,3,0,0,341,29,7,7,2,4,343537,2,4,6,102,0,0,0,376,29,7,6,2,4,6,102,0,0,0,373,15,5,5
1,40,6,102,3,1,2,461,42,4,13,2,4,343537,2,4,6,102,3,0,0,341,29,7,7,2,4,6,102,0,0,0,376,29,7,6
0,41,6,102,6,1,1,528,51,14,4,2,4,343537,2,4,6,102,3,1,2,461,42,4,13,2,4,6,102,3,0,0,341,29,7,7
0,42,6,102,3,0,3,547,29,8,1,2,4,343537,2,4,6,102,6,1,1,528,51,14,4,2,4,6,102,3,1,2,461,42,4,13
0,43,6,104,2,0,2,597,43,6,4,2,4,343537,2,4,6,102,3,0,3,547,29,8,1,2,4,6,102,6,1,1,528,51,14,4
0,44,6,104,9,0,4,516,49,10,5,2,8,343537,2,4,6,104,2,0,2,597,43,6,4,2,4,6,102,3,0,3,547,29,8,1
1,45,6,104,6,0,3,594,36,10,3,2,8,343537,2,8,6,104,9,0,4,516,49,10,5,2,4,6,104,2,0,2,597,43,6,4
0,46,6,104,12,1,9,628,65,8,12,2,8,343537,2,8,6,104,6,0,3,594,36,10,3,2,8,6,104,9,0,4,516,49,10,5
0,47,6,104,10,0,2,586,63,17,14,2,8,343537,2,8,6,104,12,1,9,628,65,8,12,2,8,6,104,6,0,3,594,36,10,3
0,48,6,97,12,0,9,609,99,22,19,2,8,343537,2,8,6,104,10,0,2,586,63,17,14,2,8,6,104,12,1,9,628,65,8,12
1,49,6,97,23,0,8,676,79,20,11,2,8,343537,2,8,6,97,12,0,9,609,99,22,19,2,8,6,104,10,0,2,586,63,17,14
0,53,6,97,21,0,9,727,95,12,16,2,4,343537,2,4,6,97,30,0,4,695,97,10,4,2,8,6,97,21,1,9,700,83,27,18
0,54,6,93,21,0,3,731,97,18,10,2,4,343537,2,4,6,97,21,0,9,727,95,12,16,2,4,6,97,30,0,4,695,97,10,4
0,55,6,93,12,0,5,752,85,19,18,2,4,343537,2,4,6,93,21,0,3,731,97,18,10,2,4,6,97,21,0,9,727,95,12,16
1,56,6,93,14,0,7,699,112,19,21,2,4,343537,2,4,6,93,12,0,5,752,85,19,18,2,4,6,93,21,0,3,731,97,18,10
2,57,6,93,25,1,6,690,109,17,21,2,4,343537,2,4,6,93,14,0,7,699,112,19,21,2,4,6,93,12,0,5,752,85,19,18
0,58,6,93,27,2,2,686,117,23,15,2,4,343537,2,4,6,93,25,1,6,690,109,17,21,2,4,6,93,14,0,7,699,112,19,21
1,59,6,93,16,0,11,671,137,42,11,2,4,343537,2,4,6,93,27,2,2,686,117,23,15,2,4,6,93,25,1,6,690,109,17,21
1,60,6,75,22,1,7,688,115,22,17,2,4,343537,2,4,6,93,16,0,11,671,137,42,11,2,4,6,93,27,2,2,686,117,23,15
1,61,6,75,24,1,7,632,108,26,13,2,4,343537,2,4,6,75,22,1,7,688,115,22,17,2,4,6,93,16,0,11,671,137,42,11
1,68,6,55,24,0,8,704,151,40,28,2,4,343537,2,4,6,55,16,0,12,694,144,24,18,2,4,6,75,22,0,11,707,130,21,24
1,69,6,55,25,1,11,682,172,34,33,2,4,343537,2,4,6,55,24,0,8,704,151,40,28,2,4,6,55,16,0,12,694,144,24,18
1,70,6,55,34,1,8,626,139,36,27,2,4,343537,2,4,6,55,25,1,11,682,172,34,33,2,4,6,55,24,0,8,704,151,40,28
1,71,6,55,17,1,9,678,153,31,15,2,4,343537,2,4,6,55,34,1,8,626,139,36,27,2,4,6,55,25,1,11,682,172,34,33
0,72,6,58,18,1,6,694,163,28,23,2,4,343537,2,4,6,55,17,1,9,678,153,31,15,2,4,6,55,34,1,8,626,139,36,27
1,73,6,58,18,0,7,680,175,26,8,2,4,343537,2,4,6,58,18,1,6,694,163,28,23,2,4,6,55,17,1,9,678,153,31,15
0,77,6,58,29,0,7,643,208,36,22,2,4,343537,2,4,6,58,35,1,10,689,152,40,27,2,4,6,58,25,0,6,701,151,28,19
0,78,6,53,17,0,9,640,233,37,27,2,4,343537,2,4,6,58,29,0,7,643,208,36,22,2,4,6,58,35,1,10,689,152,40,27
1,79,6,53,26,0,7,588,207,44,13,2,4,343537,2,4,6,53,17,0,9,640,233,37,27,2,4,6,58,29,0,7,643,208,36,22
