out,in_time,in_temperature_0,in_pm25_0,in_totalOrders_0,in_gap_0,in_ordersAsDest_0,in_lv1_0,in_lv2_0,in_lv3_0,in_lv4_0,in_area_0,in_weather_0,in_poiCount,in_area_1,in_weather_1,in_temperature_1,in_pm25_1,in_totalOrders_1,in_gap_1,in_ordersAsDest_1,in_lv1_1,in_lv2_1,in_lv3_1,in_lv4_1,in_area_2,in_weather_2,in_temperature_2,in_pm25_2,in_totalOrders_2,in_gap_2,in_ordersAsDest_2,in_lv1_2,in_lv2_2,in_lv3_2,in_lv4_2
2,15,3,136,15,1,7,1079,127,27,38,1,2,653376,1,2,3,136,36,0,5,1114,127,36,46,1,2,3,128,45,4,7,1044,153,47,31
2,16,3,136,24,2,5,955,142,39,38,1,2,653376,1,2,3,136,15,1,7,1079,127,27,38,1,2,3,136,36,0,5,1114,127,36,46
3,17,3,136,23,2,5,996,117,40,39,1,2,653376,1,2,3,136,24,2,5,955,142,39,38,1,2,3,136,15,1,7,1079,127,27,38
0,18,3,136,24,3,2,1003,150,53,46,1,2,653376,1,2,3,136,23,2,5,996,117,40,39,1,2,3,136,24,2,5,955,142,39,38
5,19,3,136,15,0,2,888,143,47,41,1,2,653376,1,2,3,136,24,3,2,1003,150,53,46,1,2,3,136,23,2,5,996,117,40,39
2,20,3,136,22,5,6,909,100,37,40,1,2,653376,1,2,3,136,15,0,2,888,143,47,41,1,2,3,136,24,3,2,1003,150,53,46
2,21,3,136,16,2,2,977,116,35,29,1,2,653376,1,2,3,136,22,5,6,909,100,37,40,1,2,3,136,15,0,2,888,143,47,41
2,22,3,136,15,2,3,878,138,44,22,1,2,653376,1,2,3,136,16,2,2,977,116,35,29,1,2,3,136,22,5,6,909,100,37,40
1,23,3,139,20,2,1,757,104,38,26,1,2,653376,1,2,3,136,15,2,3,878,138,44,22,1,2,3,136,16,2,2,977,116,35,29
0,24,3,143,15,1,2,910,108,38,37,1,2,653376,1,2,3,139,20,2,1,757,104,38,26,1,2,3,136,15,2,3,878,138,44,22
0,25,3,143,9,0,1,906,78,36,30,1,2,653376,1,2,3,143,15,1,2,910,108,38,37,1,2,3,139,20,2,1,757,104,38,26
0,26,3,143,7,0,1,794,107,36,40,1,2,653376,1,2,3,143,9,0,1,906,78,36,30,1,2,3,143,15,1,2,910,108,38,37
1,27,3,143,8,0,3,757,91,36,37,1,2,653376,1,2,3,143,7,0,1,794,107,36,40,1,2,3,143,9,0,1,906,78,36,30
0,28,3,143,6,1,2,649,80,49,35,1,2,653376,1,2,3,143,8,0,3,757,91,36,37,1,2,3,143,7,0,1,794,107,36,40
0,29,3,143,8,0,4,646,106,35,44,1,2,653376,1,2,3,143,6,1,2,649,80,49,35,1,2,3,143,8,0,3,757,91,36,37
2,30,3,127,8,0,2,715,83,35,23,1,2,653376,1,2,3,143,8,0,4,646,106,35,44,1,2,3,143,6,1,2,649,80,49,35
0,31,3,127,13,2,1,671,130,25,27,1,2,653376,1,2,3,127,8,0,2,715,83,35,23,1,2,3,143,8,0,4,646,106,35,44
3,32,3,127,10,0,0,674,88,31,30,1,2,653376,1,2,3,127,13,2,1,671,130,25,27,1,2,3,127,8,0,2,715,83,35,23
4,33,3,127,11,3,3,704,88,24,39,1,2,653376,1,2,3,127,10,0,0,674,88,31,30,1,2,3,127,13,2,1,671,130,25,27
1,34,3,127,19,4,5,657,91,44,33,1,2,653376,1,2,3,127,11,3,3,704,88,24,39,1,2,3,127,10,0,0,674,88,31,30
1,35,3,127,12,1,2,823,114,43,53,1,2,653376,1,2,3,127,19,4,5,657,91,44,33,1,2,3,127,11,3,3,704,88,24,39
7,36,2,120,17,1,4,788,164,30,42,1,2,653376,1,2,3,127,12,1,2,823,114,43,53,1,2,3,127,19,4,5,657,91,44,33
4,37,3,120,22,7,1,863,93,30,33,1,2,653376,1,2,2,120,17,1,4,788,164,30,42,1,2,3,127,12,1,2,823,114,43,53
10,38,3,120,23,4,8,863,103,34,35,1,2,653376,1,2,3,120,22,7,1,863,93,30,33,1,2,2,120,17,1,4,788,164,30,42
5,39,2,120,29,10,3,976,109,41,42,1,2,653376,1,2,3,120,23,4,8,863,103,34,35,1,2,3,120,22,7,1,863,93,30,33
1,40,2,120,35,5,4,938,123,28,34,1,2,653376,1,2,2,120,29,10,3,976,109,41,42,1,2,3,120,23,4,8,863,103,34,35
2,41,2,120,41,1,9,990,122,21,37,1,2,653376,1,2,2,120,35,5,4,938,123,28,34,1,2,2,120,29,10,3,976,109,41,42
2,42,2,119,40,2,12,1012,188,76,49,1,2,653376,1,2,2,120,41,1,9,990,122,21,37,1,2,2,120,35,5,4,938,123,28,34
4,43,2,119,49,2,11,1079,157,43,62,1,2,653376,1,2,2,119,40,2,12,1012,188,76,49,1,2,2,120,41,1,9,990,122,21,37
0,44,3,119,49,4,10,1173,165,23,39,1,2,653376,1,2,2,119,49,2,11,1079,157,43,62,1,2,2,119,40,2,12,1012,188,76,49
4,45,3,119,64,0,27,1157,210,38,54,1,2,653376,1,2,3,119,49,4,10,1173,165,23,39,1,2,2,119,49,2,11,1079,157,43,62
4,46,3,119,98,4,36,1211,228,52,52,1,2,653376,1,2,3,119,64,0,27,1157,210,38,54,1,2,3,119,49,4,10,1173,165,23,39
2,47,3,119,105,4,60,1411,259,86,69,1,8,653376,1,2,3,119,98,4,36,1211,228,52,52,1,2,3,119,64,0,27,1157,210,38,54
2,48,3,115,123,2,54,1418,261,104,95,1,8,653376,1,8,3,119,105,4,60,1411,259,86,69,1,2,3,119,98,4,36,1211,228,52,52
5,49,3,115,128,2,50,1532,268,67,52,1,8,653376,1,8,3,115,123,2,54,1418,261,104,95,1,8,3,119,105,4,60,1411,259,86,69
2,50,3,115,173,5,64,1423,312,88,59,1,8,653376,1,8,3,115,128,2,50,1532,268,67,52,1,8,3,115,123,2,54,1418,261,104,95
2,51,3,115,206,2,76,1494,282,72,75,1,8,653376,1,8,3,115,173,5,64,1423,312,88,59,1,8,3,115,128,2,50,1532,268,67,52
3,52,3,115,213,2,60,1602,295,77,81,1,8,653376,1,8,3,115,206,2,76,1494,282,72,75,1,8,3,115,173,5,64,1423,312,88,59
4,53,3,115,235,3,84,1559,293,88,67,1,8,653376,1,8,3,115,213,2,60,1602,295,77,81,1,8,3,115,206,2,76,1494,282,72,75
1,54,3,111,237,4,86,1510,292,76,69,1,8,653376,1,8,3,115,235,3,84,1559,293,88,67,1,8,3,115,213,2,60,1602,295,77,81
2,55,3,111,167,1,59,1548,274,75,62,1,8,653376,1,8,3,111,237,4,86,1510,292,76,69,1,8,3,115,235,3,84,1559,293,88,67
3,56,3,111,147,2,54,1522,329,95,63,1,8,653376,1,8,3,111,167,1,59,1548,274,75,62,1,8,3,111,237,4,86,1510,292,76,69
0,57,3,111,169,3,55,1551,330,92,89,1,8,653376,1,8,3,111,147,2,54,1522,329,95,63,1,8,3,111,167,1,59,1548,274,75,62
4,58,3,111,141,0,56,1500,328,72,88,1,8,653376,1,8,3,111,169,3,55,1551,330,92,89,1,8,3,111,147,2,54,1522,329,95,63
1,59,3,111,144,4,76,1474,322,75,93,1,8,653376,1,8,3,111,141,0,56,1500,328,72,88,1,8,3,111,169,3,55,1551,330,92,89
5,60,3,117,154,1,70,1480,341,91,107,1,8,653376,1,8,3,111,144,4,76,1474,322,75,93,1,8,3,111,141,0,56,1500,328,72,88
5,61,3,117,163,5,40,1470,336,113,83,1,8,653376,1,8,3,117,154,1,70,1480,341,91,107,1,8,3,111,144,4,76,1474,322,75,93
2,62,4,117,147,5,48,1481,329,99,97,1,8,653376,1,8,3,117,163,5,40,1470,336,113,83,1,8,3,117,154,1,70,1480,341,91,107
1,63,4,117,131,2,62,1518,304,83,94,1,8,653376,1,8,4,117,147,5,48,1481,329,99,97,1,8,3,117,163,5,40,1470,336,113,83
3,64,5,117,112,1,40,1462,320,116,86,1,8,653376,1,8,4,117,131,2,62,1518,304,83,94,1,8,4,117,147,5,48,1481,329,99,97
1,65,5,117,140,3,52,1517,343,94,78,1,8,653376,1,8,5,117,112,1,40,1462,320,116,86,1,8,4,117,131,2,62,1518,304,83,94
5,66,6,128,121,1,52,1475,329,107,109,1,8,653376,1,8,5,117,140,3,52,1517,343,94,78,1,8,5,117,112,1,40,1462,320,116,86
3,67,6,128,138,5,46,1465,352,126,90,1,8,653376,1,8,6,128,121,1,52,1475,329,107,109,1,8,5,117,140,3,52,1517,343,94,78
1,68,6,128,163,3,47,1454,341,80,78,1,8,653376,1,8,6,128,138,5,46,1465,352,126,90,1,8,6,128,121,1,52,1475,329,107,109
1,69,6,128,155,1,40,1496,284,105,95,1,8,653376,1,8,6,128,163,3,47,1454,341,80,78,1,8,6,128,138,5,46,1465,352,126,90
6,70,8,128,148,1,59,1457,341,99,81,1,2,653376,1,8,6,128,155,1,40,1496,284,105,95,1,8,6,128,163,3,47,1454,341,80,78
1,71,8,128,175,6,51,1437,321,91,71,1,2,653376,1,2,8,128,148,1,59,1457,341,99,81,1,8,6,128,155,1,40,1496,284,105,95
4,72,8,128,154,1,60,1495,329,121,109,1,2,653376,1,2,8,128,175,6,51,1437,321,91,71,1,2,8,128,148,1,59,1457,341,99,81
3,73,9,149,175,4,56,1487,321,122,80,1,2,653376,1,2,8,128,154,1,60,1495,329,121,109,1,2,8,128,175,6,51,1437,321,91,71
4,74,9,149,183,3,69,1514,323,138,93,1,2,653376,1,2,9,149,175,4,56,1487,321,122,80,1,2,8,128,154,1,60,1495,329,121,109
5,75,9,149,187,4,48,1487,329,110,96,1,2,653376,1,2,9,149,183,3,69,1514,323,138,93,1,2,9,149,175,4,56,1487,321,122,80
2,76,9,149,176,5,60,1456,354,100,116,1,2,653376,1,2,9,149,187,4,48,1487,329,110,96,1,2,9,149,183,3,69,1514,323,138,93
3,77,9,149,158,2,70,1420,331,108,87,1,2,653376,1,2,9,149,176,5,60,1456,354,100,116,1,2,9,149,187,4,48,1487,329,110,96
5,78,9,161,167,3,63,1350,310,121,109,1,2,653376,1,2,9,149,158,2,70,1420,331,108,87,1,2,9,149,176,5,60,1456,354,100,116
6,79,10,161,177,5,56,1431,317,116,103,1,2,653376,1,2,9,161,167,3,63,1350,310,121,109,1,2,9,149,158,2,70,1420,331,108,87
3,80,10,161,178,6,72,1429,360,118,76,1,2,653376,1,2,10,161,177,5,56,1431,317,116,103,1,2,9,161,167,3,63,1350,310,121,109
2,81,10,161,174,3,56,1436,359,106,98,1,2,653376,1,2,10,161,178,6,72,1429,360,118,76,1,2,10,161,177,5,56,1431,317,116,103
2,82,10,161,173,2,56,1499,294,97,107,1,2,653376,1,2,10,161,174,3,56,1436,359,106,98,1,2,10,161,178,6,72,1429,360,118,76
1,83,10,161,169,2,59,1459,358,88,94,1,2,653376,1,2,10,161,173,2,56,1499,294,97,107,1,2,10,161,174,3,56,1436,359,106,98
0,84,10,153,174,1,63,1481,317,116,91,1,2,653376,1,2,10,161,169,2,59,1459,358,88,94,1,2,10,161,173,2,56,1499,294,97,107
3,85,10,153,178,0,53,1522,336,110,85,1,2,653376,1,2,10,153,174,1,63,1481,317,116,91,1,2,10,161,169,2,59,1459,358,88,94
4,86,11,153,180,3,60,1460,308,96,98,1,2,653376,1,2,10,153,178,0,53,1522,336,110,85,1,2,10,153,174,1,63,1481,317,116,91
4,87,11,153,196,4,45,1447,344,100,111,1,2,653376,1,2,11,153,180,3,60,1460,308,96,98,1,2,10,153,178,0,53,1522,336,110,85
2,88,11,153,181,4,71,1511,327,117,94,1,2,653376,1,2,11,153,196,4,45,1447,344,100,111,1,2,11,153,180,3,60,1460,308,96,98
6,89,11,153,176,2,79,1419,370,111,103,1,2,653376,1,2,11,153,181,4,71,1511,327,117,94,1,2,11,153,196,4,45,1447,344,100,111
7,90,11,128,195,6,45,1453,313,95,98,1,2,653376,1,2,11,153,176,2,79,1419,370,111,103,1,2,11,153,181,4,71,1511,327,117,94
7,91,11,128,191,7,57,1462,345,121,78,1,2,653376,1,2,11,128,195,6,45,1453,313,95,98,1,2,11,153,176,2,79,1419,370,111,103
7,92,11,128,212,7,44,1555,352,101,77,1,2,653376,1,2,11,128,191,7,57,1462,345,121,78,1,2,11,128,195,6,45,1453,313,95,98
5,93,11,128,185,7,59,1510,383,101,113,1,2,653376,1,2,11,128,212,7,44,1555,352,101,77,1,2,11,128,191,7,57,1462,345,121,78
6,94,11,128,190,5,64,1462,324,116,88,1,2,653376,1,2,11,128,185,7,59,1510,383,101,113,1,2,11,128,212,7,44,1555,352,101,77
8,95,11,128,171,6,56,1485,357,109,118,1,2,653376,1,2,11,128,190,5,64,1462,324,116,88,1,2,11,128,185,7,59,1510,383,101,113
7,96,11,122,187,8,58,1496,345,100,102,1,2,653376,1,2,11,128,171,6,56,1485,357,109,118,1,2,11,128,190,5,64,1462,324,116,88
6,97,11,122,207,7,54,1445,328,110,86,1,2,653376,1,2,11,122,187,8,58,1496,345,100,102,1,2,11,128,171,6,56,1485,357,109,118
5,98,11,122,219,6,53,1504,359,96,93,1,2,653376,1,2,11,122,207,7,54,1445,328,110,86,1,2,11,122,187,8,58,1496,345,100,102
1,99,11,122,194,5,55,1518,375,139,104,1,2,653376,1,2,11,122,219,6,53,1504,359,96,93,1,2,11,122,207,7,54,1445,328,110,86
0,100,11,122,205,1,57,1534,370,122,94,1,2,653376,1,2,11,122,194,5,55,1518,375,139,104,1,2,11,122,219,6,53,1504,359,96,93
4,104,10,115,236,7,106,1477,399,131,104,1,2,653376,1,2,11,115,224,4,87,1469,376,135,102,1,2,11,115,212,11,83,1463,416,106,93
4,105,10,115,241,4,111,1521,442,148,96,1,2,653376,1,2,10,115,236,7,106,1477,399,131,104,1,2,11,115,224,4,87,1469,376,135,102
8,106,10,115,255,4,108,1417,426,170,121,1,2,653376,1,2,10,115,241,4,111,1521,442,148,96,1,2,10,115,236,7,106,1477,399,131,104
2,107,10,115,264,8,134,1430,447,158,105,1,2,653376,1,2,10,115,255,4,108,1417,426,170,121,1,2,10,115,241,4,111,1521,442,148,96
2,108,10,106,259,2,89,1420,486,177,73,1,2,653376,1,2,10,115,264,8,134,1430,447,158,105,1,2,10,115,255,4,108,1417,426,170,121
13,109,10,106,248,2,93,1484,436,155,102,1,2,653376,1,2,10,106,259,2,89,1420,486,177,73,1,2,10,115,264,8,134,1430,447,158,105
9,113,9,106,260,10,67,1479,431,149,104,1,2,653376,1,2,9,106,228,1,70,1429,400,165,114,1,2,9,106,267,3,84,1444,473,169,121
8,114,9,108,301,9,64,1416,488,136,111,1,2,653376,1,2,9,106,260,10,67,1479,431,149,104,1,2,9,106,228,1,70,1429,400,165,114
3,115,9,108,303,8,71,1345,490,154,138,1,2,653376,1,2,9,108,301,9,64,1416,488,136,111,1,2,9,106,260,10,67,1479,431,149,104
1,116,9,108,261,3,54,1392,446,181,107,1,2,653376,1,2,9,108,303,8,71,1345,490,154,138,1,2,9,108,301,9,64,1416,488,136,111
103,133,9,113,312,8,47,1428,335,79,49,1,3,653376,1,3,9,113,215,4,36,1401,365,99,64,1,3,9,119,242,6,41,1465,287,89,99
159,134,9,113,439,103,59,1413,334,132,63,1,4,653376,1,3,9,113,312,8,47,1428,335,79,49,1,3,9,113,215,4,36,1401,365,99,64
123,135,8,113,453,159,51,1402,367,125,97,1,4,653376,1,4,9,113,439,103,59,1413,334,132,63,1,3,9,113,312,8,47,1428,335,79,49
1,139,7,108,177,4,25,1437,352,104,55,1,4,653376,1,4,7,113,203,11,41,1419,358,95,87,1,4,8,113,230,16,41,1467,375,150,66
6,140,7,108,163,1,24,1454,336,105,71,1,4,653376,1,4,7,108,177,4,25,1437,352,104,55,1,4,7,113,203,11,41,1419,358,95,87
1,141,7,108,115,6,27,1387,318,124,73,1,4,653376,1,4,7,108,163,1,24,1454,336,105,71,1,4,7,108,177,4,25,1437,352,104,55
2,142,7,108,87,1,30,1412,281,112,70,1,4,653376,1,4,7,108,115,6,27,1387,318,124,73,1,4,7,108,163,1,24,1454,336,105,71
2,143,7,108,100,2,18,1345,320,123,80,1,4,653376,1,4,7,108,87,1,30,1412,281,112,70,1,4,7,108,115,6,27,1387,318,124,73
6,144,7,105,101,2,24,1303,301,103,76,1,4,653376,1,4,7,108,100,2,18,1345,320,123,80,1,4,7,108,87,1,30,1412,281,112,70
1,5,4,132,11,0,0,640,51,23,13,2,2,343537,2,2,4,132,5,0,1,712,52,16,9,2,2,4,132,7,0,1,747,100,12,13
1,6,4,128,3,1,1,677,69,16,10,2,2,343537,2,2,4,132,11,0,0,640,51,23,13,2,2,4,132,5,0,1,712,52,16,9
1,7,4,128,3,1,2,665,72,9,12,2,2,343537,2,2,4,128,3,1,1,677,69,16,10,2,2,4,132,11,0,0,640,51,23,13
0,8,4,128,11,1,3,662,54,11,13,2,2,343537,2,2,4,128,3,1,2,665,72,9,12,2,2,4,128,3,1,1,677,69,16,10
0,9,4,128,4,0,0,716,54,16,8,2,2,343537,2,2,4,128,11,1,3,662,54,11,13,2,2,4,128,3,1,2,665,72,9,12
0,10,3,128,5,0,0,707,46,17,22,2,2,343537,2,2,4,128,4,0,0,716,54,16,8,2,2,4,128,11,1,3,662,54,11,13
0,11,3,128,5,0,0,655,47,9,9,2,2,343537,2,2,3,128,5,0,0,707,46,17,22,2,2,4,128,4,0,0,716,54,16,8
0,12,3,128,5,0,0,682,42,21,4,2,2,343537,2,2,3,128,5,0,0,655,47,9,9,2,2,3,128,5,0,0,707,46,17,22
0,13,3,128,1,0,1,625,47,12,14,2,2,343537,2,2,3,128,5,0,0,682,42,21,4,2,2,3,128,5,0,0,655,47,9,9
2,14,3,136,4,0,0,633,54,9,15,2,2,343537,2,2,3,128,1,0,1,625,47,12,14,2,2,3,128,5,0,0,682,42,21,4
1,15,3,136,4,2,0,640,40,9,16,2,2,343537,2,2,3,136,4,0,0,633,54,9,15,2,2,3,128,1,0,1,625,47,12,14
0,16,3,136,3,1,0,593,28,4,29,2,2,343537,2,2,3,136,4,2,0,640,40,9,16,2,2,3,136,4,0,0,633,54,9,15
1,17,3,136,2,0,0,567,33,10,8,2,2,343537,2,2,3,136,3,1,0,593,28,4,29,2,2,3,136,4,2,0,640,40,9,16
2,18,3,136,5,1,0,556,44,5,15,2,2,343537,2,2,3,136,2,0,0,567,33,10,8,2,2,3,136,3,1,0,593,28,4,29
0,19,3,136,3,2,0,540,56,31,12,2,2,343537,2,2,3,136,5,1,0,556,44,5,15,2,2,3,136,2,0,0,567,33,10,8
0,20,3,136,0,0,0,549,27,5,13,2,2,343537,2,2,3,136,3,2,0,540,56,31,12,2,2,3,136,5,1,0,556,44,5,15
0,21,3,136,2,0,0,488,27,6,9,2,2,343537,2,2,3,136,0,0,0,549,27,5,13,2,2,3,136,3,2,0,540,56,31,12
0,22,3,136,1,0,0,400,37,21,17,2,2,343537,2,2,3,136,2,0,0,488,27,6,9,2,2,3,136,0,0,0,549,27,5,13
1,23,3,139,1,0,0,453,26,9,4,2,2,343537,2,2,3,136,1,0,0,400,37,21,17,2,2,3,136,2,0,0,488,27,6,9
0,24,3,143,1,1,1,459,24,23,12,2,2,343537,2,2,3,139,1,0,0,453,26,9,4,2,2,3,136,1,0,0,400,37,21,17
0,25,3,143,1,0,0,488,30,10,12,2,2,343537,2,2,3,143,1,1,1,459,24,23,12,2,2,3,139,1,0,0,453,26,9,4
0,26,3,143,0,0,1,425,12,8,8,2,2,343537,2,2,3,143,1,0,0,488,30,10,12,2,2,3,143,1,1,1,459,24,23,12
1,27,3,143,0,0,0,382,22,4,6,2,2,343537,2,2,3,143,0,0,1,425,12,8,8,2,2,3,143,1,0,0,488,30,10,12
0,28,3,143,1,1,0,330,10,9,2,2,2,343537,2,2,3,143,0,0,0,382,22,4,6,2,2,3,143,0,0,1,425,12,8,8
1,29,3,143,0,0,0,262,24,4,2,2,2,343537,2,2,3,143,1,1,0,330,10,9,2,2,2,3,143,0,0,0,382,22,4,6
0,30,3,127,1,1,0,324,13,3,9,2,2,343537,2,2,3,143,0,0,0,262,24,4,2,2,2,3,143,1,1,0,330,10,9,2
0,31,3,127,0,0,0,271,14,2,5,2,2,343537,2,2,3,127,1,1,0,324,13,3,9,2,2,3,143,0,0,0,262,24,4,2
0,32,3,127,0,0,0,328,8,4,9,2,2,343537,2,2,3,127,0,0,0,271,14,2,5,2,2,3,127,1,1,0,324,13,3,9
0,33,3,127,0,0,0,307,10,4,12,2,2,343537,2,2,3,127,0,0,0,328,8,4,9,2,2,3,127,0,0,0,271,14,2,5
0,34,3,127,0,0,2,252,11,9,4,2,2,343537,2,2,3,127,0,0,0,307,10,4,12,2,2,3,127,0,0,0,328,8,4,9
0,35,3,127,0,0,0,339,24,7,3,2,2,343537,2,2,3,127,0,0,2,252,11,9,4,2,2,3,127,0,0,0,307,10,4,12
0,36,2,120,1,0,0,260,22,6,7,2,2,343537,2,2,3,127,0,0,0,339,24,7,3,2,2,3,127,0,0,2,252,11,9,4
0,37,3,120,1,0,0,384,35,5,1,2,2,343537,2,2,2,120,1,0,0,260,22,6,7,2,2,3,127,0,0,0,339,24,7,3
0,38,3,120,0,0,0,399,28,10,8,2,2,343537,2,2,3,120,1,0,0,384,35,5,1,2,2,2,120,1,0,0,260,22,6,7
0,39,2,120,1,0,2,458,42,11,7,2,2,343537,2,2,3,120,0,0,0,399,28,10,8,2,2,3,120,1,0,0,384,35,5,1
0,40,2,120,2,0,0,409,37,11,9,2,2,343537,2,2,2,120,1,0,2,458,42,11,7,2,2,3,120,0,0,0,399,28,10,8
0,41,2,120,9,0,4,449,32,12,5,2,2,343537,2,2,2,120,2,0,0,409,37,11,9,2,2,2,120,1,0,2,458,42,11,7
0,42,2,119,5,0,1,569,36,17,8,2,2,343537,2,2,2,120,9,0,4,449,32,12,5,2,2,2,120,2,0,0,409,37,11,9
0,43,2,119,3,0,3,635,28,10,3,2,2,343537,2,2,2,119,5,0,1,569,36,17,8,2,2,2,120,9,0,4,449,32,12,5
0,44,3,119,8,0,2,568,70,12,10,2,2,343537,2,2,2,119,3,0,3,635,28,10,3,2,2,2,119,5,0,1,569,36,17,8
0,45,3,119,7,0,7,589,56,16,8,2,2,343537,2,2,3,119,8,0,2,568,70,12,10,2,2,2,119,3,0,3,635,28,10,3
1,46,3,119,8,0,2,650,55,19,13,2,2,343537,2,2,3,119,7,0,7,589,56,16,8,2,2,3,119,8,0,2,568,70,12,10
0,47,3,119,21,1,8,636,74,26,9,2,8,343537,2,2,3,119,8,0,2,650,55,19,13,2,2,3,119,7,0,7,589,56,16,8
0,48,3,115,24,0,3,689,62,19,16,2,8,343537,2,8,3,119,21,1,8,636,74,26,9,2,2,3,119,8,0,2,650,55,19,13
0,49,3,115,20,0,13,685,70,17,4,2,8,343537,2,8,3,115,24,0,3,689,62,19,16,2,8,3,119,21,1,8,636,74,26,9
0,50,3,115,17,0,9,737,80,11,19,2,8,343537,2,8,3,115,20,0,13,685,70,17,4,2,8,3,115,24,0,3,689,62,19,16
0,51,3,115,31,0,5,723,102,16,10,2,8,343537,2,8,3,115,17,0,9,737,80,11,19,2,8,3,115,20,0,13,685,70,17,4
0,52,3,115,27,0,8,692,87,22,25,2,8,343537,2,8,3,115,31,0,5,723,102,16,10,2,8,3,115,17,0,9,737,80,11,19
0,53,3,115,19,0,13,730,113,26,15,2,8,343537,2,8,3,115,27,0,8,692,87,22,25,2,8,3,115,31,0,5,723,102,16,10
0,54,3,111,23,0,3,705,105,13,16,2,8,343537,2,8,3,115,19,0,13,730,113,26,15,2,8,3,115,27,0,8,692,87,22,25
0,55,3,111,14,0,4,666,113,20,26,2,8,343537,2,8,3,111,23,0,3,705,105,13,16,2,8,3,115,19,0,13,730,113,26,15
1,56,3,111,27,0,5,658,144,36,11,2,8,343537,2,8,3,111,14,0,4,666,113,20,26,2,8,3,111,23,0,3,705,105,13,16
1,57,3,111,30,1,1,655,152,32,11,2,8,343537,2,8,3,111,27,0,5,658,144,36,11,2,8,3,111,14,0,4,666,113,20,26
0,58,3,111,11,1,6,657,130,19,21,2,8,343537,2,8,3,111,30,1,1,655,152,32,11,2,8,3,111,27,0,5,658,144,36,11
0,59,3,111,18,0,2,649,134,34,25,2,8,343537,2,8,3,111,11,1,6,657,130,19,21,2,8,3,111,30,1,1,655,152,32,11
2,60,3,117,18,0,11,609,117,26,17,2,8,343537,2,8,3,111,18,0,2,649,134,34,25,2,8,3,111,11,1,6,657,130,19,21
0,61,3,117,22,2,5,625,123,21,31,2,8,343537,2,8,3,117,18,0,11,609,117,26,17,2,8,3,111,18,0,2,649,134,34,25
0,62,4,117,21,0,8,629,121,25,17,2,8,343537,2,8,3,117,22,2,5,625,123,21,31,2,8,3,117,18,0,11,609,117,26,17
1,63,4,117,16,0,9,593,155,12,17,2,8,343537,2,8,4,117,21,0,8,629,121,25,17,2,8,3,117,22,2,5,625,123,21,31
0,64,5,117,24,1,4,646,139,22,20,2,8,343537,2,8,4,117,16,0,9,593,155,12,17,2,8,4,117,21,0,8,629,121,25,17
0,65,5,117,23,0,6,691,160,20,19,2,8,343537,2,8,5,117,24,1,4,646,139,22,20,2,8,4,117,16,0,9,593,155,12,17
0,66,6,128,17,0,12,653,109,26,18,2,8,343537,2,8,5,117,23,0,6,691,160,20,19,2,8,5,117,24,1,4,646,139,22,20
0,67,6,128,17,0,8,648,155,42,17,2,8,343537,2,8,6,128,17,0,12,653,109,26,18,2,8,5,117,23,0,6,691,160,20,19
0,68,6,128,13,0,12,717,164,24,22,2,8,343537,2,8,6,128,17,0,8,648,155,42,17,2,8,6,128,17,0,12,653,109,26,18
0,69,6,128,28,0,12,696,154,36,22,2,8,343537,2,8,6,128,13,0,12,717,164,24,22,2,8,6,128,17,0,8,648,155,42,17
