out,in_time,in_temperature_0,in_pm25_0,in_totalOrders_0,in_gap_0,in_ordersAsDest_0,in_lv1_0,in_lv2_0,in_lv3_0,in_lv4_0,in_area_0,in_weather_0,in_poiCount,in_area_1,in_weather_1,in_temperature_1,in_pm25_1,in_totalOrders_1,in_gap_1,in_ordersAsDest_1,in_lv1_1,in_lv2_1,in_lv3_1,in_lv4_1,in_area_2,in_weather_2,in_temperature_2,in_pm25_2,in_totalOrders_2,in_gap_2,in_ordersAsDest_2,in_lv1_2,in_lv2_2,in_lv3_2,in_lv4_2
0,22,1,186,10,1,4,780,93,37,32,1,1,653376,1,1,1,186,6,0,3,772,96,29,21,1,1,1,186,11,1,6,887,127,44,36
0,23,1,186,7,0,4,737,132,30,30,1,1,653376,1,1,1,186,10,1,4,780,93,37,32,1,1,1,186,6,0,3,772,96,29,21
1,24,1,173,7,0,2,738,69,34,32,1,1,653376,1,1,1,186,7,0,4,737,132,30,30,1,1,1,186,10,1,4,780,93,37,32
0,25,1,173,5,1,2,677,99,50,24,1,1,653376,1,1,1,173,7,0,2,738,69,34,32,1,1,1,186,7,0,4,737,132,30,30
1,26,1,173,6,0,4,604,106,39,39,1,1,653376,1,1,1,173,5,1,2,677,99,50,24,1,1,1,173,7,0,2,738,69,34,32
0,27,1,173,5,1,1,709,116,24,46,1,1,653376,1,1,1,173,6,0,4,604,106,39,39,1,1,1,173,5,1,2,677,99,50,24
1,28,1,173,5,0,3,672,92,26,37,1,1,653376,1,1,1,173,5,1,1,709,116,24,46,1,1,1,173,6,0,4,604,106,39,39
0,29,1,173,5,1,0,650,95,31,28,1,1,653376,1,1,1,173,5,0,3,672,92,26,37,1,1,1,173,5,1,1,709,116,24,46
2,30,1,173,7,0,1,630,81,16,27,1,1,653376,1,1,1,173,5,1,0,650,95,31,28,1,1,1,173,5,0,3,672,92,26,37
1,31,1,159,6,2,2,659,104,38,33,1,1,653376,1,1,1,173,7,0,1,630,81,16,27,1,1,1,173,5,1,0,650,95,31,28
6,32,1,159,7,1,1,635,134,41,40,1,1,653376,1,1,1,159,6,2,2,659,104,38,33,1,1,1,173,7,0,1,630,81,16,27
7,33,0,159,14,6,1,606,110,35,35,1,1,653376,1,1,1,159,7,1,1,635,134,41,40,1,1,1,159,6,2,2,659,104,38,33
1,34,0,159,16,7,3,763,94,30,25,1,1,653376,1,1,0,159,14,6,1,606,110,35,35,1,1,1,159,7,1,1,635,134,41,40
2,35,0,159,5,1,1,661,83,41,31,1,1,653376,1,1,0,159,16,7,3,763,94,30,25,1,1,0,159,14,6,1,606,110,35,35
8,36,0,150,10,2,0,717,85,27,42,1,1,653376,1,1,0,159,5,1,1,661,83,41,31,1,1,0,159,16,7,3,763,94,30,25
0,37,0,150,20,8,3,745,107,25,19,1,1,653376,1,1,0,150,10,2,0,717,85,27,42,1,1,0,159,5,1,1,661,83,41,31
12,38,0,150,13,0,6,817,102,21,23,1,1,653376,1,1,0,150,20,8,3,745,107,25,19,1,1,0,150,10,2,0,717,85,27,42
17,39,0,150,26,12,8,882,119,32,39,1,1,653376,1,1,0,150,13,0,6,817,102,21,23,1,1,0,150,20,8,3,745,107,25,19
2,40,0,150,35,17,17,911,128,30,26,1,1,653376,1,1,0,150,26,12,8,882,119,32,39,1,1,0,150,13,0,6,817,102,21,23
3,41,0,150,29,2,24,947,94,20,31,1,1,653376,1,1,0,150,35,17,17,911,128,30,26,1,1,0,150,26,12,8,882,119,32,39
1,42,0,148,51,3,9,1025,166,58,42,1,1,653376,1,1,0,150,29,2,24,947,94,20,31,1,1,0,150,35,17,17,911,128,30,26
4,43,0,148,58,1,11,1162,163,55,51,1,1,653376,1,1,0,148,51,3,9,1025,166,58,42,1,1,0,150,29,2,24,947,94,20,31
3,44,0,148,94,4,27,1256,185,71,64,1,2,653376,1,1,0,148,58,1,11,1162,163,55,51,1,1,0,148,51,3,9,1025,166,58,42
3,45,0,148,117,3,45,1342,243,74,73,1,2,653376,1,2,0,148,94,4,27,1256,185,71,64,1,1,0,148,58,1,11,1162,163,55,51
6,46,0,148,169,3,71,1356,331,88,86,1,2,653376,1,2,0,148,117,3,45,1342,243,74,73,1,2,0,148,94,4,27,1256,185,71,64
3,47,0,148,214,6,91,1463,326,120,62,1,2,653376,1,2,0,148,169,3,71,1356,331,88,86,1,2,0,148,117,3,45,1342,243,74,73
5,48,0,151,200,3,88,1533,370,128,83,1,2,653376,1,2,0,148,214,6,91,1463,326,120,62,1,2,0,148,169,3,71,1356,331,88,86
8,49,0,151,239,5,94,1536,415,101,79,1,2,653376,1,2,0,151,200,3,88,1533,370,128,83,1,2,0,148,214,6,91,1463,326,120,62
5,73,4,151,128,0,53,1466,277,59,91,1,2,653376,1,2,4,160,148,6,45,1482,256,90,81,1,2,4,160,155,6,51,1566,283,72,73
5,74,4,151,142,5,42,1514,288,78,96,1,2,653376,1,2,4,151,128,0,53,1466,277,59,91,1,2,4,160,148,6,45,1482,256,90,81
5,75,4,151,131,5,40,1505,315,117,99,1,2,653376,1,2,4,151,142,5,42,1514,288,78,96,1,2,4,151,128,0,53,1466,277,59,91
6,76,4,151,133,5,52,1553,277,111,91,1,2,653376,1,2,4,151,131,5,40,1505,315,117,99,1,2,4,151,142,5,42,1514,288,78,96
4,77,4,151,160,6,47,1469,271,97,102,1,2,653376,1,2,4,151,133,5,52,1553,277,111,91,1,2,4,151,131,5,40,1505,315,117,99
4,78,4,124,159,4,61,1528,306,71,87,1,2,653376,1,2,4,151,160,6,47,1469,271,97,102,1,2,4,151,133,5,52,1553,277,111,91
3,82,5,124,140,6,52,1453,303,110,63,1,2,653376,1,2,5,124,133,2,36,1427,323,102,73,1,2,5,124,147,4,60,1481,306,75,82
6,83,5,124,158,3,55,1449,317,119,99,1,2,653376,1,2,5,124,140,6,52,1453,303,110,63,1,2,5,124,133,2,36,1427,323,102,73
3,84,5,114,185,6,45,1482,285,104,71,1,2,653376,1,2,5,124,158,3,55,1449,317,119,99,1,2,5,124,140,6,52,1453,303,110,63
7,85,5,114,131,3,54,1471,289,99,93,1,2,653376,1,2,5,114,185,6,45,1482,285,104,71,1,2,5,124,158,3,55,1449,317,119,99
6,86,5,114,144,7,38,1506,246,80,77,1,2,653376,1,2,5,114,131,3,54,1471,289,99,93,1,2,5,114,185,6,45,1482,285,104,71
11,87,5,114,128,6,34,1468,296,79,65,1,2,653376,1,2,5,114,144,7,38,1506,246,80,77,1,2,5,114,131,3,54,1471,289,99,93
2,91,5,103,149,1,38,1492,293,91,84,1,2,653376,1,2,5,103,129,1,47,1436,323,111,88,1,2,5,114,135,2,40,1377,271,97,88
6,92,5,103,134,2,47,1394,259,109,73,1,2,653376,1,2,5,103,149,1,38,1492,293,91,84,1,2,5,103,129,1,47,1436,323,111,88
5,93,5,103,164,6,48,1453,251,115,81,1,2,653376,1,2,5,103,134,2,47,1394,259,109,73,1,2,5,103,149,1,38,1492,293,91,84
3,97,5,96,154,4,54,1537,326,112,80,1,2,653376,1,2,5,96,143,3,54,1441,319,87,87,1,2,5,103,151,2,45,1416,280,91,110
3,98,5,96,177,3,53,1459,351,129,107,1,2,653376,1,2,5,96,154,4,54,1537,326,112,80,1,2,5,96,143,3,54,1441,319,87,87
1,102,4,96,208,12,60,1452,408,110,106,1,2,653376,1,2,4,96,198,3,63,1477,366,129,94,1,2,4,96,186,4,59,1524,367,138,142
6,138,1,112,90,3,20,1373,288,77,50,1,2,653376,1,2,2,112,98,4,24,1419,306,95,92,1,2,1,112,135,2,34,1420,258,72,48
2,139,1,112,112,6,18,1340,290,74,85,1,2,653376,1,2,1,112,90,3,20,1373,288,77,50,1,2,2,112,98,4,24,1419,306,95,92
5,140,1,112,85,2,23,1344,231,74,81,1,2,653376,1,2,1,112,112,6,18,1340,290,74,85,1,2,1,112,90,3,20,1373,288,77,50
1,141,1,112,63,5,18,1440,235,102,68,1,2,653376,1,2,1,112,85,2,23,1344,231,74,81,1,2,1,112,112,6,18,1340,290,74,85
1,142,1,112,66,1,11,1330,234,95,87,1,2,653376,1,2,1,112,63,5,18,1440,235,102,68,1,2,1,112,85,2,23,1344,231,74,81
2,143,1,102,74,1,13,1340,235,58,57,1,2,653376,1,2,1,112,66,1,11,1330,234,95,87,1,2,1,112,63,5,18,1440,235,102,68
4,144,1,102,40,2,14,1227,206,77,61,1,2,653376,1,2,1,102,74,1,13,1340,235,58,57,1,2,1,112,66,1,11,1330,234,95,87
0,5,3,198,6,0,5,702,69,21,28,2,2,343537,2,2,3,195,4,0,1,696,49,16,13,2,2,3,195,11,0,1,711,70,12,20
0,6,2,203,3,0,0,719,64,23,18,2,2,343537,2,2,3,198,6,0,5,702,69,21,28,2,2,3,195,4,0,1,696,49,16,13
0,7,2,203,4,0,0,628,42,12,17,2,1,343537,2,2,2,203,3,0,0,719,64,23,18,2,2,3,198,6,0,5,702,69,21,28
0,8,2,203,3,0,0,658,68,15,14,2,1,343537,2,1,2,203,4,0,0,628,42,12,17,2,2,2,203,3,0,0,719,64,23,18
0,9,2,203,3,0,0,689,46,12,19,2,1,343537,2,1,2,203,3,0,0,658,68,15,14,2,1,2,203,4,0,0,628,42,12,17
0,10,2,203,3,0,1,649,56,23,12,2,1,343537,2,1,2,203,3,0,0,689,46,12,19,2,1,2,203,3,0,0,658,68,15,14
0,11,2,203,1,0,0,661,38,14,17,2,1,343537,2,1,2,203,3,0,1,649,56,23,12,2,1,2,203,3,0,0,689,46,12,19
0,12,2,199,6,0,0,606,66,7,5,2,1,343537,2,1,2,203,1,0,0,661,38,14,17,2,1,2,203,3,0,1,649,56,23,12
0,13,2,199,1,0,1,604,29,17,19,2,1,343537,2,1,2,199,6,0,0,606,66,7,5,2,1,2,203,1,0,0,661,38,14,17
0,14,2,199,3,0,1,579,47,12,15,2,1,343537,2,1,2,199,1,0,1,604,29,17,19,2,1,2,199,6,0,0,606,66,7,5
0,15,2,199,0,0,0,595,41,12,11,2,1,343537,2,1,2,199,3,0,1,579,47,12,15,2,1,2,199,1,0,1,604,29,17,19
0,16,2,199,2,0,0,576,39,20,15,2,1,343537,2,1,2,199,0,0,0,595,41,12,11,2,1,2,199,3,0,1,579,47,12,15
0,17,2,199,2,0,1,545,33,7,18,2,1,343537,2,1,2,199,2,0,0,576,39,20,15,2,1,2,199,0,0,0,595,41,12,11
1,18,1,199,2,0,0,576,34,21,16,2,1,343537,2,1,2,199,2,0,1,545,33,7,18,2,1,2,199,2,0,0,576,39,20,15
0,19,1,186,3,1,0,525,32,7,8,2,1,343537,2,1,1,199,2,0,0,576,34,21,16,2,1,2,199,2,0,1,545,33,7,18
0,20,1,186,1,0,0,485,33,6,16,2,1,343537,2,1,1,186,3,1,0,525,32,7,8,2,1,1,199,2,0,0,576,34,21,16
0,21,1,186,1,0,0,431,39,12,12,2,1,343537,2,1,1,186,1,0,0,485,33,6,16,2,1,1,186,3,1,0,525,32,7,8
0,22,1,186,1,0,0,518,41,7,13,2,1,343537,2,1,1,186,1,0,0,431,39,12,12,2,1,1,186,1,0,0,485,33,6,16
0,23,1,186,1,0,0,463,35,9,8,2,1,343537,2,1,1,186,1,0,0,518,41,7,13,2,1,1,186,1,0,0,431,39,12,12
0,24,1,173,0,0,0,403,23,11,5,2,1,343537,2,1,1,186,1,0,0,463,35,9,8,2,1,1,186,1,0,0,518,41,7,13
0,25,1,173,0,0,0,437,40,24,6,2,1,343537,2,1,1,173,0,0,0,403,23,11,5,2,1,1,186,1,0,0,463,35,9,8
0,26,1,173,0,0,0,407,22,8,4,2,1,343537,2,1,1,173,0,0,0,437,40,24,6,2,1,1,173,0,0,0,403,23,11,5
0,27,1,173,1,0,0,404,21,6,10,2,1,343537,2,1,1,173,0,0,0,407,22,8,4,2,1,1,173,0,0,0,437,40,24,6
0,28,1,173,0,0,0,351,29,3,6,2,1,343537,2,1,1,173,1,0,0,404,21,6,10,2,1,1,173,0,0,0,407,22,8,4
0,29,1,173,1,0,0,281,16,8,12,2,1,343537,2,1,1,173,0,0,0,351,29,3,6,2,1,1,173,1,0,0,404,21,6,10
0,30,1,173,0,0,0,308,44,3,10,2,1,343537,2,1,1,173,1,0,0,281,16,8,12,2,1,1,173,0,0,0,351,29,3,6
1,31,1,159,1,0,1,389,24,5,3,2,1,343537,2,1,1,173,0,0,0,308,44,3,10,2,1,1,173,1,0,0,281,16,8,12
0,32,1,159,1,1,0,424,21,8,13,2,1,343537,2,1,1,159,1,0,1,389,24,5,3,2,1,1,173,0,0,0,308,44,3,10
1,33,0,159,0,0,0,284,17,2,10,2,1,343537,2,1,1,159,1,1,0,424,21,8,13,2,1,1,159,1,0,1,389,24,5,3
0,34,0,159,1,1,1,302,13,7,4,2,1,343537,2,1,0,159,0,0,0,284,17,2,10,2,1,1,159,1,1,0,424,21,8,13
0,35,0,159,2,0,0,359,23,22,8,2,1,343537,2,1,0,159,1,1,1,302,13,7,4,2,1,0,159,0,0,0,284,17,2,10
0,36,0,150,0,0,1,429,22,7,8,2,1,343537,2,1,0,159,2,0,0,359,23,22,8,2,1,0,159,1,1,1,302,13,7,4
1,37,0,150,0,0,3,418,25,13,6,2,1,343537,2,1,0,150,0,0,1,429,22,7,8,2,1,0,159,2,0,0,359,23,22,8
1,38,0,150,1,1,0,482,23,9,10,2,1,343537,2,1,0,150,0,0,3,418,25,13,6,2,1,0,150,0,0,1,429,22,7,8
0,39,0,150,3,1,1,492,45,13,6,2,1,343537,2,1,0,150,1,1,0,482,23,9,10,2,1,0,150,0,0,3,418,25,13,6
2,40,0,150,9,0,2,554,46,9,16,2,1,343537,2,1,0,150,3,1,1,492,45,13,6,2,1,0,150,1,1,0,482,23,9,10
1,41,0,150,10,2,2,610,45,19,8,2,1,343537,2,1,0,150,9,0,2,554,46,9,16,2,1,0,150,3,1,1,492,45,13,6
0,42,0,148,10,1,7,608,73,17,6,2,1,343537,2,1,0,150,10,2,2,610,45,19,8,2,1,0,150,9,0,2,554,46,9,16
0,43,0,148,15,0,4,634,53,23,17,2,1,343537,2,1,0,148,10,1,7,608,73,17,6,2,1,0,150,10,2,2,610,45,19,8
0,44,0,148,18,0,4,646,45,26,12,2,2,343537,2,1,0,148,15,0,4,634,53,23,17,2,1,0,148,10,1,7,608,73,17,6
0,45,0,148,27,0,7,638,66,17,6,2,2,343537,2,2,0,148,18,0,4,646,45,26,12,2,1,0,148,15,0,4,634,53,23,17
0,46,0,148,35,0,9,677,121,21,31,2,2,343537,2,2,0,148,27,0,7,638,66,17,6,2,2,0,148,18,0,4,646,45,26,12
2,47,0,148,41,0,14,647,167,23,18,2,2,343537,2,2,0,148,35,0,9,677,121,21,31,2,2,0,148,27,0,7,638,66,17,6
2,48,0,151,33,2,10,678,156,38,34,2,2,343537,2,2,0,148,41,0,14,647,167,23,18,2,2,0,148,35,0,9,677,121,21,31
0,49,0,151,35,2,8,729,195,33,24,2,2,343537,2,2,0,151,33,2,10,678,156,38,34,2,2,0,148,41,0,14,647,167,23,18
0,73,4,151,27,2,7,590,171,38,17,2,2,343537,2,2,4,160,21,1,11,682,162,27,35,2,2,4,160,24,0,10,697,163,26,37
0,74,4,151,12,0,5,636,164,34,22,2,2,343537,2,2,4,151,27,2,7,590,171,38,17,2,2,4,160,21,1,11,682,162,27,35
0,75,4,151,21,0,6,695,141,17,17,2,2,343537,2,2,4,151,12,0,5,636,164,34,22,2,2,4,151,27,2,7,590,171,38,17
0,76,4,151,18,0,8,626,167,30,21,2,2,343537,2,2,4,151,21,0,6,695,141,17,17,2,2,4,151,12,0,5,636,164,34,22
0,77,4,151,16,0,6,659,169,33,29,2,2,343537,2,2,4,151,18,0,8,626,167,30,21,2,2,4,151,21,0,6,695,141,17,17
0,78,4,124,29,0,6,644,167,41,24,2,2,343537,2,2,4,151,16,0,6,659,169,33,29,2,2,4,151,18,0,8,626,167,30,21
0,82,5,124,15,0,8,592,191,34,21,2,2,343537,2,2,5,124,28,1,5,672,184,28,28,2,2,5,124,18,0,7,678,152,43,27
0,83,5,124,17,0,5,609,173,36,35,2,2,343537,2,2,5,124,15,0,8,592,191,34,21,2,2,5,124,28,1,5,672,184,28,28
0,84,5,114,19,0,4,609,178,24,26,2,2,343537,2,2,5,124,17,0,5,609,173,36,35,2,2,5,124,15,0,8,592,191,34,21
0,85,5,114,25,0,4,689,148,37,13,2,2,343537,2,2,5,114,19,0,4,609,178,24,26,2,2,5,124,17,0,5,609,173,36,35
2,86,5,114,25,0,11,576,215,30,17,2,2,343537,2,2,5,114,25,0,4,689,148,37,13,2,2,5,114,19,0,4,609,178,24,26
0,87,5,114,28,2,10,573,166,36,13,2,2,343537,2,2,5,114,25,0,11,576,215,30,17,2,2,5,114,25,0,4,689,148,37,13
1,91,5,103,28,0,27,579,159,22,14,2,2,343537,2,2,5,103,23,1,9,546,155,30,22,2,2,5,114,22,0,6,561,193,29,26
2,92,5,103,30,1,4,551,217,45,15,2,2,343537,2,2,5,103,28,0,27,579,159,22,14,2,2,5,103,23,1,9,546,155,30,22
2,93,5,103,34,2,8,619,180,40,22,2,2,343537,2,2,5,103,30,1,4,551,217,45,15,2,2,5,103,28,0,27,579,159,22,14
6,97,5,96,23,1,8,636,229,33,33,2,2,343537,2,2,5,96,45,1,9,573,211,34,35,2,2,5,103,33,0,9,557,223,36,33
2,98,5,96,40,6,3,606,219,44,34,2,2,343537,2,2,5,96,23,1,8,636,229,33,33,2,2,5,96,45,1,9,573,211,34,35
2,102,4,96,42,1,7,628,234,44,24,2,2,343537,2,2,4,96,45,2,10,540,261,45,25,2,2,4,96,38,4,7,589,239,49,24
0,138,1,112,12,0,1,752,94,22,19,2,2,343537,2,2,2,112,16,0,4,730,97,20,30,2,2,1,112,25,0,5,718,89,26,22
0,139,1,112,9,0,2,732,83,39,17,2,2,343537,2,2,1,112,12,0,1,752,94,22,19,2,2,2,112,16,0,4,730,97,20,30
3,140,1,112,12,0,1,756,74,25,19,2,2,343537,2,2,1,112,9,0,2,732,83,39,17,2,2,1,112,12,0,1,752,94,22,19
0,141,1,112,22,3,0,732,91,20,23,2,2,343537,2,2,1,112,12,0,1,756,74,25,19,2,2,1,112,9,0,2,732,83,39,17
1,142,1,112,10,0,3,703,88,27,19,2,2,343537,2,2,1,112,22,3,0,732,91,20,23,2,2,1,112,12,0,1,756,74,25,19
1,143,1,102,12,1,0,692,63,27,3,2,2,343537,2,2,1,112,10,0,3,703,88,27,19,2,2,1,112,22,3,0,732,91,20,23
0,144,1,102,11,1,2,723,70,25,28,2,2,343537,2,2,1,102,12,1,0,692,63,27,3,2,2,1,112,10,0,3,703,88,27,19
0,5,3,198,1,0,2,192,17,3,3,3,2,31125,3,2,3,195,0,0,4,196,14,10,9,3,2,3,195,1,0,0,210,12,8,5
0,6,2,203,0,0,0,183,24,4,1,3,2,31125,3,2,3,198,1,0,2,192,17,3,3,3,2,3,195,0,0,4,196,14,10,9
0,7,2,203,0,0,1,208,20,13,3,3,1,31125,3,2,2,203,0,0,0,183,24,4,1,3,2,3,198,1,0,2,192,17,3,3
0,8,2,203,0,0,0,210,20,4,2,3,1,31125,3,1,2,203,0,0,1,208,20,13,3,3,2,2,203,0,0,0,183,24,4,1
0,9,2,203,0,0,0,182,19,5,5,3,1,31125,3,1,2,203,0,0,0,210,20,4,2,3,1,2,203,0,0,1,208,20,13,3
0,10,2,203,0,0,0,152,15,0,2,3,1,31125,3,1,2,203,0,0,0,182,19,5,5,3,1,2,203,0,0,0,210,20,4,2
0,11,2,203,0,0,0,211,12,4,6,3,1,31125,3,1,2,203,0,0,0,152,15,0,2,3,1,2,203,0,0,0,182,19,5,5
0,12,2,199,1,0,0,183,20,5,0,3,1,31125,3,1,2,203,0,0,0,211,12,4,6,3,1,2,203,0,0,0,152,15,0,2
0,13,2,199,0,0,1,182,22,6,1,3,1,31125,3,1,2,199,1,0,0,183,20,5,0,3,1,2,203,0,0,0,211,12,4,6
0,14,2,199,0,0,0,204,13,5,4,3,1,31125,3,1,2,199,0,0,1,182,22,6,1,3,1,2,199,1,0,0,183,20,5,0
0,15,2,199,1,0,0,146,12,3,8,3,1,31125,3,1,2,199,0,0,0,204,13,5,4,3,1,2,199,0,0,1,182,22,6,1
0,16,2,199,1,0,0,166,7,2,7,3,1,31125,3,1,2,199,1,0,0,146,12,3,8,3,1,2,199,0,0,0,204,13,5,4
0,17,2,199,0,0,0,126,11,5,2,3,1,31125,3,1,2,199,1,0,0,166,7,2,7,3,1,2,199,1,0,0,146,12,3,8
0,18,1,199,0,0,0,76,8,2,3,3,1,31125,3,1,2,199,0,0,0,126,11,5,2,3,1,2,199,1,0,0,166,7,2,7
0,19,1,186,0,0,0,154,15,3,0,3,1,31125,3,1,1,199,0,0,0,76,8,2,3,3,1,2,199,0,0,0,126,11,5,2
0,20,1,186,0,0,0,117,13,1,7,3,1,31125,3,1,1,186,0,0,0,154,15,3,0,3,1,1,199,0,0,0,76,8,2,3
0,21,1,186,0,0,0,155,15,8,3,3,1,31125,3,1,1,186,0,0,0,117,13,1,7,3,1,1,186,0,0,0,154,15,3,0
0,22,1,186,0,0,0,129,20,0,0,3,1,31125,3,1,1,186,0,0,0,155,15,8,3,3,1,1,186,0,0,0,117,13,1,7
0,23,1,186,0,0,0,99,13,0,5,3,1,31125,3,1,1,186,0,0,0,129,20,0,0,3,1,1,186,0,0,0,155,15,8,3
0,24,1,173,0,0,0,75,7,2,3,3,1,31125,3,1,1,186,0,0,0,99,13,0,5,3,1,1,186,0,0,0,129,20,0,0
0,25,1,173,0,0,1,129,22,1,1,3,1,31125,3,1,1,173,0,0,0,75,7,2,3,3,1,1,186,0,0,0,99,13,0,5
0,26,1,173,0,0,0,114,30,4,1,3,1,31125,3,1,1,173,0,0,1,129,22,1,1,3,1,1,173,0,0,0,75,7,2,3
0,27,1,173,0,0,0,123,7,2,2,3,1,31125,3,1,1,173,0,0,0,114,30,4,1,3,1,1,173,0,0,1,129,22,1,1
0,28,1,173,0,0,0,122,9,1,3,3,1,31125,3,1,1,173,0,0,0,123,7,2,2,3,1,1,173,0,0,0,114,30,4,1
0,29,1,173,0,0,0,99,18,4,4,3,1,31125,3,1,1,173,0,0,0,122,9,1,3,3,1,1,173,0,0,0,123,7,2,2
0,30,1,173,1,0,0,76,23,2,9,3,1,31125,3,1,1,173,0,0,0,99,18,4,4,3,1,1,173,0,0,0,122,9,1,3
0,31,1,159,0,0,0,146,17,5,0,3,1,31125,3,1,1,173,1,0,0,76,23,2,9,3,1,1,173,0,0,0,99,18,4,4
0,32,1,159,0,0,0,96,3,0,4,3,1,31125,3,1,1,159,0,0,0,146,17,5,0,3,1,1,173,1,0,0,76,23,2,9
0,33,0,159,0,0,1,100,6,1,0,3,1,31125,3,1,1,159,0,0,0,96,3,0,4,3,1,1,159,0,0,0,146,17,5,0
0,34,0,159,0,0,0,63,4,3,2,3,1,31125,3,1,0,159,0,0,1,100,6,1,0,3,1,1,159,0,0,0,96,3,0,4
0,35,0,159,0,0,3,114,16,5,0,3,1,31125,3,1,0,159,0,0,0,63,4,3,2,3,1,0,159,0,0,1,100,6,1,0
0,36,0,150,0,0,1,71,21,10,2,3,1,31125,3,1,0,159,0,0,3,114,16,5,0,3,1,0,159,0,0,0,63,4,3,2
0,37,0,150,0,0,2,112,42,10,6,3,1,31125,3,1,0,150,0,0,1,71,21,10,2,3,1,0,159,0,0,3,114,16,5,0
0,38,0,150,0,0,0,119,11,7,3,3,1,31125,3,1,0,150,0,0,2,112,42,10,6,3,1,0,150,0,0,1,71,21,10,2
0,39,0,150,0,0,2,95,44,4,3,3,1,31125,3,1,0,150,0,0,0,119,11,7,3,3,1,0,150,0,0,2,112,42,10,6
0,40,0,150,0,0,0,116,23,3,4,3,1,31125,3,1,0,150,0,0,2,95,44,4,3,3,1,0,150,0,0,0,119,11,7,3
0,41,0,150,2,0,0,166,20,7,7,3,1,31125,3,1,0,150,0,0,0,116,23,3,4,3,1,0,150,0,0,2,95,44,4,3
0,42,0,148,0,0,0,177,13,4,10,3,1,31125,3,1,0,150,2,0,0,166,20,7,7,3,1,0,150,0,0,0,116,23,3,4
0,43,0,148,2,0,0,143,44,5,3,3,1,31125,3,1,0,148,0,0,0,177,13,4,10,3,1,0,150,2,0,0,166,20,7,7
0,44,0,148,0,0,1,232,25,11,9,3,2,31125,3,1,0,148,2,0,0,143,44,5,3,3,1,0,148,0,0,0,177,13,4,10
1,45,0,148,3,0,0,259,42,15,7,3,2,31125,3,2,0,148,0,0,1,232,25,11,9,3,1,0,148,2,0,0,143,44,5,3
0,46,0,148,8,1,2,225,38,11,5,3,2,31125,3,2,0,148,3,0,0,259,42,15,7,3,2,0,148,0,0,1,232,25,11,9
