out,in_time,in_gap_0,in_ordersAsDest_0,in_lv1_0,in_lv2_0,in_lv3_0,in_lv4_0,in_weather_0,in_temperature_0,in_pm25_0,in_area_0,in_totalOrders_0,in_poiCount,in_area_1,in_totalOrders_1,in_gap_1,in_ordersAsDest_1,in_lv1_1,in_lv2_1,in_lv3_1,in_lv4_1,in_weather_1,in_temperature_1,in_pm25_1,in_area_2,in_totalOrders_2,in_gap_2,in_ordersAsDest_2,in_lv1_2,in_lv2_2,in_lv3_2,in_lv4_2,in_weather_2,in_temperature_2,in_pm25_2
0,32,2,3,722,115,48,48,2,4,43,1,14,653376,1,11,0,0,659,142,34,41,2,4,43,1,4,2,2,619,94,27,30,2,4,41
0,33,0,0,677,89,29,48,2,4,43,1,6,653376,1,14,2,3,722,115,48,48,2,4,43,1,11,0,0,659,142,34,41,2,4,43
0,34,0,3,778,89,33,34,2,4,43,1,4,653376,1,6,0,0,677,89,29,48,2,4,43,1,14,2,3,722,115,48,48,2,4,43
6,35,0,7,751,124,43,40,2,4,43,1,10,653376,1,4,0,3,778,89,33,34,2,4,43,1,6,0,0,677,89,29,48,2,4,43
4,36,6,4,716,110,50,46,2,4,48,1,13,653376,1,10,0,7,751,124,43,40,2,4,43,1,4,0,3,778,89,33,34,2,4,43
5,37,4,2,811,94,36,31,2,4,48,1,17,653376,1,13,6,4,716,110,50,46,2,4,48,1,10,0,7,751,124,43,40,2,4,43
4,38,5,1,768,104,41,25,2,4,48,1,26,653376,1,17,4,2,811,94,36,31,2,4,48,1,13,6,4,716,110,50,46,2,4,48
4,39,4,5,900,146,41,50,2,4,48,1,25,653376,1,26,5,1,768,104,41,25,2,4,48,1,17,4,2,811,94,36,31,2,4,48
1,40,4,4,978,95,28,34,2,4,48,1,26,653376,1,25,4,5,900,146,41,50,2,4,48,1,26,5,1,768,104,41,25,2,4,48
1,41,1,11,962,149,45,46,2,4,48,1,41,653376,1,26,4,4,978,95,28,34,2,4,48,1,25,4,5,900,146,41,50,2,4,48
3,42,1,11,1074,183,75,51,2,4,48,1,44,653376,1,41,1,11,962,149,45,46,2,4,48,1,26,4,4,978,95,28,34,2,4,48
0,43,3,21,1255,200,87,41,4,4,48,1,59,653376,1,44,1,11,1074,183,75,51,2,4,48,1,41,1,11,962,149,45,46,2,4,48
0,44,0,34,1202,252,74,81,4,4,48,1,75,653376,1,59,3,21,1255,200,87,41,4,4,48,1,44,1,11,1074,183,75,51,2,4,48
2,45,0,34,1286,275,84,100,4,4,48,1,96,653376,1,75,0,34,1202,252,74,81,4,4,48,1,59,3,21,1255,200,87,41,4,4,48
1,46,2,54,1407,319,95,76,4,4,48,1,140,653376,1,96,0,34,1286,275,84,100,4,4,48,1,75,0,34,1202,252,74,81,4,4,48
7,47,1,88,1368,357,96,82,4,4,52,1,210,653376,1,140,2,54,1407,319,95,76,4,4,48,1,96,0,34,1286,275,84,100,4,4,48
5,48,7,114,1509,376,142,80,4,4,52,1,221,653376,1,210,1,88,1368,357,96,82,4,4,52,1,140,2,54,1407,319,95,76,4,4,48
14,49,5,97,1525,401,111,74,4,4,52,1,234,653376,1,221,7,114,1509,376,142,80,4,4,52,1,210,1,88,1368,357,96,82,4,4,52
12,50,14,116,1582,408,110,55,4,4,52,1,358,653376,1,234,5,97,1525,401,111,74,4,4,52,1,221,7,114,1509,376,142,80,4,4,52
6,51,12,107,1655,414,99,56,2,4,52,1,398,653376,1,358,14,116,1582,408,110,55,4,4,52,1,234,5,97,1525,401,111,74,4,4,52
11,52,6,88,1620,349,102,88,2,4,52,1,333,653376,1,398,12,107,1655,414,99,56,2,4,52,1,358,14,116,1582,408,110,55,4,4,52
12,53,11,124,1635,343,100,76,2,4,52,1,362,653376,1,333,6,88,1620,349,102,88,2,4,52,1,398,12,107,1655,414,99,56,2,4,52
4,54,12,122,1545,293,106,77,2,4,47,1,397,653376,1,362,11,124,1635,343,100,76,2,4,52,1,333,6,88,1620,349,102,88,2,4,52
2,55,4,91,1620,310,94,78,2,4,47,1,287,653376,1,397,12,122,1545,293,106,77,2,4,47,1,362,11,124,1635,343,100,76,2,4,52
6,56,2,86,1612,314,102,73,2,4,47,1,204,653376,1,287,4,91,1620,310,94,78,2,4,47,1,397,12,122,1545,293,106,77,2,4,47
10,57,6,65,1660,317,120,71,2,4,47,1,200,653376,1,204,2,86,1612,314,102,73,2,4,47,1,287,4,91,1620,310,94,78,2,4,47
6,58,10,45,1587,353,91,92,2,4,47,1,213,653376,1,200,6,65,1660,317,120,71,2,4,47,1,204,2,86,1612,314,102,73,2,4,47
3,59,6,61,1571,324,98,66,2,4,47,1,149,653376,1,213,10,45,1587,353,91,92,2,4,47,1,200,6,65,1660,317,120,71,2,4,47
0,60,3,45,1612,296,100,111,2,4,46,1,160,653376,1,149,6,61,1571,324,98,66,2,4,47,1,213,10,45,1587,353,91,92,2,4,47
5,61,0,43,1580,312,111,95,3,4,46,1,138,653376,1,160,3,45,1612,296,100,111,2,4,46,1,149,6,61,1571,324,98,66,2,4,47
4,62,5,46,1519,289,102,64,3,4,46,1,120,653376,1,138,0,43,1580,312,111,95,3,4,46,1,160,3,45,1612,296,100,111,2,4,46
6,63,4,48,1535,330,113,101,3,4,46,1,133,653376,1,120,5,46,1519,289,102,64,3,4,46,1,138,0,43,1580,312,111,95,3,4,46
3,64,6,43,1550,266,83,84,3,4,46,1,122,653376,1,133,4,48,1535,330,113,101,3,4,46,1,120,5,46,1519,289,102,64,3,4,46
3,65,3,43,1551,305,94,110,3,4,46,1,115,653376,1,122,6,43,1550,266,83,84,3,4,46,1,133,4,48,1535,330,113,101,3,4,46
1,66,3,40,1528,288,112,94,3,4,47,1,129,653376,1,115,3,43,1551,305,94,110,3,4,46,1,122,6,43,1550,266,83,84,3,4,46
1,67,1,39,1574,318,114,79,3,4,47,1,117,653376,1,129,3,40,1528,288,112,94,3,4,47,1,115,3,43,1551,305,94,110,3,4,46
5,68,1,42,1501,342,126,90,3,4,47,1,108,653376,1,117,1,39,1574,318,114,79,3,4,47,1,129,3,40,1528,288,112,94,3,4,47
1,69,5,42,1442,312,88,90,3,4,47,1,116,653376,1,108,1,42,1501,342,126,90,3,4,47,1,117,1,39,1574,318,114,79,3,4,47
7,70,1,45,1501,373,135,69,3,4,47,1,122,653376,1,116,5,42,1442,312,88,90,3,4,47,1,108,1,42,1501,342,126,90,3,4,47
1,71,7,63,1548,283,97,95,3,4,47,1,165,653376,1,122,1,45,1501,373,135,69,3,4,47,1,116,5,42,1442,312,88,90,3,4,47
6,72,1,67,1533,303,97,76,3,4,47,1,172,653376,1,165,7,63,1548,283,97,95,3,4,47,1,122,1,45,1501,373,135,69,3,4,47
15,73,6,48,1541,313,88,61,3,4,47,1,150,653376,1,172,1,67,1533,303,97,76,3,4,47,1,165,7,63,1548,283,97,95,3,4,47
8,74,15,54,1528,316,95,94,3,4,47,1,190,653376,1,150,6,48,1541,313,88,61,3,4,47,1,172,1,67,1533,303,97,76,3,4,47
5,75,8,45,1564,311,110,86,3,4,47,1,148,653376,1,190,15,54,1528,316,95,94,3,4,47,1,150,6,48,1541,313,88,61,3,4,47
6,76,5,47,1476,345,114,77,3,4,47,1,150,653376,1,148,8,45,1564,311,110,86,3,4,47,1,190,15,54,1528,316,95,94,3,4,47
9,77,6,64,1499,307,111,107,3,4,51,1,131,653376,1,150,5,47,1476,345,114,77,3,4,47,1,148,8,45,1564,311,110,86,3,4,47
3,78,9,41,1510,302,101,68,3,4,57,1,191,653376,1,131,6,64,1499,307,111,107,3,4,51,1,150,5,47,1476,345,114,77,3,4,47
5,79,3,54,1477,318,112,77,3,4,57,1,167,653376,1,191,9,41,1510,302,101,68,3,4,57,1,131,6,64,1499,307,111,107,3,4,51
5,80,5,54,1620,300,102,77,3,4,57,1,156,653376,1,167,3,54,1477,318,112,77,3,4,57,1,191,9,41,1510,302,101,68,3,4,57
3,81,5,52,1476,303,82,78,3,4,57,1,152,653376,1,156,5,54,1620,300,102,77,3,4,57,1,167,3,54,1477,318,112,77,3,4,57
4,82,3,40,1540,319,78,76,3,4,57,1,161,653376,1,152,5,52,1476,303,82,78,3,4,57,1,156,5,54,1620,300,102,77,3,4,57
5,83,4,49,1521,291,86,80,3,4,57,1,175,653376,1,161,3,40,1540,319,78,76,3,4,57,1,152,5,52,1476,303,82,78,3,4,57
1,84,5,52,1464,286,117,94,3,4,60,1,146,653376,1,175,4,49,1521,291,86,80,3,4,57,1,161,3,40,1540,319,78,76,3,4,57
5,85,1,53,1449,258,95,80,3,4,60,1,156,653376,1,146,5,52,1464,286,117,94,3,4,60,1,175,4,49,1521,291,86,80,3,4,57
1,86,5,61,1535,268,78,61,3,4,60,1,139,653376,1,156,1,53,1449,258,95,80,3,4,60,1,146,5,52,1464,286,117,94,3,4,60
4,87,1,57,1478,287,86,81,3,4,60,1,153,653376,1,139,5,61,1535,268,78,61,3,4,60,1,156,1,53,1449,258,95,80,3,4,60
3,88,4,49,1473,266,107,78,3,4,60,1,139,653376,1,153,1,57,1478,287,86,81,3,4,60,1,139,5,61,1535,268,78,61,3,4,60
2,89,3,43,1486,288,116,90,3,4,60,1,131,653376,1,139,4,49,1473,266,107,78,3,4,60,1,153,1,57,1478,287,86,81,3,4,60
2,90,2,59,1476,286,95,85,3,4,64,1,125,653376,1,131,3,43,1486,288,116,90,3,4,60,1,139,4,49,1473,266,107,78,3,4,60
6,91,2,42,1495,304,102,86,3,4,64,1,144,653376,1,125,2,59,1476,286,95,85,3,4,64,1,131,3,43,1486,288,116,90,3,4,60
7,92,6,56,1512,265,86,112,3,4,64,1,164,653376,1,144,2,42,1495,304,102,86,3,4,64,1,125,2,59,1476,286,95,85,3,4,64
5,93,7,66,1500,282,87,82,3,4,64,1,183,653376,1,164,6,56,1512,265,86,112,3,4,64,1,144,2,42,1495,304,102,86,3,4,64
7,94,5,70,1465,317,116,81,3,4,64,1,176,653376,1,183,7,66,1500,282,87,82,3,4,64,1,164,6,56,1512,265,86,112,3,4,64
3,95,7,57,1492,303,87,108,3,4,64,1,175,653376,1,176,5,70,1465,317,116,81,3,4,64,1,183,7,66,1500,282,87,82,3,4,64
2,96,3,62,1537,394,107,94,3,4,68,1,198,653376,1,175,7,57,1492,303,87,108,3,4,64,1,176,5,70,1465,317,116,81,3,4,64
6,97,2,52,1433,407,115,109,3,4,68,1,186,653376,1,198,3,62,1537,394,107,94,3,4,68,1,175,7,57,1492,303,87,108,3,4,64
13,98,6,59,1430,347,132,84,3,4,68,1,209,653376,1,186,2,52,1433,407,115,109,3,4,68,1,198,3,62,1537,394,107,94,3,4,68
2,99,13,61,1451,399,94,113,3,4,68,1,221,653376,1,209,6,59,1430,347,132,84,3,4,68,1,186,2,52,1433,407,115,109,3,4,68
13,100,2,64,1436,400,132,69,3,4,68,1,196,653376,1,221,13,61,1451,399,94,113,3,4,68,1,209,6,59,1430,347,132,84,3,4,68
10,101,13,80,1463,434,121,99,3,3,68,1,224,653376,1,196,2,64,1436,400,132,69,3,4,68,1,221,13,61,1451,399,94,113,3,4,68
1,102,10,66,1477,425,125,89,3,3,68,1,199,653376,1,224,13,80,1463,434,121,99,3,3,68,1,196,2,64,1436,400,132,69,3,4,68
10,103,1,92,1479,440,130,96,3,3,68,1,203,653376,1,199,10,66,1477,425,125,89,3,3,68,1,224,13,80,1463,434,121,99,3,3,68
7,104,10,90,1443,441,136,121,3,3,68,1,295,653376,1,203,1,92,1479,440,130,96,3,3,68,1,199,10,66,1477,425,125,89,3,3,68
7,105,7,76,1447,494,148,113,3,4,68,1,253,653376,1,295,10,90,1443,441,136,121,3,3,68,1,203,1,92,1479,440,130,96,3,3,68
3,106,7,95,1467,543,159,109,3,3,68,1,253,653376,1,253,7,76,1447,494,148,113,3,4,68,1,295,10,90,1443,441,136,121,3,3,68
8,107,3,126,1500,483,135,119,3,3,75,1,308,653376,1,253,7,95,1467,543,159,109,3,3,68,1,253,7,76,1447,494,148,113,3,4,68
4,108,8,109,1498,483,163,125,3,3,81,1,279,653376,1,308,3,126,1500,483,135,119,3,3,75,1,253,7,95,1467,543,159,109,3,3,68
11,109,4,99,1479,489,142,90,3,3,81,1,246,653376,1,279,8,109,1498,483,163,125,3,3,81,1,308,3,126,1500,483,135,119,3,3,75
9,110,11,119,1494,467,160,98,3,3,81,1,302,653376,1,246,4,99,1479,489,142,90,3,3,81,1,279,8,109,1498,483,163,125,3,3,81
4,111,9,91,1487,519,149,91,3,3,81,1,279,653376,1,302,11,119,1494,467,160,98,3,3,81,1,246,4,99,1479,489,142,90,3,3,81
3,112,4,70,1525,444,178,104,3,3,81,1,244,653376,1,279,9,91,1487,519,149,91,3,3,81,1,302,11,119,1494,467,160,98,3,3,81
3,113,3,77,1459,472,146,109,3,3,81,1,241,653376,1,244,4,70,1525,444,178,104,3,3,81,1,279,9,91,1487,519,149,91,3,3,81
3,114,3,62,1495,415,140,127,3,3,84,1,227,653376,1,241,3,77,1459,472,146,109,3,3,81,1,244,4,70,1525,444,178,104,3,3,81
2,115,3,59,1418,440,164,104,2,3,84,1,219,653376,1,227,3,62,1495,415,140,127,3,3,84,1,241,3,77,1459,472,146,109,3,3,81
6,116,2,74,1413,424,156,133,2,3,84,1,220,653376,1,219,3,59,1418,440,164,104,2,3,84,1,227,3,62,1495,415,140,127,3,3,84
6,117,6,51,1502,434,135,107,2,3,84,1,217,653376,1,220,2,74,1413,424,156,133,2,3,84,1,219,3,59,1418,440,164,104,2,3,84
3,118,6,58,1488,446,131,96,2,3,84,1,219,653376,1,217,6,51,1502,434,135,107,2,3,84,1,220,2,74,1413,424,156,133,2,3,84
4,119,3,68,1517,391,155,109,2,3,84,1,220,653376,1,219,6,58,1488,446,131,96,2,3,84,1,217,6,51,1502,434,135,107,2,3,84
7,120,4,59,1534,433,146,83,2,3,86,1,205,653376,1,220,3,68,1517,391,155,109,2,3,84,1,219,6,58,1488,446,131,96,2,3,84
3,121,7,48,1510,396,117,121,2,3,86,1,205,653376,1,205,4,59,1534,433,146,83,2,3,86,1,220,3,68,1517,391,155,109,2,3,84
5,122,3,77,1505,380,122,106,2,3,86,1,231,653376,1,205,7,48,1510,396,117,121,2,3,86,1,205,4,59,1534,433,146,83,2,3,86
3,123,5,40,1491,382,125,116,2,3,86,1,208,653376,1,231,3,77,1505,380,122,106,2,3,86,1,205,7,48,1510,396,117,121,2,3,86
2,124,3,56,1507,375,112,106,2,3,86,1,221,653376,1,208,5,40,1491,382,125,116,2,3,86,1,231,3,77,1505,380,122,106,2,3,86
4,125,2,57,1554,387,118,118,2,3,86,1,205,653376,1,221,3,56,1507,375,112,106,2,3,86,1,208,5,40,1491,382,125,116,2,3,86
6,126,4,46,1536,368,131,106,2,3,86,1,253,653376,1,205,2,57,1554,387,118,118,2,3,86,1,221,3,56,1507,375,112,106,2,3,86
5,127,6,39,1476,388,141,64,2,3,86,1,245,653376,1,253,4,46,1536,368,131,106,2,3,86,1,205,2,57,1554,387,118,118,2,3,86
0,128,5,53,1442,350,103,92,2,3,86,1,277,653376,1,245,6,39,1476,388,141,64,2,3,86,1,253,4,46,1536,368,131,106,2,3,86
6,129,0,49,1485,302,96,73,2,3,86,1,221,653376,1,277,5,53,1442,350,103,92,2,3,86,1,245,6,39,1476,388,141,64,2,3,86
9,130,6,38,1454,333,111,89,2,3,86,1,219,653376,1,221,0,49,1485,302,96,73,2,3,86,1,277,5,53,1442,350,103,92,2,3,86
3,131,9,47,1386,351,94,89,2,3,89,1,214,653376,1,219,6,38,1454,333,111,89,2,3,86,1,221,0,49,1485,302,96,73,2,3,86
5,132,3,57,1463,308,101,62,2,3,90,1,179,653376,1,214,9,47,1386,351,94,89,2,3,89,1,219,6,38,1454,333,111,89,2,3,86
8,133,5,43,1424,329,90,78,2,3,90,1,183,653376,1,179,3,57,1463,308,101,62,2,3,90,1,214,9,47,1386,351,94,89,2,3,89
2,134,8,36,1381,259,95,81,2,3,90,1,207,653376,1,183,5,43,1424,329,90,78,2,3,90,1,179,3,57,1463,308,101,62,2,3,90
5,135,2,31,1449,268,86,76,2,3,90,1,135,653376,1,207,8,36,1381,259,95,81,2,3,90,1,183,5,43,1424,329,90,78,2,3,90
6,136,5,31,1386,303,103,87,2,3,90,1,132,653376,1,135,2,31,1449,268,86,76,2,3,90,1,207,8,36,1381,259,95,81,2,3,90
9,137,6,32,1390,280,92,64,3,3,90,1,117,653376,1,132,5,31,1386,303,103,87,2,3,90,1,135,2,31,1449,268,86,76,2,3,90
9,138,9,37,1357,278,83,63,3,3,94,1,102,653376,1,117,6,32,1390,280,92,64,3,3,90,1,132,5,31,1386,303,103,87,2,3,90
3,139,9,36,1365,277,100,59,3,3,94,1,119,653376,1,102,9,37,1357,278,83,63,3,3,94,1,117,6,32,1390,280,92,64,3,3,90
1,140,3,27,1337,293,98,66,3,3,94,1,94,653376,1,119,9,36,1365,277,100,59,3,3,94,1,102,9,37,1357,278,83,63,3,3,94
3,144,3,10,1257,226,69,63,3,3,94,1,58,653376,1,64,3,23,1309,258,91,65,3,3,94,1,62,1,18,1353,257,87,71,3,3,94
0,8,0,0,746,25,10,14,2,5,60,2,11,343537,2,8,1,0,602,36,13,9,2,5,60,2,7,1,3,655,72,18,14,2,5,60
0,9,0,1,641,56,18,17,2,5,60,2,2,343537,2,11,0,0,746,25,10,14,2,5,60,2,8,1,0,602,36,13,9,2,5,60
0,10,0,1,634,62,23,19,2,5,60,2,5,343537,2,2,0,1,641,56,18,17,2,5,60,2,11,0,0,746,25,10,14,2,5,60
0,11,0,0,645,64,7,18,2,5,60,2,3,343537,2,5,0,1,634,62,23,19,2,5,60,2,2,0,1,641,56,18,17,2,5,60
0,12,0,0,613,43,23,21,2,5,53,2,3,343537,2,3,0,0,645,64,7,18,2,5,60,2,5,0,1,634,62,23,19,2,5,60
0,13,0,0,663,41,14,23,2,5,53,2,2,343537,2,3,0,0,613,43,23,21,2,5,53,2,3,0,0,645,64,7,18,2,5,60
0,14,0,0,602,38,12,9,2,5,53,2,5,343537,2,2,0,0,663,41,14,23,2,5,53,2,3,0,0,613,43,23,21,2,5,53
0,15,0,0,598,52,9,10,2,5,53,2,2,343537,2,5,0,0,602,38,12,9,2,5,53,2,2,0,0,663,41,14,23,2,5,53
0,16,0,0,576,31,13,8,2,5,53,2,2,343537,2,2,0,0,598,52,9,10,2,5,53,2,5,0,0,602,38,12,9,2,5,53
1,17,0,0,579,27,6,13,2,5,53,2,2,343537,2,2,0,0,576,31,13,8,2,5,53,2,2,0,0,598,52,9,10,2,5,53
1,18,1,0,559,41,17,11,2,5,48,2,4,343537,2,2,0,0,579,27,6,13,2,5,53,2,2,0,0,576,31,13,8,2,5,53
0,19,1,0,491,25,2,5,2,5,48,2,3,343537,2,4,1,0,559,41,17,11,2,5,48,2,2,0,0,579,27,6,13,2,5,53
0,20,0,0,478,25,3,7,2,5,48,2,2,343537,2,3,1,0,491,25,2,5,2,5,48,2,4,1,0,559,41,17,11,2,5,48
0,21,0,0,466,31,8,25,2,5,48,2,2,343537,2,2,0,0,478,25,3,7,2,5,48,2,3,1,0,491,25,2,5,2,5,48
0,22,0,2,471,22,13,7,2,5,48,2,0,343537,2,2,0,0,466,31,8,25,2,5,48,2,2,0,0,478,25,3,7,2,5,48
1,23,0,0,409,32,6,6,2,5,48,2,1,343537,2,0,0,2,471,22,13,7,2,5,48,2,2,0,0,466,31,8,25,2,5,48
0,24,1,0,498,31,4,10,2,5,41,2,4,343537,2,1,0,0,409,32,6,6,2,5,48,2,0,0,2,471,22,13,7,2,5,48
0,25,0,0,469,44,10,12,2,5,41,2,0,343537,2,4,1,0,498,31,4,10,2,5,41,2,1,0,0,409,32,6,6,2,5,48
0,26,0,0,441,26,8,6,2,4,41,2,0,343537,2,0,0,0,469,44,10,12,2,5,41,2,4,1,0,498,31,4,10,2,5,41
0,27,0,0,340,27,1,0,2,4,41,2,0,343537,2,0,0,0,441,26,8,6,2,4,41,2,0,0,0,469,44,10,12,2,5,41
1,28,0,0,348,21,6,2,2,4,41,2,0,343537,2,0,0,0,340,27,1,0,2,4,41,2,0,0,0,441,26,8,6,2,4,41
0,29,1,0,288,15,13,11,2,4,41,2,2,343537,2,0,0,0,348,21,6,2,2,4,41,2,0,0,0,340,27,1,0,2,4,41
1,30,0,0,358,34,12,7,2,4,41,2,0,343537,2,2,1,0,288,15,13,11,2,4,41,2,0,0,0,348,21,6,2,2,4,41
4,31,1,0,247,32,4,10,2,4,43,2,1,343537,2,0,0,0,358,34,12,7,2,4,41,2,2,1,0,288,15,13,11,2,4,41
1,32,4,0,299,32,4,10,2,4,43,2,4,343537,2,1,1,0,247,32,4,10,2,4,43,2,0,0,0,358,34,12,7,2,4,41
0,33,1,0,348,22,6,16,2,4,43,2,1,343537,2,4,4,0,299,32,4,10,2,4,43,2,1,1,0,247,32,4,10,2,4,43
0,34,0,1,378,24,8,5,2,4,43,2,0,343537,2,1,1,0,348,22,6,16,2,4,43,2,4,4,0,299,32,4,10,2,4,43
0,35,0,0,368,24,7,4,2,4,43,2,0,343537,2,0,0,1,378,24,8,5,2,4,43,2,1,1,0,348,22,6,16,2,4,43
0,36,0,0,382,22,7,3,2,4,48,2,0,343537,2,0,0,0,368,24,7,4,2,4,43,2,0,0,1,378,24,8,5,2,4,43
0,37,0,0,431,18,7,8,2,4,48,2,1,343537,2,0,0,0,382,22,7,3,2,4,48,2,0,0,0,368,24,7,4,2,4,43
0,38,0,4,460,55,5,5,2,4,48,2,1,343537,2,1,0,0,431,18,7,8,2,4,48,2,0,0,0,382,22,7,3,2,4,48
0,39,0,2,495,46,16,5,2,4,48,2,1,343537,2,1,0,4,460,55,5,5,2,4,48,2,1,0,0,431,18,7,8,2,4,48
1,40,0,3,575,52,28,6,2,4,48,2,2,343537,2,1,0,2,495,46,16,5,2,4,48,2,1,0,4,460,55,5,5,2,4,48
0,41,1,4,554,35,4,7,2,4,48,2,8,343537,2,2,0,3,575,52,28,6,2,4,48,2,1,0,2,495,46,16,5,2,4,48
0,42,0,4,532,51,10,16,2,4,48,2,8,343537,2,8,1,4,554,35,4,7,2,4,48,2,2,0,3,575,52,28,6,2,4,48
0,43,0,3,598,46,5,11,4,4,48,2,10,343537,2,8,0,4,532,51,10,16,2,4,48,2,8,1,4,554,35,4,7,2,4,48
0,44,0,2,599,55,14,10,4,4,48,2,21,343537,2,10,0,3,598,46,5,11,4,4,48,2,8,0,4,532,51,10,16,2,4,48
0,45,0,2,608,64,13,11,4,4,48,2,20,343537,2,21,0,2,599,55,14,10,4,4,48,2,10,0,3,598,46,5,11,4,4,48
0,46,0,3,664,108,21,15,4,4,48,2,23,343537,2,20,0,2,608,64,13,11,4,4,48,2,21,0,2,599,55,14,10,4,4,48
0,47,0,7,637,158,35,33,4,4,52,2,29,343537,2,23,0,3,664,108,21,15,4,4,48,2,20,0,2,608,64,13,11,4,4,48
1,48,0,10,615,225,31,16,4,4,52,2,31,343537,2,29,0,7,637,158,35,33,4,4,52,2,23,0,3,664,108,21,15,4,4,48
2,49,1,15,671,184,27,23,4,4,52,2,35,343537,2,31,0,10,615,225,31,16,4,4,52,2,29,0,7,637,158,35,33,4,4,52
0,50,2,13,770,139,25,17,4,4,52,2,28,343537,2,35,1,15,671,184,27,23,4,4,52,2,31,0,10,615,225,31,16,4,4,52
1,51,0,14,727,126,25,10,2,4,52,2,58,343537,2,28,2,13,770,139,25,17,4,4,52,2,35,1,15,671,184,27,23,4,4,52
0,52,1,8,732,127,22,39,2,4,52,2,33,343537,2,58,0,14,727,126,25,10,2,4,52,2,28,2,13,770,139,25,17,4,4,52
