area,time,timeSpan,poiCount,totalOrders,gap,gapRate,ordersAsDest,lv1,lv2,lv3,lv4,weather,temperature,pm25
1,87,14:20:00==>14:30:00,653376,156,3,0.019230769230769232,49,1482,256,107,84,2,11,97
1,88,14:30:00==>14:40:00,653376,148,4,0.02702702702702703,65,1506,286,69,71,2,11,97
1,89,14:40:00==>14:50:00,653376,170,6,0.03529411764705882,57,1466,291,89,80,2,11,84
1,90,14:50:00==>15:00:00,653376,159,3,0.018867924528301886,47,1478,269,80,81,2,11,84
1,91,15:00:00==>15:10:00,653376,177,3,0.01694915254237288,58,1555,304,102,90,2,11,84
1,92,15:10:00==>15:20:00,653376,153,4,0.026143790849673203,56,1482,340,107,52,,,
1,93,15:20:00==>15:30:00,653376,166,8,0.04819277108433735,43,1485,310,69,46,2,11,84
1,94,15:30:00==>15:40:00,653376,183,6,0.03278688524590164,47,1440,299,86,81,2,11,84
1,95,15:40:00==>15:50:00,653376,168,5,0.02976190476190476,61,1458,348,86,96,,,
1,96,15:50:00==>16:00:00,653376,186,6,0.03225806451612903,51,1515,339,109,80,2,10,83
1,97,16:00:00==>16:10:00,653376,185,7,0.03783783783783784,52,1549,330,89,68,2,11,83
1,98,16:10:00==>16:20:00,653376,191,4,0.020942408376963352,66,1387,384,127,79,2,10,83
1,99,16:20:00==>16:30:00,653376,246,3,0.012195121951219513,58,1489,346,89,90,2,10,83
1,100,16:30:00==>16:40:00,653376,222,6,0.02702702702702703,70,1491,366,107,78,,,
1,101,16:40:00==>16:50:00,653376,192,6,0.03125,55,1494,385,139,80,2,10,83
1,102,16:50:00==>17:00:00,653376,223,6,0.026905829596412557,77,1494,404,123,102,2,10,83
1,103,17:00:00==>17:10:00,653376,252,8,0.031746031746031744,122,1494,413,158,102,2,10,83
1,104,17:10:00==>17:20:00,653376,246,6,0.024390243902439025,125,1548,414,130,162,2,9,83
1,105,17:20:00==>17:30:00,653376,228,6,0.02631578947368421,104,1537,437,131,99,2,9,83
1,106,17:30:00==>17:40:00,653376,287,12,0.041811846689895474,151,1526,438,147,100,2,9,81
1,107,17:40:00==>17:50:00,653376,275,5,0.01818181818181818,127,1491,472,150,142,2,9,80
1,108,17:50:00==>18:00:00,653376,267,8,0.0299625468164794,85,1487,495,165,100,2,8,80
1,109,18:00:00==>18:10:00,653376,274,9,0.032846715328467155,123,1439,493,186,100,2,8,80
1,110,18:10:00==>18:20:00,653376,265,12,0.045283018867924525,88,1486,458,169,109,2,8,80
1,111,18:20:00==>18:30:00,653376,241,5,0.02074688796680498,99,1377,465,148,118,2,8,80
1,112,18:30:00==>18:40:00,653376,237,7,0.029535864978902954,76,1428,449,164,110,2,8,80
1,113,18:40:00==>18:50:00,653376,214,3,0.014018691588785047,87,1430,479,161,103,2,7,79
1,114,18:50:00==>19:00:00,653376,231,3,0.012987012987012988,70,1461,445,160,113,2,7,79
1,115,19:00:00==>19:10:00,653376,218,5,0.022935779816513763,58,1479,442,145,132,2,7,79
1,116,19:10:00==>19:20:00,653376,217,3,0.013824884792626729,58,1429,409,152,133,2,7,79
1,117,19:20:00==>19:30:00,653376,213,4,0.018779342723004695,53,1451,443,134,97,2,7,79
1,118,19:30:00==>19:40:00,653376,227,1,0.004405286343612335,54,1439,428,192,110,,,
1,119,19:40:00==>19:50:00,653376,201,4,0.01990049751243781,54,1518,440,119,122,2,7,90
1,120,19:50:00==>20:00:00,653376,248,5,0.020161290322580645,49,1495,347,131,103,2,7,90
1,121,20:00:00==>20:10:00,653376,226,5,0.022123893805309734,58,1505,367,115,88,2,7,90
1,122,20:10:00==>20:20:00,653376,250,5,0.02,61,1476,393,141,92,,,
1,123,20:20:00==>20:30:00,653376,252,5,0.01984126984126984,53,1408,387,129,101,2,6,90
1,124,20:30:00==>20:40:00,653376,271,3,0.01107011070110701,55,1463,372,122,99,,,
1,125,20:40:00==>20:50:00,653376,235,5,0.02127659574468085,46,1432,405,122,77,2,6,90
1,126,20:50:00==>21:00:00,653376,246,4,0.016260162601626018,55,1468,379,112,72,2,6,90
1,127,21:00:00==>21:10:00,653376,239,11,0.04602510460251046,52,1465,341,117,100,2,6,90
1,128,21:10:00==>21:20:00,653376,273,10,0.03663003663003663,55,1413,336,121,86,2,6,90
1,129,21:20:00==>21:30:00,653376,260,3,0.011538461538461539,63,1457,349,92,103,2,6,90
1,130,21:30:00==>21:40:00,653376,205,4,0.01951219512195122,43,1428,323,108,74,,,
1,131,21:40:00==>21:50:00,653376,216,7,0.032407407407407406,37,1391,323,110,80,2,6,117
1,132,21:50:00==>22:00:00,653376,227,17,0.07488986784140969,46,1427,290,94,85,2,6,117
1,133,22:00:00==>22:10:00,653376,235,6,0.02553191489361702,51,1404,324,93,108,2,6,117
1,134,22:10:00==>22:20:00,653376,211,16,0.07582938388625593,35,1426,285,87,82,2,5,117
1,135,22:20:00==>22:30:00,653376,159,5,0.031446540880503145,47,1511,294,89,68,2,5,117
1,136,22:30:00==>22:40:00,653376,186,6,0.03225806451612903,34,1449,303,78,75,2,5,117
1,137,22:40:00==>22:50:00,653376,130,4,0.03076923076923077,27,1442,319,104,70,2,5,134
1,138,22:50:00==>23:00:00,653376,148,9,0.060810810810810814,20,1424,291,77,83,2,5,134
1,139,23:00:00==>23:10:00,653376,131,4,0.030534351145038167,35,1404,249,100,81,2,5,134
1,140,23:10:00==>23:20:00,653376,110,5,0.045454545454545456,17,1361,223,71,64,2,5,134
1,141,23:20:00==>23:30:00,653376,113,2,0.017699115044247787,26,1390,243,72,64,2,5,134
1,142,23:30:00==>23:40:00,653376,68,2,0.029411764705882353,17,1403,236,79,66,2,5,134
1,143,23:40:00==>23:50:00,653376,90,5,0.05555555555555555,12,1297,231,54,77,2,5,132
1,144,23:50:00==>00:00:00,653376,66,1,0.015151515151515152,16,1262,223,66,70,2,4,132
2,1,00:00:00==>00:10:00,343537,12,1,0.08333333333333333,0,,,,,,,
2,2,00:10:00==>00:20:00,343537,6,0,0,0,731,52,8,11,,,
2,3,00:20:00==>00:30:00,343537,7,0,0,1,684,65,12,20,,,
2,4,00:30:00==>00:40:00,343537,5,0,0,1,663,54,12,9,3,5,174
2,5,00:40:00==>00:50:00,343537,8,1,0.125,0,687,32,26,7,3,5,176
2,6,00:50:00==>01:00:00,343537,9,3,0.3333333333333333,1,617,33,8,5,3,5,176
2,7,01:00:00==>01:10:00,343537,15,4,0.26666666666666666,1,667,45,10,8,3,5,176
2,8,01:10:00==>01:20:00,343537,4,0,0,1,686,51,17,18,3,5,176
2,9,01:20:00==>01:30:00,343537,3,0,0,0,647,49,10,12,3,5,176
2,10,01:30:00==>01:40:00,343537,2,0,0,1,670,38,19,9,3,5,176
2,11,01:40:00==>01:50:00,343537,4,1,0.25,0,608,42,15,8,3,5,188
2,12,01:50:00==>02:00:00,343537,2,0,0,0,637,42,14,15,3,5,188
2,13,02:00:00==>02:10:00,343537,2,0,0,0,561,36,14,16,3,5,188
2,14,02:10:00==>02:20:00,343537,2,0,0,0,583,37,16,19,3,5,188
2,15,02:20:00==>02:30:00,343537,2,0,0,2,513,29,10,7,3,5,188
2,16,02:30:00==>02:40:00,343537,3,1,0.3333333333333333,1,542,43,13,9,3,5,188
2,17,02:40:00==>02:50:00,343537,1,0,0,0,501,38,11,9,3,5,188
2,18,02:50:00==>03:00:00,343537,0,0,NaN,0,509,29,6,12,3,5,188
2,19,03:00:00==>03:10:00,343537,0,0,NaN,0,452,44,13,16,3,5,187
2,20,03:10:00==>03:20:00,343537,0,0,NaN,0,453,58,26,18,3,5,187
2,21,03:20:00==>03:30:00,343537,1,0,0,0,551,35,5,9,3,5,187
2,22,03:30:00==>03:40:00,343537,0,0,NaN,0,382,32,5,7,3,5,187
2,23,03:40:00==>03:50:00,343537,3,3,1,0,366,41,12,9,3,5,187
2,24,03:50:00==>04:00:00,343537,2,2,1,0,408,28,4,11,3,5,187
2,25,04:00:00==>04:10:00,343537,2,2,1,1,357,21,5,11,3,5,179
2,26,04:10:00==>04:20:00,343537,0,0,NaN,0,327,24,10,18,3,5,179
2,27,04:20:00==>04:30:00,343537,0,0,NaN,0,317,37,13,5,3,5,179
2,28,04:30:00==>04:40:00,343537,0,0,NaN,0,375,21,3,4,3,5,179
2,29,04:40:00==>04:50:00,343537,1,0,0,0,409,21,10,5,3,4,179
2,30,04:50:00==>05:00:00,343537,0,0,NaN,0,340,19,7,4,3,4,168
2,31,05:00:00==>05:10:00,343537,1,1,1,0,370,22,2,8,3,4,168
2,32,05:10:00==>05:20:00,343537,0,0,NaN,0,383,21,8,5,3,4,168
2,33,05:20:00==>05:30:00,343537,1,0,0,0,415,39,13,13,3,4,168
2,34,05:30:00==>05:40:00,343537,7,3,0.42857142857142855,1,419,29,6,7,3,4,168
2,35,05:40:00==>05:50:00,343537,0,0,NaN,0,391,36,7,21,3,4,161
2,36,05:50:00==>06:00:00,343537,3,2,0.6666666666666666,0,471,34,11,8,3,4,161
2,37,06:00:00==>06:10:00,343537,4,2,0.5,1,432,38,5,2,3,4,161
2,38,06:10:00==>06:20:00,343537,0,0,NaN,2,491,38,7,28,3,4,161
2,39,06:20:00==>06:30:00,343537,9,0,0,2,498,51,12,12,3,4,161
2,40,06:30:00==>06:40:00,343537,8,0,0,3,555,45,14,8,3,4,161
2,41,06:40:00==>06:50:00,343537,7,1,0.14285714285714285,1,623,40,13,24,3,4,154
2,42,06:50:00==>07:00:00,343537,14,0,0,3,597,47,15,6,2,4,154
2,43,07:00:00==>07:10:00,343537,17,1,0.058823529411764705,2,640,71,23,24,2,4,154
2,44,07:10:00==>07:20:00,343537,24,0,0,7,694,87,8,14,2,4,154
2,45,07:20:00==>07:30:00,343537,39,2,0.05128205128205128,4,667,109,28,18,2,4,154
2,46,07:30:00==>07:40:00,343537,31,1,0.03225806451612903,8,649,124,15,24,2,4,154
2,47,07:40:00==>07:50:00,343537,30,0,0,19,685,155,42,17,,,
2,48,07:50:00==>08:00:00,343537,34,0,0,18,662,210,39,18,2,4,154
2,49,08:00:00==>08:10:00,343537,43,8,0.18604651162790697,6,723,153,25,15,2,4,151
2,50,08:10:00==>08:20:00,343537,40,1,0.025,14,752,164,23,16,,,
2,51,08:20:00==>08:30:00,343537,33,1,0.030303030303030304,11,713,160,23,22,,,
2,52,08:30:00==>08:40:00,343537,28,1,0.03571428571428571,8,722,160,27,9,2,4,151
2,53,08:40:00==>08:50:00,343537,31,1,0.03225806451612903,5,734,137,33,18,,,
2,54,08:50:00==>09:00:00,343537,23,0,0,4,653,147,24,12,,,
2,55,09:00:00==>09:10:00,343537,20,2,0.1,5,655,139,32,26,2,5,149
2,56,09:10:00==>09:20:00,343537,19,1,0.05263157894736842,7,678,145,44,10,,,
2,57,09:20:00==>09:30:00,343537,19,0,0,8,617,172,23,26,,,
2,58,09:30:00==>09:40:00,343537,25,0,0,10,649,145,38,28,,,
2,59,09:40:00==>09:50:00,343537,11,0,0,4,653,159,23,25,2,6,146
2,60,09:50:00==>10:00:00,343537,23,0,0,6,667,150,17,20,,,
2,61,10:00:00==>10:10:00,343537,14,1,0.07142857142857142,5,655,147,35,23,,,
2,62,10:10:00==>10:20:00,343537,16,0,0,3,678,145,18,9,2,7,146
2,63,10:20:00==>10:30:00,343537,14,0,0,5,615,132,28,20,,,
2,64,10:30:00==>10:40:00,343537,15,0,0,8,648,125,28,21,,,
2,65,10:40:00==>10:50:00,343537,20,1,0.05,8,642,109,20,15,2,8,141
2,66,10:50:00==>11:00:00,343537,13,0,0,3,643,137,38,28,2,8,141
2,67,11:00:00==>11:10:00,343537,14,0,0,5,706,142,25,16,,,
2,68,11:10:00==>11:20:00,343537,20,1,0.05,3,694,149,26,35,2,9,141
2,69,11:20:00==>11:30:00,343537,17,0,0,4,709,148,34,13,,,
2,70,11:30:00==>11:40:00,343537,10,0,0,7,675,142,24,19,2,9,141
2,71,11:40:00==>11:50:00,343537,26,0,0,10,665,131,21,27,,,
2,72,11:50:00==>12:00:00,343537,15,1,0.06666666666666667,7,607,174,26,31,2,9,141
2,73,12:00:00==>12:10:00,343537,23,0,0,9,655,137,36,19,2,9,141
2,74,12:10:00==>12:20:00,343537,15,0,0,4,642,138,28,27,2,9,141
2,75,12:20:00==>12:30:00,343537,21,1,0.047619047619047616,11,641,134,35,22,2,9,141
2,76,12:30:00==>12:40:00,343537,26,1,0.038461538461538464,8,657,159,35,19,2,9,143
2,77,12:40:00==>12:50:00,343537,23,0,0,6,663,151,26,11,2,9,123
2,78,12:50:00==>13:00:00,343537,19,0,0,5,682,150,24,14,2,9,123
2,79,13:00:00==>13:10:00,343537,24,1,0.041666666666666664,5,650,154,26,45,2,9,123
2,80,13:10:00==>13:20:00,343537,15,0,0,12,633,167,25,16,2,10,123
2,81,13:20:00==>13:30:00,343537,20,1,0.05,12,667,171,35,21,2,10,123
2,82,13:30:00==>13:40:00,343537,14,0,0,3,561,203,28,24,2,10,123
2,83,13:40:00==>13:50:00,343537,27,1,0.037037037037037035,1,663,171,31,16,2,10,97
2,84,13:50:00==>14:00:00,343537,28,1,0.03571428571428571,7,615,178,45,23,2,10,97
2,85,14:00:00==>14:10:00,343537,24,1,0.041666666666666664,7,660,186,32,26,2,11,97
2,86,14:10:00==>14:20:00,343537,19,1,0.05263157894736842,7,601,164,37,13,2,11,97
2,87,14:20:00==>14:30:00,343537,22,1,0.045454545454545456,10,557,155,38,32,2,11,97
2,88,14:30:00==>14:40:00,343537,22,1,0.045454545454545456,11,548,159,38,33,2,11,97
2,89,14:40:00==>14:50:00,343537,23,0,0,10,600,178,33,19,2,11,84
2,90,14:50:00==>15:00:00,343537,26,0,0,3,606,185,44,26,2,11,84
2,91,15:00:00==>15:10:00,343537,20,0,0,3,560,219,23,22,2,11,84
2,92,15:10:00==>15:20:00,343537,30,0,0,7,559,216,51,25,,,
2,93,15:20:00==>15:30:00,343537,22,0,0,6,499,216,56,30,2,11,84
2,94,15:30:00==>15:40:00,343537,32,2,0.0625,9,573,223,36,19,2,11,84
2,95,15:40:00==>15:50:00,343537,41,6,0.14634146341463414,10,552,229,38,33,,,
2,96,15:50:00==>16:00:00,343537,35,2,0.05714285714285714,10,599,240,51,33,2,10,83
2,97,16:00:00==>16:10:00,343537,34,3,0.08823529411764706,9,611,235,46,29,2,11,83
2,98,16:10:00==>16:20:00,343537,29,1,0.034482758620689655,9,540,238,51,30,2,10,83
2,99,16:20:00==>16:30:00,343537,24,1,0.041666666666666664,13,592,207,38,33,2,10,83
2,100,16:30:00==>16:40:00,343537,26,0,0,16,575,250,38,23,,,
2,101,16:40:00==>16:50:00,343537,44,0,0,11,565,264,45,30,2,10,83
2,102,16:50:00==>17:00:00,343537,56,2,0.03571428571428571,8,546,270,44,19,2,10,83
2,103,17:00:00==>17:10:00,343537,46,0,0,17,590,294,50,21,2,10,83
2,104,17:10:00==>17:20:00,343537,61,1,0.01639344262295082,12,550,313,54,34,2,9,83
2,105,17:20:00==>17:30:00,343537,37,1,0.02702702702702703,14,498,321,74,37,2,9,83
2,106,17:30:00==>17:40:00,343537,35,2,0.05714285714285714,9,520,338,65,36,2,9,81
2,107,17:40:00==>17:50:00,343537,45,3,0.06666666666666667,16,532,302,88,29,2,9,80
2,108,17:50:00==>18:00:00,343537,36,0,0,8,608,256,82,42,2,8,80
2,109,18:00:00==>18:10:00,343537,49,1,0.02040816326530612,11,643,219,47,43,2,8,80
2,110,18:10:00==>18:20:00,343537,25,0,0,4,631,241,61,29,2,8,80
2,111,18:20:00==>18:30:00,343537,34,2,0.058823529411764705,7,615,235,35,18,2,8,80
2,112,18:30:00==>18:40:00,343537,37,3,0.08108108108108109,11,564,267,54,13,2,8,80
2,113,18:40:00==>18:50:00,343537,44,1,0.022727272727272728,11,590,232,66,25,2,7,79
2,114,18:50:00==>19:00:00,343537,34,2,0.058823529411764705,5,589,258,58,41,2,7,79
2,115,19:00:00==>19:10:00,343537,26,0,0,7,616,269,74,43,2,7,79
2,116,19:10:00==>19:20:00,343537,29,0,0,8,702,248,60,39,2,7,79
2,117,19:20:00==>19:30:00,343537,31,1,0.03225806451612903,11,633,267,58,34,2,7,79
2,118,19:30:00==>19:40:00,343537,35,1,0.02857142857142857,8,675,242,47,39,,,
2,119,19:40:00==>19:50:00,343537,39,1,0.02564102564102564,3,659,226,54,31,2,7,90
2,120,19:50:00==>20:00:00,343537,43,5,0.11627906976744186,7,700,228,53,15,2,7,90
2,121,20:00:00==>20:10:00,343537,38,2,0.05263157894736842,10,620,212,59,33,2,7,90
2,122,20:10:00==>20:20:00,343537,34,1,0.029411764705882353,5,639,227,46,34,,,
2,123,20:20:00==>20:30:00,343537,42,3,0.07142857142857142,6,688,229,36,24,2,6,90
2,124,20:30:00==>20:40:00,343537,32,0,0,3,695,248,52,26,,,
2,125,20:40:00==>20:50:00,343537,19,0,0,6,659,211,40,22,2,6,90
2,126,20:50:00==>21:00:00,343537,36,0,0,8,615,194,33,23,2,6,90
2,127,21:00:00==>21:10:00,343537,41,0,0,7,712,190,35,25,2,6,90
2,128,21:10:00==>21:20:00,343537,30,0,0,2,703,158,27,35,2,6,90
2,129,21:20:00==>21:30:00,343537,31,0,0,4,637,164,24,24,2,6,90
2,130,21:30:00==>21:40:00,343537,24,0,0,2,675,150,16,23,,,
2,131,21:40:00==>21:50:00,343537,25,1,0.04,6,686,154,33,15,2,6,117
2,132,21:50:00==>22:00:00,343537,22,0,0,3,719,134,28,14,2,6,117
2,133,22:00:00==>22:10:00,343537,31,0,0,3,782,97,14,18,2,6,117
2,134,22:10:00==>22:20:00,343537,33,0,0,3,774,111,24,23,2,5,117
2,135,22:20:00==>22:30:00,343537,19,0,0,6,740,106,14,17,2,5,117
2,136,22:30:00==>22:40:00,343537,21,1,0.047619047619047616,9,728,136,19,12,2,5,117
2,137,22:40:00==>22:50:00,343537,15,1,0.06666666666666667,1,698,91,26,27,2,5,134
2,138,22:50:00==>23:00:00,343537,21,1,0.047619047619047616,8,734,109,38,31,2,5,134
2,139,23:00:00==>23:10:00,343537,15,0,0,3,757,108,35,26,2,5,134
2,140,23:10:00==>23:20:00,343537,25,0,0,5,806,91,27,27,2,5,134
2,141,23:20:00==>23:30:00,343537,11,0,0,2,765,100,29,20,2,5,134
2,142,23:30:00==>23:40:00,343537,21,0,0,2,711,84,14,20,2,5,134
2,143,23:40:00==>23:50:00,343537,9,1,0.1111111111111111,2,745,77,23,19,2,5,132
2,144,23:50:00==>00:00:00,343537,9,0,0,2,744,66,18,13,2,4,132
3,1,00:00:00==>00:10:00,31125,0,0,NaN,0,,,,,,,
3,2,00:10:00==>00:20:00,31125,0,0,NaN,0,210,21,6,5,,,
3,3,00:20:00==>00:30:00,31125,0,0,NaN,3,197,18,8,9,,,
3,4,00:30:00==>00:40:00,31125,1,0,0,0,202,24,4,4,3,5,174
3,5,00:40:00==>00:50:00,31125,0,0,NaN,0,201,32,14,3,3,5,176
3,6,00:50:00==>01:00:00,31125,1,0,0,0,184,37,5,6,3,5,176
3,7,01:00:00==>01:10:00,31125,1,0,0,0,183,17,5,3,3,5,176
3,8,01:10:00==>01:20:00,31125,0,0,NaN,1,188,23,8,1,3,5,176
3,9,01:20:00==>01:30:00,31125,0,0,NaN,0,171,27,2,10,3,5,176
3,10,01:30:00==>01:40:00,31125,0,0,NaN,0,127,21,1,2,3,5,176
3,11,01:40:00==>01:50:00,31125,0,0,NaN,0,198,16,7,13,3,5,188
3,12,01:50:00==>02:00:00,31125,0,0,NaN,0,186,14,4,0,3,5,188
3,13,02:00:00==>02:10:00,31125,0,0,NaN,2,170,22,5,2,3,5,188
