area,time,timeSpan,poiCount,totalOrders,gap,gapRate,ordersAsDest,lv1,lv2,lv3,lv4,weather,temperature,pm25
1,79,13:00:00==>13:10:00,653376,156,5,0.03205128205128205,54,1620,300,102,77,3,4,57
1,80,13:10:00==>13:20:00,653376,152,5,0.03289473684210526,52,1476,303,82,78,3,4,57
1,81,13:20:00==>13:30:00,653376,161,3,0.018633540372670808,40,1540,319,78,76,3,4,57
1,82,13:30:00==>13:40:00,653376,175,4,0.022857142857142857,49,1521,291,86,80,3,4,57
1,83,13:40:00==>13:50:00,653376,146,5,0.03424657534246575,52,1464,286,117,94,3,4,60
1,84,13:50:00==>14:00:00,653376,156,1,0.00641025641025641,53,1449,258,95,80,3,4,60
1,85,14:00:00==>14:10:00,653376,139,5,0.03597122302158273,61,1535,268,78,61,3,4,60
1,86,14:10:00==>14:20:00,653376,153,1,0.006535947712418301,57,1478,287,86,81,3,4,60
1,87,14:20:00==>14:30:00,653376,139,4,0.02877697841726619,49,1473,266,107,78,3,4,60
1,88,14:30:00==>14:40:00,653376,131,3,0.022900763358778626,43,1486,288,116,90,3,4,60
1,89,14:40:00==>14:50:00,653376,125,2,0.016,59,1476,286,95,85,3,4,64
1,90,14:50:00==>15:00:00,653376,144,2,0.013888888888888888,42,1495,304,102,86,3,4,64
1,91,15:00:00==>15:10:00,653376,164,6,0.036585365853658534,56,1512,265,86,112,3,4,64
1,92,15:10:00==>15:20:00,653376,183,7,0.03825136612021858,66,1500,282,87,82,3,4,64
1,93,15:20:00==>15:30:00,653376,176,5,0.028409090909090908,70,1465,317,116,81,3,4,64
1,94,15:30:00==>15:40:00,653376,175,7,0.04,57,1492,303,87,108,3,4,64
1,95,15:40:00==>15:50:00,653376,198,3,0.015151515151515152,62,1537,394,107,94,3,4,68
1,96,15:50:00==>16:00:00,653376,186,2,0.010752688172043012,52,1433,407,115,109,3,4,68
1,97,16:00:00==>16:10:00,653376,209,6,0.028708133971291867,59,1430,347,132,84,3,4,68
1,98,16:10:00==>16:20:00,653376,221,13,0.058823529411764705,61,1451,399,94,113,3,4,68
1,99,16:20:00==>16:30:00,653376,196,2,0.01020408163265306,64,1436,400,132,69,3,4,68
1,100,16:30:00==>16:40:00,653376,224,13,0.05803571428571429,80,1463,434,121,99,3,3,68
1,101,16:40:00==>16:50:00,653376,199,10,0.05025125628140704,66,1477,425,125,89,3,3,68
1,102,16:50:00==>17:00:00,653376,203,1,0.0049261083743842365,92,1479,440,130,96,3,3,68
1,103,17:00:00==>17:10:00,653376,295,10,0.03389830508474576,90,1443,441,136,121,3,3,68
1,104,17:10:00==>17:20:00,653376,253,7,0.02766798418972332,76,1447,494,148,113,3,4,68
1,105,17:20:00==>17:30:00,653376,253,7,0.02766798418972332,95,1467,543,159,109,3,3,68
1,106,17:30:00==>17:40:00,653376,308,3,0.00974025974025974,126,1500,483,135,119,3,3,75
1,107,17:40:00==>17:50:00,653376,279,8,0.02867383512544803,109,1498,483,163,125,3,3,81
1,108,17:50:00==>18:00:00,653376,246,4,0.016260162601626018,99,1479,489,142,90,3,3,81
1,109,18:00:00==>18:10:00,653376,302,11,0.03642384105960265,119,1494,467,160,98,3,3,81
1,110,18:10:00==>18:20:00,653376,279,9,0.03225806451612903,91,1487,519,149,91,3,3,81
1,111,18:20:00==>18:30:00,653376,244,4,0.01639344262295082,70,1525,444,178,104,3,3,81
1,112,18:30:00==>18:40:00,653376,241,3,0.012448132780082987,77,1459,472,146,109,3,3,81
1,113,18:40:00==>18:50:00,653376,227,3,0.013215859030837005,62,1495,415,140,127,3,3,84
1,114,18:50:00==>19:00:00,653376,219,3,0.0136986301369863,59,1418,440,164,104,2,3,84
1,115,19:00:00==>19:10:00,653376,220,2,0.00909090909090909,74,1413,424,156,133,2,3,84
1,116,19:10:00==>19:20:00,653376,217,6,0.027649769585253458,51,1502,434,135,107,2,3,84
1,117,19:20:00==>19:30:00,653376,219,6,0.0273972602739726,58,1488,446,131,96,2,3,84
1,118,19:30:00==>19:40:00,653376,220,3,0.013636363636363636,68,1517,391,155,109,2,3,84
1,119,19:40:00==>19:50:00,653376,205,4,0.01951219512195122,59,1534,433,146,83,2,3,86
1,120,19:50:00==>20:00:00,653376,205,7,0.03414634146341464,48,1510,396,117,121,2,3,86
1,121,20:00:00==>20:10:00,653376,231,3,0.012987012987012988,77,1505,380,122,106,2,3,86
1,122,20:10:00==>20:20:00,653376,208,5,0.02403846153846154,40,1491,382,125,116,2,3,86
1,123,20:20:00==>20:30:00,653376,221,3,0.013574660633484163,56,1507,375,112,106,2,3,86
1,124,20:30:00==>20:40:00,653376,205,2,0.00975609756097561,57,1554,387,118,118,2,3,86
1,125,20:40:00==>20:50:00,653376,253,4,0.015810276679841896,46,1536,368,131,106,2,3,86
1,126,20:50:00==>21:00:00,653376,245,6,0.024489795918367346,39,1476,388,141,64,2,3,86
1,127,21:00:00==>21:10:00,653376,277,5,0.018050541516245487,53,1442,350,103,92,2,3,86
1,128,21:10:00==>21:20:00,653376,221,0,0,49,1485,302,96,73,2,3,86
1,129,21:20:00==>21:30:00,653376,219,6,0.0273972602739726,38,1454,333,111,89,2,3,86
1,130,21:30:00==>21:40:00,653376,214,9,0.04205607476635514,47,1386,351,94,89,2,3,89
1,131,21:40:00==>21:50:00,653376,179,3,0.01675977653631285,57,1463,308,101,62,2,3,90
1,132,21:50:00==>22:00:00,653376,183,5,0.0273224043715847,43,1424,329,90,78,2,3,90
1,133,22:00:00==>22:10:00,653376,207,8,0.03864734299516908,36,1381,259,95,81,2,3,90
1,134,22:10:00==>22:20:00,653376,135,2,0.014814814814814815,31,1449,268,86,76,2,3,90
1,135,22:20:00==>22:30:00,653376,132,5,0.03787878787878788,31,1386,303,103,87,2,3,90
1,136,22:30:00==>22:40:00,653376,117,6,0.05128205128205128,32,1390,280,92,64,3,3,90
1,137,22:40:00==>22:50:00,653376,102,9,0.08823529411764706,37,1357,278,83,63,3,3,94
1,138,22:50:00==>23:00:00,653376,119,9,0.07563025210084033,36,1365,277,100,59,3,3,94
1,139,23:00:00==>23:10:00,653376,94,3,0.031914893617021274,27,1337,293,98,66,3,3,94
1,140,23:10:00==>23:20:00,653376,65,1,0.015384615384615385,12,1352,230,78,67,,,
1,141,23:20:00==>23:30:00,653376,62,1,0.016129032258064516,18,1353,257,87,71,3,3,94
1,142,23:30:00==>23:40:00,653376,64,3,0.046875,23,1309,258,91,65,3,3,94
1,143,23:40:00==>23:50:00,653376,58,3,0.05172413793103448,10,1257,226,69,63,3,3,94
1,144,23:50:00==>00:00:00,653376,62,3,0.04838709677419355,15,1281,198,33,55,3,3,94
2,1,00:00:00==>00:10:00,343537,3,0,0,1,,,,,,,
2,2,00:10:00==>00:20:00,343537,2,0,0,2,727,75,18,18,,,
2,3,00:20:00==>00:30:00,343537,10,2,0.2,2,724,55,13,17,,,
2,4,00:30:00==>00:40:00,343537,2,0,0,1,711,85,20,17,,,
2,5,00:40:00==>00:50:00,343537,7,1,0.14285714285714285,3,655,72,18,14,2,5,60
2,6,00:50:00==>01:00:00,343537,8,1,0.125,0,602,36,13,9,2,5,60
2,7,01:00:00==>01:10:00,343537,11,0,0,0,746,25,10,14,2,5,60
2,8,01:10:00==>01:20:00,343537,2,0,0,1,641,56,18,17,2,5,60
2,9,01:20:00==>01:30:00,343537,5,0,0,1,634,62,23,19,2,5,60
2,10,01:30:00==>01:40:00,343537,3,0,0,0,645,64,7,18,2,5,60
2,11,01:40:00==>01:50:00,343537,3,0,0,0,613,43,23,21,2,5,53
2,12,01:50:00==>02:00:00,343537,2,0,0,0,663,41,14,23,2,5,53
2,13,02:00:00==>02:10:00,343537,5,0,0,0,602,38,12,9,2,5,53
2,14,02:10:00==>02:20:00,343537,2,0,0,0,598,52,9,10,2,5,53
2,15,02:20:00==>02:30:00,343537,2,0,0,0,576,31,13,8,2,5,53
2,16,02:30:00==>02:40:00,343537,2,0,0,0,579,27,6,13,2,5,53
2,17,02:40:00==>02:50:00,343537,4,1,0.25,0,559,41,17,11,2,5,48
2,18,02:50:00==>03:00:00,343537,3,1,0.3333333333333333,0,491,25,2,5,2,5,48
2,19,03:00:00==>03:10:00,343537,2,0,0,0,478,25,3,7,2,5,48
2,20,03:10:00==>03:20:00,343537,2,0,0,0,466,31,8,25,2,5,48
2,21,03:20:00==>03:30:00,343537,0,0,NaN,2,471,22,13,7,2,5,48
2,22,03:30:00==>03:40:00,343537,1,0,0,0,409,32,6,6,2,5,48
2,23,03:40:00==>03:50:00,343537,4,1,0.25,0,498,31,4,10,2,5,41
2,24,03:50:00==>04:00:00,343537,0,0,NaN,0,469,44,10,12,2,5,41
2,25,04:00:00==>04:10:00,343537,0,0,NaN,0,441,26,8,6,2,4,41
2,26,04:10:00==>04:20:00,343537,0,0,NaN,0,340,27,1,0,2,4,41
2,27,04:20:00==>04:30:00,343537,0,0,NaN,0,348,21,6,2,2,4,41
2,28,04:30:00==>04:40:00,343537,2,1,0.5,0,288,15,13,11,2,4,41
2,29,04:40:00==>04:50:00,343537,0,0,NaN,0,358,34,12,7,2,4,41
2,30,04:50:00==>05:00:00,343537,1,1,1,0,247,32,4,10,2,4,43
2,31,05:00:00==>05:10:00,343537,4,4,1,0,299,32,4,10,2,4,43
2,32,05:10:00==>05:20:00,343537,1,1,1,0,348,22,6,16,2,4,43
2,33,05:20:00==>05:30:00,343537,0,0,NaN,1,378,24,8,5,2,4,43
2,34,05:30:00==>05:40:00,343537,0,0,NaN,0,368,24,7,4,2,4,43
2,35,05:40:00==>05:50:00,343537,0,0,NaN,0,382,22,7,3,2,4,48
2,36,05:50:00==>06:00:00,343537,1,0,0,0,431,18,7,8,2,4,48
2,37,06:00:00==>06:10:00,343537,1,0,0,4,460,55,5,5,2,4,48
2,38,06:10:00==>06:20:00,343537,1,0,0,2,495,46,16,5,2,4,48
2,39,06:20:00==>06:30:00,343537,2,0,0,3,575,52,28,6,2,4,48
2,40,06:30:00==>06:40:00,343537,8,1,0.125,4,554,35,4,7,2,4,48
2,41,06:40:00==>06:50:00,343537,8,0,0,4,532,51,10,16,2,4,48
2,42,06:50:00==>07:00:00,343537,10,0,0,3,598,46,5,11,4,4,48
2,43,07:00:00==>07:10:00,343537,21,0,0,2,599,55,14,10,4,4,48
2,44,07:10:00==>07:20:00,343537,20,0,0,2,608,64,13,11,4,4,48
2,45,07:20:00==>07:30:00,343537,23,0,0,3,664,108,21,15,4,4,48
2,46,07:30:00==>07:40:00,343537,29,0,0,7,637,158,35,33,4,4,52
2,47,07:40:00==>07:50:00,343537,31,0,0,10,615,225,31,16,4,4,52
2,48,07:50:00==>08:00:00,343537,35,1,0.02857142857142857,15,671,184,27,23,4,4,52
2,49,08:00:00==>08:10:00,343537,28,2,0.07142857142857142,13,770,139,25,17,4,4,52
2,50,08:10:00==>08:20:00,343537,58,0,0,14,727,126,25,10,2,4,52
2,51,08:20:00==>08:30:00,343537,33,1,0.030303030303030304,8,732,127,22,39,2,4,52
2,52,08:30:00==>08:40:00,343537,23,0,0,10,736,137,30,14,2,4,52
2,53,08:40:00==>08:50:00,343537,12,0,0,2,727,115,26,17,2,4,47
2,54,08:50:00==>09:00:00,343537,21,1,0.047619047619047616,7,669,132,28,16,2,4,47
2,55,09:00:00==>09:10:00,343537,17,0,0,4,704,170,32,21,2,4,47
2,56,09:10:00==>09:20:00,343537,14,0,0,7,735,150,13,16,2,4,47
2,57,09:20:00==>09:30:00,343537,15,0,0,2,751,126,21,20,2,4,47
2,58,09:30:00==>09:40:00,343537,13,0,0,5,745,136,22,15,2,4,47
2,59,09:40:00==>09:50:00,343537,16,1,0.0625,9,686,131,40,27,2,4,46
2,60,09:50:00==>10:00:00,343537,13,0,0,6,737,105,32,22,3,4,46
2,61,10:00:00==>10:10:00,343537,17,0,0,9,720,129,23,29,3,4,46
2,62,10:10:00==>10:20:00,343537,13,0,0,4,656,126,32,16,3,4,46
2,63,10:20:00==>10:30:00,343537,14,0,0,6,617,125,21,21,3,4,46
2,64,10:30:00==>10:40:00,343537,17,0,0,3,670,118,27,21,3,4,46
2,65,10:40:00==>10:50:00,343537,18,0,0,3,639,143,39,26,3,4,47
2,66,10:50:00==>11:00:00,343537,15,0,0,6,665,151,33,23,3,4,47
2,67,11:00:00==>11:10:00,343537,10,1,0.1,5,684,131,34,31,3,4,47
2,68,11:10:00==>11:20:00,343537,16,0,0,7,668,148,43,20,3,4,47
2,69,11:20:00==>11:30:00,343537,12,0,0,4,727,136,33,18,3,4,47
2,70,11:30:00==>11:40:00,343537,14,0,0,7,694,119,35,29,3,4,47
2,71,11:40:00==>11:50:00,343537,14,1,0.07142857142857142,6,715,131,28,28,3,4,47
2,72,11:50:00==>12:00:00,343537,21,0,0,5,723,140,32,30,3,4,47
2,73,12:00:00==>12:10:00,343537,17,0,0,7,638,96,31,15,3,4,47
2,74,12:10:00==>12:20:00,343537,10,2,0.2,5,698,113,22,21,3,4,47
2,75,12:20:00==>12:30:00,343537,10,0,0,7,670,141,26,19,3,4,47
2,76,12:30:00==>12:40:00,343537,12,0,0,4,695,128,32,14,3,4,51
2,77,12:40:00==>12:50:00,343537,14,0,0,11,618,115,28,21,3,4,57
2,78,12:50:00==>13:00:00,343537,20,1,0.05,9,640,135,34,27,3,4,57
2,79,13:00:00==>13:10:00,343537,19,1,0.05263157894736842,6,670,134,32,27,3,4,57
2,80,13:10:00==>13:20:00,343537,26,0,0,8,708,129,26,15,3,4,57
2,81,13:20:00==>13:30:00,343537,16,0,0,8,713,125,22,18,3,4,57
2,82,13:30:00==>13:40:00,343537,18,0,0,6,664,136,27,17,3,4,57
2,83,13:40:00==>13:50:00,343537,25,0,0,12,649,129,36,16,3,4,60
2,84,13:50:00==>14:00:00,343537,12,0,0,7,682,120,21,15,3,4,60
2,85,14:00:00==>14:10:00,343537,18,1,0.05555555555555555,7,608,129,34,15,3,4,60
2,86,14:10:00==>14:20:00,343537,11,1,0.09090909090909091,6,610,142,25,7,3,4,60
2,87,14:20:00==>14:30:00,343537,17,1,0.058823529411764705,5,616,140,27,27,3,4,60
2,88,14:30:00==>14:40:00,343537,15,0,0,6,641,141,32,27,3,4,60
2,89,14:40:00==>14:50:00,343537,17,0,0,4,613,162,26,20,3,4,64
2,90,14:50:00==>15:00:00,343537,16,0,0,7,644,120,25,22,3,4,64
2,91,15:00:00==>15:10:00,343537,16,1,0.0625,7,557,165,33,15,3,4,64
2,92,15:10:00==>15:20:00,343537,18,0,0,9,581,181,35,16,3,4,64
2,93,15:20:00==>15:30:00,343537,16,0,0,2,618,179,32,24,3,4,64
2,94,15:30:00==>15:40:00,343537,14,0,0,6,592,202,42,17,3,4,64
2,95,15:40:00==>15:50:00,343537,28,0,0,5,622,184,37,19,3,4,68
2,96,15:50:00==>16:00:00,343537,27,0,0,7,572,206,41,33,3,4,68
2,97,16:00:00==>16:10:00,343537,19,0,0,6,526,228,41,40,3,4,68
2,98,16:10:00==>16:20:00,343537,22,0,0,8,535,215,35,30,3,4,68
2,99,16:20:00==>16:30:00,343537,34,2,0.058823529411764705,9,559,255,48,28,3,4,68
2,100,16:30:00==>16:40:00,343537,31,0,0,9,619,220,53,29,3,3,68
2,101,16:40:00==>16:50:00,343537,24,0,0,10,633,226,38,35,3,3,68
2,102,16:50:00==>17:00:00,343537,41,0,0,11,601,235,67,24,3,3,68
2,103,17:00:00==>17:10:00,343537,45,0,0,17,539,295,44,24,3,3,68
2,104,17:10:00==>17:20:00,343537,30,1,0.03333333333333333,8,550,334,57,33,3,4,68
2,105,17:20:00==>17:30:00,343537,26,4,0.15384615384615385,6,570,310,66,26,3,3,68
2,106,17:30:00==>17:40:00,343537,37,2,0.05405405405405406,7,543,294,61,23,3,3,75
2,107,17:40:00==>17:50:00,343537,31,1,0.03225806451612903,6,646,271,50,23,3,3,81
2,108,17:50:00==>18:00:00,343537,30,1,0.03333333333333333,6,686,227,40,34,3,3,81
2,109,18:00:00==>18:10:00,343537,27,2,0.07407407407407407,6,657,185,38,23,3,3,81
2,110,18:10:00==>18:20:00,343537,18,2,0.1111111111111111,11,680,170,41,27,3,3,81
2,111,18:20:00==>18:30:00,343537,29,1,0.034482758620689655,10,636,193,49,29,3,3,81
2,112,18:30:00==>18:40:00,343537,19,1,0.05263157894736842,13,671,211,30,28,3,3,81
2,113,18:40:00==>18:50:00,343537,29,2,0.06896551724137931,3,652,241,69,29,3,3,84
2,114,18:50:00==>19:00:00,343537,29,6,0.20689655172413793,7,674,215,61,27,2,3,84
2,115,19:00:00==>19:10:00,343537,17,1,0.058823529411764705,9,627,246,37,25,2,3,84
2,116,19:10:00==>19:20:00,343537,27,0,0,5,656,208,36,41,2,3,84
2,117,19:20:00==>19:30:00,343537,17,0,0,6,653,207,37,39,2,3,84
2,118,19:30:00==>19:40:00,343537,30,1,0.03333333333333333,4,735,193,40,32,2,3,84
2,119,19:40:00==>19:50:00,343537,19,1,0.05263157894736842,1,691,197,42,39,2,3,86
2,120,19:50:00==>20:00:00,343537,16,1,0.0625,4,679,186,34,29,2,3,86
2,121,20:00:00==>20:10:00,343537,34,1,0.029411764705882353,10,705,174,28,21,2,3,86
2,122,20:10:00==>20:20:00,343537,19,0,0,2,679,172,36,35,2,3,86
2,123,20:20:00==>20:30:00,343537,18,0,0,2,673,191,25,29,2,3,86
2,124,20:30:00==>20:40:00,343537,27,0,0,7,713,130,29,27,2,3,86
2,125,20:40:00==>20:50:00,343537,19,0,0,2,717,126,40,25,2,3,86
2,126,20:50:00==>21:00:00,343537,17,0,0,3,668,152,24,18,2,3,86
2,127,21:00:00==>21:10:00,343537,28,0,0,2,678,142,34,27,2,3,86
2,128,21:10:00==>21:20:00,343537,20,2,0.1,3,747,127,47,24,2,3,86
2,129,21:20:00==>21:30:00,343537,18,1,0.05555555555555555,5,732,134,30,31,2,3,86
2,130,21:30:00==>21:40:00,343537,22,1,0.045454545454545456,2,685,142,33,11,2,3,89
2,131,21:40:00==>21:50:00,343537,14,0,0,1,688,123,27,15,2,3,90
2,132,21:50:00==>22:00:00,343537,19,0,0,5,740,93,32,29,2,3,90
2,133,22:00:00==>22:10:00,343537,24,9,0.375,3,731,90,32,15,2,3,90
2,134,22:10:00==>22:20:00,343537,25,1,0.04,3,710,95,21,24,2,3,90
2,135,22:20:00==>22:30:00,343537,9,0,0,6,755,72,16,29,2,3,90
2,136,22:30:00==>22:40:00,343537,19,2,0.10526315789473684,3,728,58,18,26,3,3,90
2,137,22:40:00==>22:50:00,343537,9,0,0,2,742,72,20,11,3,3,94
2,138,22:50:00==>23:00:00,343537,9,0,0,1,694,80,16,11,3,3,94
2,139,23:00:00==>23:10:00,343537,11,1,0.09090909090909091,1,707,94,14,17,3,3,94
2,140,23:10:00==>23:20:00,343537,2,0,0,1,681,78,16,22,,,
2,141,23:20:00==>23:30:00,343537,11,0,0,1,713,77,23,14,3,3,94
2,142,23:30:00==>23:40:00,343537,14,0,0,2,668,73,15,27,3,3,94
2,143,23:40:00==>23:50:00,343537,7,0,0,0,702,75,21,19,3,3,94
2,144,23:50:00==>00:00:00,343537,8,0,0,2,692,71,36,19,3,3,94
3,1,00:00:00==>00:10:00,31125,0,0,NaN,1,,,,,,,
3,2,00:10:00==>00:20:00,31125,0,0,NaN,1,158,33,0,0,,,
3,3,00:20:00==>00:30:00,31125,1,0,0,0,208,11,5,3,,,
3,4,00:30:00==>00:40:00,31125,0,0,NaN,0,179,12,7,2,,,
3,5,00:40:00==>00:50:00,31125,0,0,NaN,0,185,13,5,2,2,5,60
3,6,00:50:00==>01:00:00,31125,0,0,NaN,2,172,15,4,3,2,5,60
3,7,01:00:00==>01:10:00,31125,0,0,NaN,0,177,16,2,1,2,5,60
3,8,01:10:00==>01:20:00,31125,0,0,NaN,0,181,13,9,4,2,5,60
3,9,01:20:00==>01:30:00,31125,0,0,NaN,1,176,13,3,0,2,5,60
3,10,01:30:00==>01:40:00,31125,0,0,NaN,0,136,28,6,1,2,5,60
3,11,01:40:00==>01:50:00,31125,0,0,NaN,0,177,37,0,0,2,5,53
3,12,01:50:00==>02:00:00,31125,0,0,NaN,0,142,18,4,3,2,5,53
3,13,02:00:00==>02:10:00,31125,0,0,NaN,0,126,7,1,4,2,5,53
3,14,02:10:00==>02:20:00,31125,0,0,NaN,0,173,13,9,3,2,5,53
