area,time,timeSpan,poiCount,totalOrders,gap,gapRate,ordersAsDest,lv1,lv2,lv3,lv4,weather,temperature,pm25
1,72,11:50:00==>12:00:00,653376,188,9,0.047872340425531915,41,1681,382,120,85,,,
1,73,12:00:00==>12:10:00,653376,180,5,0.027777777777777776,50,1676,384,105,93,,,
1,74,12:10:00==>12:20:00,653376,211,8,0.037914691943127965,53,1672,360,93,106,,,
1,75,12:20:00==>12:30:00,653376,172,6,0.03488372093023256,50,1616,327,123,124,,,
1,76,12:30:00==>12:40:00,653376,183,5,0.0273224043715847,43,1634,350,103,113,,,
1,77,12:40:00==>12:50:00,653376,170,4,0.023529411764705882,29,1650,365,104,89,,,
1,78,12:50:00==>13:00:00,653376,186,0,0,41,1666,334,146,81,,,
1,79,13:00:00==>13:10:00,653376,185,5,0.02702702702702703,49,1675,312,116,87,,,
1,80,13:10:00==>13:20:00,653376,181,5,0.027624309392265192,57,1701,326,114,82,,,
1,81,13:20:00==>13:30:00,653376,200,10,0.05,39,1678,316,110,117,,,
1,82,13:30:00==>13:40:00,653376,158,2,0.012658227848101266,55,1642,332,108,64,,,
1,83,13:40:00==>13:50:00,653376,168,6,0.03571428571428571,50,1619,324,96,86,,,
1,84,13:50:00==>14:00:00,653376,183,9,0.04918032786885246,47,1615,329,129,94,,,
1,85,14:00:00==>14:10:00,653376,175,5,0.02857142857142857,42,1623,324,113,78,,,
1,86,14:10:00==>14:20:00,653376,162,2,0.012345679012345678,52,1597,296,106,74,,,
1,87,14:20:00==>14:30:00,653376,163,6,0.03680981595092025,47,1719,273,106,89,,,
1,88,14:30:00==>14:40:00,653376,157,5,0.03184713375796178,45,1702,285,78,73,,,
1,89,14:40:00==>14:50:00,653376,196,5,0.025510204081632654,36,1625,322,98,91,,,
1,90,14:50:00==>15:00:00,653376,156,3,0.019230769230769232,45,1606,354,122,91,,,
1,91,15:00:00==>15:10:00,653376,166,9,0.05421686746987952,47,1642,342,77,83,,,
1,92,15:10:00==>15:20:00,653376,178,4,0.02247191011235955,63,1652,336,107,84,,,
1,93,15:20:00==>15:30:00,653376,120,6,0.05,63,1674,322,86,60,,,
1,94,15:30:00==>15:40:00,653376,202,5,0.024752475247524754,27,1581,342,111,72,,,
1,95,15:40:00==>15:50:00,653376,153,2,0.013071895424836602,45,1542,390,121,94,,,
1,96,15:50:00==>16:00:00,653376,142,8,0.056338028169014086,65,1660,349,115,82,,,
1,97,16:00:00==>16:10:00,653376,191,6,0.031413612565445025,59,1614,311,122,93,,,
1,98,16:10:00==>16:20:00,653376,175,4,0.022857142857142857,40,1657,363,147,95,,,
1,99,16:20:00==>16:30:00,653376,215,4,0.018604651162790697,55,1661,421,114,109,,,
1,100,16:30:00==>16:40:00,653376,250,5,0.02,75,1648,413,115,99,,,
1,101,16:40:00==>16:50:00,653376,197,6,0.030456852791878174,63,1687,400,124,122,,,
1,102,16:50:00==>17:00:00,653376,261,7,0.02681992337164751,70,1684,400,141,103,,,
1,103,17:00:00==>17:10:00,653376,345,13,0.03768115942028986,89,1707,403,148,116,,,
1,104,17:10:00==>17:20:00,653376,278,9,0.03237410071942446,113,1688,414,125,76,,,
1,105,17:20:00==>17:30:00,653376,294,10,0.034013605442176874,96,1629,515,154,93,,,
1,106,17:30:00==>17:40:00,653376,394,12,0.030456852791878174,134,1640,461,133,95,,,
1,107,17:40:00==>17:50:00,653376,296,11,0.037162162162162164,114,1592,500,176,94,,,
1,108,17:50:00==>18:00:00,653376,311,18,0.05787781350482315,108,1615,529,153,84,,,
1,109,18:00:00==>18:10:00,653376,324,7,0.021604938271604937,100,1593,501,144,108,,,
1,110,18:10:00==>18:20:00,653376,302,8,0.026490066225165563,67,1598,454,159,84,,,
1,111,18:20:00==>18:30:00,653376,223,8,0.03587443946188341,63,1620,448,164,126,,,
1,112,18:30:00==>18:40:00,653376,266,11,0.041353383458646614,65,1643,495,139,109,,,
1,113,18:40:00==>18:50:00,653376,232,9,0.03879310344827586,62,1604,435,169,97,,,
1,114,18:50:00==>19:00:00,653376,246,10,0.04065040650406504,67,1628,445,130,118,,,
1,115,19:00:00==>19:10:00,653376,214,3,0.014018691588785047,60,1610,452,146,113,4,1,44
1,116,19:10:00==>19:20:00,653376,199,4,0.020100502512562814,50,1570,444,159,127,,,
1,117,19:20:00==>19:30:00,653376,230,9,0.0391304347826087,44,1596,451,155,134,4,1,44
1,118,19:30:00==>19:40:00,653376,199,4,0.020100502512562814,43,1605,437,133,130,4,2,44
1,119,19:40:00==>19:50:00,653376,188,7,0.03723404255319149,32,1625,461,157,105,4,1,48
1,120,19:50:00==>20:00:00,653376,188,6,0.031914893617021274,43,1626,446,162,112,4,1,48
1,121,20:00:00==>20:10:00,653376,240,4,0.016666666666666666,53,1663,414,154,117,4,1,48
1,122,20:10:00==>20:20:00,653376,279,5,0.017921146953405017,41,1569,466,147,106,4,1,48
1,123,20:20:00==>20:30:00,653376,240,5,0.020833333333333332,35,1643,371,142,101,2,1,48
1,124,20:30:00==>20:40:00,653376,263,11,0.04182509505703422,43,1685,370,126,102,2,1,48
1,125,20:40:00==>20:50:00,653376,224,6,0.026785714285714284,44,1614,386,150,93,2,1,53
1,126,20:50:00==>21:00:00,653376,252,5,0.01984126984126984,59,1666,372,118,104,2,1,53
1,127,21:00:00==>21:10:00,653376,270,7,0.025925925925925925,40,1630,364,122,90,2,1,53
1,128,21:10:00==>21:20:00,653376,252,6,0.023809523809523808,33,1550,385,138,61,2,1,53
1,129,21:20:00==>21:30:00,653376,197,6,0.030456852791878174,37,1603,353,122,89,2,1,53
1,130,21:30:00==>21:40:00,653376,202,7,0.034653465346534656,25,1595,362,117,84,2,1,53
1,131,21:40:00==>21:50:00,653376,195,3,0.015384615384615385,32,1549,393,124,74,2,1,53
1,132,21:50:00==>22:00:00,653376,186,5,0.026881720430107527,32,1597,355,76,64,2,1,53
1,133,22:00:00==>22:10:00,653376,192,5,0.026041666666666668,40,1568,324,96,85,2,1,53
1,134,22:10:00==>22:20:00,653376,159,9,0.05660377358490566,43,1613,327,96,69,2,1,53
1,135,22:20:00==>22:30:00,653376,130,4,0.03076923076923077,37,1527,332,96,90,2,1,53
1,136,22:30:00==>22:40:00,653376,133,3,0.022556390977443608,24,1588,300,132,64,2,1,58
1,137,22:40:00==>22:50:00,653376,113,2,0.017699115044247787,20,1506,260,77,62,2,1,58
1,138,22:50:00==>23:00:00,653376,109,3,0.027522935779816515,15,1577,235,78,74,2,1,58
1,139,23:00:00==>23:10:00,653376,76,3,0.039473684210526314,14,1455,239,74,61,2,1,58
1,140,23:10:00==>23:20:00,653376,67,4,0.05970149253731343,26,1458,228,69,74,2,1,58
1,141,23:20:00==>23:30:00,653376,77,8,0.1038961038961039,11,1497,218,65,62,2,1,58
1,142,23:30:00==>23:40:00,653376,70,4,0.05714285714285714,13,1353,190,71,76,2,1,58
1,143,23:40:00==>23:50:00,653376,51,3,0.058823529411764705,13,1355,188,54,65,2,1,59
1,144,23:50:00==>00:00:00,653376,61,9,0.14754098360655737,9,1298,184,55,49,2,1,59
2,1,00:00:00==>00:10:00,343537,12,1,0.08333333333333333,1,,,,,,,
2,2,00:10:00==>00:20:00,343537,12,3,0.25,2,663,71,14,12,,,
2,3,00:20:00==>00:30:00,343537,4,1,0.25,1,672,39,23,15,,,
2,4,00:30:00==>00:40:00,343537,9,1,0.1111111111111111,1,703,78,18,6,,,
2,5,00:40:00==>00:50:00,343537,6,0,0,3,678,45,12,23,,,
2,6,00:50:00==>01:00:00,343537,3,0,0,3,652,63,11,9,,,
2,7,01:00:00==>01:10:00,343537,5,0,0,2,655,46,15,15,,,
2,8,01:10:00==>01:20:00,343537,8,4,0.5,0,614,67,18,14,,,
2,9,01:20:00==>01:30:00,343537,3,0,0,0,541,40,13,16,,,
2,10,01:30:00==>01:40:00,343537,2,0,0,2,576,40,15,6,,,
2,11,01:40:00==>01:50:00,343537,8,2,0.25,1,613,41,11,15,,,
2,12,01:50:00==>02:00:00,343537,2,0,0,0,615,52,11,14,,,
2,13,02:00:00==>02:10:00,343537,5,0,0,0,584,38,7,7,,,
2,14,02:10:00==>02:20:00,343537,4,1,0.25,3,577,39,16,11,,,
2,15,02:20:00==>02:30:00,343537,3,1,0.3333333333333333,0,551,41,9,8,,,
2,16,02:30:00==>02:40:00,343537,4,1,0.25,0,527,37,4,14,,,
2,17,02:40:00==>02:50:00,343537,1,0,0,0,543,33,7,10,,,
2,18,02:50:00==>03:00:00,343537,2,0,0,0,569,17,9,18,,,
2,19,03:00:00==>03:10:00,343537,1,1,1,1,511,33,8,5,,,
2,20,03:10:00==>03:20:00,343537,2,0,0,0,418,35,7,15,,,
2,21,03:20:00==>03:30:00,343537,1,0,0,1,493,22,13,5,,,
2,22,03:30:00==>03:40:00,343537,2,2,1,0,477,34,4,8,,,
2,23,03:40:00==>03:50:00,343537,0,0,NaN,0,432,23,7,5,,,
2,24,03:50:00==>04:00:00,343537,1,0,0,0,397,40,8,10,,,
2,25,04:00:00==>04:10:00,343537,2,1,0.5,0,445,30,5,11,,,
2,26,04:10:00==>04:20:00,343537,2,2,1,0,335,27,5,10,,,
2,27,04:20:00==>04:30:00,343537,0,0,NaN,0,313,19,5,6,,,
2,28,04:30:00==>04:40:00,343537,1,1,1,1,340,16,11,12,,,
2,29,04:40:00==>04:50:00,343537,0,0,NaN,0,268,16,9,5,,,
2,30,04:50:00==>05:00:00,343537,0,0,NaN,0,315,7,2,2,,,
2,31,05:00:00==>05:10:00,343537,0,0,NaN,0,325,18,3,5,,,
2,32,05:10:00==>05:20:00,343537,1,1,1,0,301,19,1,8,,,
2,33,05:20:00==>05:30:00,343537,2,1,0.5,0,361,18,8,7,,,
2,34,05:30:00==>05:40:00,343537,1,0,0,0,361,23,9,1,,,
2,35,05:40:00==>05:50:00,343537,0,0,NaN,0,344,32,3,8,,,
2,36,05:50:00==>06:00:00,343537,0,0,NaN,0,396,21,14,8,,,
2,37,06:00:00==>06:10:00,343537,2,1,0.5,4,382,39,13,10,,,
2,38,06:10:00==>06:20:00,343537,2,0,0,1,467,38,16,9,,,
2,39,06:20:00==>06:30:00,343537,2,0,0,0,509,26,12,9,,,
2,40,06:30:00==>06:40:00,343537,16,3,0.1875,0,523,49,17,3,,,
2,41,06:40:00==>06:50:00,343537,8,1,0.125,3,532,67,21,11,,,
2,42,06:50:00==>07:00:00,343537,14,1,0.07142857142857142,4,611,55,12,22,,,
2,43,07:00:00==>07:10:00,343537,19,3,0.15789473684210525,4,666,93,31,21,4,1,49
2,44,07:10:00==>07:20:00,343537,23,4,0.17391304347826086,8,686,63,13,15,4,1,49
2,45,07:20:00==>07:30:00,343537,24,3,0.125,8,602,92,16,23,,,
2,46,07:30:00==>07:40:00,343537,39,0,0,11,657,112,21,9,4,1,49
2,47,07:40:00==>07:50:00,343537,48,1,0.020833333333333332,13,721,105,21,22,,,
2,48,07:50:00==>08:00:00,343537,52,1,0.019230769230769232,15,751,123,20,22,4,1,50
2,49,08:00:00==>08:10:00,343537,74,1,0.013513513513513514,14,801,127,27,31,,,
2,50,08:10:00==>08:20:00,343537,55,0,0,17,740,163,24,17,4,1,50
2,51,08:20:00==>08:30:00,343537,59,1,0.01694915254237288,14,735,137,30,25,,,
2,52,08:30:00==>08:40:00,343537,42,1,0.023809523809523808,8,711,145,17,23,,,
2,53,08:40:00==>08:50:00,343537,33,1,0.030303030303030304,12,754,139,28,23,,,
2,54,08:50:00==>09:00:00,343537,34,0,0,8,771,146,35,11,4,1,49
2,55,09:00:00==>09:10:00,343537,21,0,0,7,738,114,35,20,,,
2,56,09:10:00==>09:20:00,343537,21,0,0,6,668,139,19,20,,,
2,57,09:20:00==>09:30:00,343537,38,4,0.10526315789473684,4,679,114,20,30,4,1,49
2,58,09:30:00==>09:40:00,343537,19,0,0,10,692,153,30,25,,,
2,59,09:40:00==>09:50:00,343537,17,0,0,7,688,135,22,18,4,1,49
2,60,09:50:00==>10:00:00,343537,23,0,0,4,711,122,39,30,,,
2,61,10:00:00==>10:10:00,343537,17,0,0,8,697,119,33,28,,,
2,62,10:10:00==>10:20:00,343537,15,0,0,1,666,152,34,30,,,
2,63,10:20:00==>10:30:00,343537,17,1,0.058823529411764705,10,670,114,26,33,,,
2,64,10:30:00==>10:40:00,343537,15,0,0,5,625,142,30,24,,,
2,65,10:40:00==>10:50:00,343537,20,0,0,5,622,144,40,22,,,
2,66,10:50:00==>11:00:00,343537,18,0,0,3,682,121,30,32,,,
2,67,11:00:00==>11:10:00,343537,10,0,0,8,676,125,40,19,,,
2,68,11:10:00==>11:20:00,343537,27,0,0,6,728,124,22,22,,,
2,69,11:20:00==>11:30:00,343537,29,1,0.034482758620689655,3,727,144,39,19,,,
2,70,11:30:00==>11:40:00,343537,18,0,0,10,679,109,22,25,,,
2,71,11:40:00==>11:50:00,343537,29,0,0,5,645,168,29,23,,,
2,72,11:50:00==>12:00:00,343537,26,1,0.038461538461538464,7,665,132,26,17,,,
2,73,12:00:00==>12:10:00,343537,34,1,0.029411764705882353,8,711,113,29,29,,,
2,74,12:10:00==>12:20:00,343537,30,0,0,5,585,158,38,36,,,
2,75,12:20:00==>12:30:00,343537,29,0,0,11,687,164,43,38,,,
2,76,12:30:00==>12:40:00,343537,21,2,0.09523809523809523,13,713,124,34,34,,,
2,77,12:40:00==>12:50:00,343537,31,2,0.06451612903225806,10,689,156,24,22,,,
2,78,12:50:00==>13:00:00,343537,26,0,0,10,660,173,39,28,,,
2,79,13:00:00==>13:10:00,343537,31,1,0.03225806451612903,6,717,167,28,30,,,
2,80,13:10:00==>13:20:00,343537,31,3,0.0967741935483871,11,647,154,34,18,,,
2,81,13:20:00==>13:30:00,343537,30,0,0,5,669,145,35,35,,,
2,82,13:30:00==>13:40:00,343537,31,0,0,8,650,153,53,19,,,
2,83,13:40:00==>13:50:00,343537,36,0,0,5,687,175,39,15,,,
2,84,13:50:00==>14:00:00,343537,24,0,0,13,660,175,39,28,,,
2,85,14:00:00==>14:10:00,343537,18,0,0,7,627,172,37,23,,,
2,86,14:10:00==>14:20:00,343537,23,0,0,10,622,169,46,28,,,
2,87,14:20:00==>14:30:00,343537,24,0,0,14,648,175,31,24,,,
2,88,14:30:00==>14:40:00,343537,25,0,0,5,667,179,35,24,,,
2,89,14:40:00==>14:50:00,343537,25,0,0,5,726,158,40,21,,,
2,90,14:50:00==>15:00:00,343537,23,0,0,8,621,172,33,28,,,
2,91,15:00:00==>15:10:00,343537,33,0,0,8,637,163,31,34,,,
2,92,15:10:00==>15:20:00,343537,24,0,0,12,655,201,39,32,,,
2,93,15:20:00==>15:30:00,343537,26,1,0.038461538461538464,7,654,169,37,17,,,
2,94,15:30:00==>15:40:00,343537,28,0,0,7,578,219,55,31,,,
2,95,15:40:00==>15:50:00,343537,39,0,0,4,633,227,53,26,,,
2,96,15:50:00==>16:00:00,343537,31,1,0.03225806451612903,11,634,200,38,30,,,
2,97,16:00:00==>16:10:00,343537,45,2,0.044444444444444446,14,575,210,33,29,,,
2,98,16:10:00==>16:20:00,343537,51,2,0.0392156862745098,6,641,224,44,32,,,
2,99,16:20:00==>16:30:00,343537,57,4,0.07017543859649122,6,612,257,49,36,,,
2,100,16:30:00==>16:40:00,343537,49,0,0,12,682,224,44,28,,,
2,101,16:40:00==>16:50:00,343537,74,14,0.1891891891891892,9,656,247,43,32,,,
2,102,16:50:00==>17:00:00,343537,58,3,0.05172413793103448,16,648,259,48,63,,,
2,103,17:00:00==>17:10:00,343537,79,0,0,27,581,284,30,21,,,
2,104,17:10:00==>17:20:00,343537,59,2,0.03389830508474576,21,610,285,62,31,,,
2,105,17:20:00==>17:30:00,343537,55,0,0,17,602,283,47,26,,,
2,106,17:30:00==>17:40:00,343537,53,0,0,7,627,303,43,28,,,
2,107,17:40:00==>17:50:00,343537,50,2,0.04,8,604,284,33,25,,,
2,108,17:50:00==>18:00:00,343537,41,5,0.12195121951219512,10,738,166,39,29,,,
2,109,18:00:00==>18:10:00,343537,27,0,0,9,736,214,49,27,,,
2,110,18:10:00==>18:20:00,343537,40,2,0.05,9,684,201,41,23,,,
2,111,18:20:00==>18:30:00,343537,37,1,0.02702702702702703,6,717,193,37,25,,,
2,112,18:30:00==>18:40:00,343537,37,1,0.02702702702702703,15,653,196,37,26,,,
2,113,18:40:00==>18:50:00,343537,34,5,0.14705882352941177,5,694,220,42,25,,,
2,114,18:50:00==>19:00:00,343537,50,7,0.14,5,644,214,49,27,,,
2,115,19:00:00==>19:10:00,343537,41,3,0.07317073170731707,6,696,201,47,18,4,1,44
2,116,19:10:00==>19:20:00,343537,37,1,0.02702702702702703,5,737,217,34,30,,,
2,117,19:20:00==>19:30:00,343537,32,1,0.03125,3,716,211,49,33,4,1,44
2,118,19:30:00==>19:40:00,343537,40,0,0,3,680,190,44,32,4,2,44
2,119,19:40:00==>19:50:00,343537,55,0,0,10,730,165,43,16,4,1,48
2,120,19:50:00==>20:00:00,343537,36,0,0,3,716,155,36,18,4,1,48
2,121,20:00:00==>20:10:00,343537,27,0,0,2,766,180,39,30,4,1,48
2,122,20:10:00==>20:20:00,343537,31,0,0,4,705,163,39,21,4,1,48
2,123,20:20:00==>20:30:00,343537,26,0,0,5,659,162,40,28,2,1,48
2,124,20:30:00==>20:40:00,343537,46,5,0.10869565217391304,6,694,144,32,16,2,1,48
2,125,20:40:00==>20:50:00,343537,20,1,0.05,2,704,183,31,32,2,1,53
2,126,20:50:00==>21:00:00,343537,32,1,0.03125,7,734,141,27,24,2,1,53
2,127,21:00:00==>21:10:00,343537,38,0,0,10,674,136,30,35,2,1,53
2,128,21:10:00==>21:20:00,343537,24,2,0.08333333333333333,8,727,156,33,21,2,1,53
2,129,21:20:00==>21:30:00,343537,28,1,0.03571428571428571,8,645,118,31,33,2,1,53
2,130,21:30:00==>21:40:00,343537,33,4,0.12121212121212122,9,640,123,20,19,2,1,53
2,131,21:40:00==>21:50:00,343537,24,4,0.16666666666666666,4,741,144,24,20,2,1,53
2,132,21:50:00==>22:00:00,343537,20,0,0,2,756,125,34,27,2,1,53
2,133,22:00:00==>22:10:00,343537,20,0,0,1,694,111,30,20,2,1,53
2,134,22:10:00==>22:20:00,343537,14,0,0,3,716,104,24,27,2,1,53
2,135,22:20:00==>22:30:00,343537,17,2,0.11764705882352941,4,685,85,18,13,2,1,53
2,136,22:30:00==>22:40:00,343537,15,0,0,3,671,99,24,24,2,1,58
2,137,22:40:00==>22:50:00,343537,14,0,0,0,704,75,20,21,2,1,58
2,138,22:50:00==>23:00:00,343537,19,0,0,0,698,113,24,9,2,1,58
2,139,23:00:00==>23:10:00,343537,21,1,0.047619047619047616,0,702,104,19,16,2,1,58
2,140,23:10:00==>23:20:00,343537,11,0,0,1,736,99,20,24,2,1,58
2,141,23:20:00==>23:30:00,343537,13,0,0,3,658,91,25,13,2,1,58
2,142,23:30:00==>23:40:00,343537,12,0,0,2,705,88,13,17,2,1,58
2,143,23:40:00==>23:50:00,343537,11,0,0,4,664,76,15,16,2,1,59
2,144,23:50:00==>00:00:00,343537,19,1,0.05263157894736842,0,645,74,14,24,2,1,59
3,1,00:00:00==>00:10:00,31125,0,0,NaN,1,,,,,,,
3,2,00:10:00==>00:20:00,31125,0,0,NaN,0,206,22,4,3,,,
3,3,00:20:00==>00:30:00,31125,3,2,0.6666666666666666,0,214,25,9,2,,,
3,4,00:30:00==>00:40:00,31125,2,2,1,1,224,19,0,4,,,
3,5,00:40:00==>00:50:00,31125,2,1,0.5,2,151,47,4,1,,,
3,6,00:50:00==>01:00:00,31125,8,8,1,1,198,14,13,4,,,
3,7,01:00:00==>01:10:00,31125,1,1,1,0,191,19,7,3,,,
3,8,01:10:00==>01:20:00,31125,0,0,NaN,2,182,12,0,1,,,
3,9,01:20:00==>01:30:00,31125,2,2,1,1,152,28,0,8,,,
3,10,01:30:00==>01:40:00,31125,0,0,NaN,0,117,20,9,9,,,
3,11,01:40:00==>01:50:00,31125,0,0,NaN,2,146,23,5,3,,,
3,12,01:50:00==>02:00:00,31125,0,0,NaN,0,161,29,2,3,,,
3,13,02:00:00==>02:10:00,31125,0,0,NaN,0,137,20,5,0,,,
3,14,02:10:00==>02:20:00,31125,0,0,NaN,0,126,8,0,4,,,
3,15,02:20:00==>02:30:00,31125,1,0,0,0,148,5,0,2,,,
3,16,02:30:00==>02:40:00,31125,0,0,NaN,1,122,27,4,3,,,
3,17,02:40:00==>02:50:00,31125,0,0,NaN,0,117,25,5,3,,,
3,18,02:50:00==>03:00:00,31125,0,0,NaN,0,75,5,5,5,,,
3,19,03:00:00==>03:10:00,31125,0,0,NaN,0,45,4,0,2,,,
3,20,03:10:00==>03:20:00,31125,0,0,NaN,0,79,9,11,3,,,
3,21,03:20:00==>03:30:00,31125,0,0,NaN,0,54,22,0,0,,,
3,22,03:30:00==>03:40:00,31125,0,0,NaN,0,90,6,1,4,,,
3,23,03:40:00==>03:50:00,31125,0,0,NaN,1,49,12,3,8,,,
3,24,03:50:00==>04:00:00,31125,1,0,0,0,85,22,3,1,,,
3,25,04:00:00==>04:10:00,31125,0,0,NaN,0,110,3,2,7,,,
3,26,04:10:00==>04:20:00,31125,0,0,NaN,0,140,6,2,3,,,
