area,time,timeSpan,poiCount,totalOrders,gap,gapRate,ordersAsDest,weather,temperature,pm25,lv1,lv2,lv3,lv4
2,55,09:00:00==>09:10:00,343537,28,0,0,5,2,2,82,652,152,30,22
2,56,09:10:00==>09:20:00,343537,19,0,0,6,,,,676,173,40,20
2,57,09:20:00==>09:30:00,343537,21,0,0,7,,,,646,148,30,13
2,58,09:30:00==>09:40:00,343537,16,0,0,7,2,2,82,715,153,25,31
2,59,09:40:00==>09:50:00,343537,27,2,0.07407407407407407,9,,,,732,151,36,15
2,60,09:50:00==>10:00:00,343537,19,0,0,11,,,,706,160,28,18
2,61,10:00:00==>10:10:00,343537,12,0,0,6,,,,677,139,32,21
2,62,10:10:00==>10:20:00,343537,12,0,0,9,,,,631,161,44,30
2,63,10:20:00==>10:30:00,343537,17,0,0,4,,,,617,149,34,28
2,64,10:30:00==>10:40:00,343537,21,1,0.047619047619047616,9,,,,666,189,21,13
2,65,10:40:00==>10:50:00,343537,22,1,0.045454545454545456,4,,,,654,180,24,26
2,66,10:50:00==>11:00:00,343537,14,0,0,9,,,,628,166,31,21
2,67,11:00:00==>11:10:00,343537,21,0,0,4,,,,625,130,28,20
2,68,11:10:00==>11:20:00,343537,22,0,0,10,,,,647,179,37,18
2,69,11:20:00==>11:30:00,343537,29,1,0.034482758620689655,12,,,,596,161,29,23
2,70,11:30:00==>11:40:00,343537,27,0,0,9,,,,624,183,40,20
2,71,11:40:00==>11:50:00,343537,21,0,0,11,,,,612,189,29,23
2,72,11:50:00==>12:00:00,343537,23,0,0,10,,,,594,182,39,33
2,73,12:00:00==>12:10:00,343537,24,0,0,8,,,,627,185,24,30
2,74,12:10:00==>12:20:00,343537,25,0,0,10,,,,701,188,40,21
2,75,12:20:00==>12:30:00,343537,19,0,0,9,,,,656,179,31,20
2,76,12:30:00==>12:40:00,343537,19,0,0,10,,,,643,189,53,19
2,77,12:40:00==>12:50:00,343537,22,0,0,14,,,,648,197,54,13
2,78,12:50:00==>13:00:00,343537,24,1,0.041666666666666664,8,,,,628,212,41,23
2,79,13:00:00==>13:10:00,343537,22,0,0,10,,,,626,190,31,32
2,80,13:10:00==>13:20:00,343537,24,0,0,5,,,,647,180,38,23
2,81,13:20:00==>13:30:00,343537,31,0,0,16,,,,633,207,52,17
2,82,13:30:00==>13:40:00,343537,21,1,0.047619047619047616,8,,,,615,223,33,27
2,83,13:40:00==>13:50:00,343537,27,0,0,4,,,,644,204,40,26
2,84,13:50:00==>14:00:00,343537,28,0,0,13,,,,564,223,53,23
2,85,14:00:00==>14:10:00,343537,21,0,0,21,,,,595,204,72,31
2,86,14:10:00==>14:20:00,343537,27,0,0,11,,,,530,201,71,26
2,87,14:20:00==>14:30:00,343537,29,1,0.034482758620689655,13,,,,484,201,70,32
2,88,14:30:00==>14:40:00,343537,30,0,0,8,,,,533,215,91,26
2,89,14:40:00==>14:50:00,343537,35,0,0,16,,,,486,227,77,46
2,90,14:50:00==>15:00:00,343537,46,0,0,8,,,,517,231,87,35
2,91,15:00:00==>15:10:00,343537,40,0,0,4,,,,520,251,95,46
2,92,15:10:00==>15:20:00,343537,49,0,0,8,,,,451,207,96,44
2,93,15:20:00==>15:30:00,343537,38,1,0.02631578947368421,16,,,,500,239,99,64
2,94,15:30:00==>15:40:00,343537,57,0,0,16,,,,489,262,96,40
2,95,15:40:00==>15:50:00,343537,42,0,0,13,,,,512,261,89,43
2,96,15:50:00==>16:00:00,343537,49,0,0,18,,,,491,265,78,49
2,97,16:00:00==>16:10:00,343537,39,0,0,13,,,,533,263,99,47
2,98,16:10:00==>16:20:00,343537,61,5,0.08196721311475409,9,,,,541,218,103,57
2,99,16:20:00==>16:30:00,343537,39,2,0.05128205128205128,16,,,,558,273,72,38
2,100,16:30:00==>16:40:00,343537,62,2,0.03225806451612903,11,,,,548,240,70,35
2,101,16:40:00==>16:50:00,343537,51,0,0,19,,,,549,282,87,49
2,102,16:50:00==>17:00:00,343537,69,0,0,20,,,,571,304,71,24
2,103,17:00:00==>17:10:00,343537,52,1,0.019230769230769232,25,,,,572,289,74,29
2,104,17:10:00==>17:20:00,343537,54,3,0.05555555555555555,8,,,,539,311,69,37
2,105,17:20:00==>17:30:00,343537,60,3,0.05,15,,,,567,322,118,43
2,106,17:30:00==>17:40:00,343537,58,1,0.017241379310344827,14,,,,505,324,79,43
2,107,17:40:00==>17:50:00,343537,33,0,0,9,,,,561,312,50,39
2,108,17:50:00==>18:00:00,343537,47,0,0,15,,,,623,323,56,38
2,109,18:00:00==>18:10:00,343537,46,1,0.021739130434782608,10,,,,654,228,48,30
2,110,18:10:00==>18:20:00,343537,38,1,0.02631578947368421,11,,,,611,258,55,27
2,111,18:20:00==>18:30:00,343537,49,0,0,6,,,,,,,
2,112,18:30:00==>18:40:00,343537,49,1,0.02040816326530612,6,,,,,,,
2,113,18:40:00==>18:50:00,343537,38,0,0,5,,,,,,,
2,114,18:50:00==>19:00:00,343537,35,3,0.08571428571428572,13,,,,,,,
2,115,19:00:00==>19:10:00,343537,53,4,0.07547169811320754,4,,,,,,,
2,116,19:10:00==>19:20:00,343537,43,0,0,8,,,,,,,
2,117,19:20:00==>19:30:00,343537,44,2,0.045454545454545456,11,,,,,,,
2,118,19:30:00==>19:40:00,343537,38,0,0,9,,,,,,,
2,119,19:40:00==>19:50:00,343537,24,3,0.125,11,,,,,,,
2,120,19:50:00==>20:00:00,343537,26,0,0,9,,,,,,,
2,121,20:00:00==>20:10:00,343537,39,2,0.05128205128205128,9,,,,,,,
2,122,20:10:00==>20:20:00,343537,41,0,0,2,,,,,,,
2,123,20:20:00==>20:30:00,343537,49,1,0.02040816326530612,6,,,,,,,
2,124,20:30:00==>20:40:00,343537,39,0,0,10,,,,,,,
2,125,20:40:00==>20:50:00,343537,35,1,0.02857142857142857,6,,,,580,174,31,10
2,126,20:50:00==>21:00:00,343537,38,5,0.13157894736842105,6,,,,686,192,42,32
2,127,21:00:00==>21:10:00,343537,40,1,0.025,4,,,,707,178,34,27
2,128,21:10:00==>21:20:00,343537,26,4,0.15384615384615385,4,,,,744,153,31,31
2,129,21:20:00==>21:30:00,343537,42,1,0.023809523809523808,3,,,,,,,
2,130,21:30:00==>21:40:00,343537,34,1,0.029411764705882353,3,,,,,,,
2,131,21:40:00==>21:50:00,343537,30,0,0,3,,,,,,,
2,132,21:50:00==>22:00:00,343537,20,1,0.05,4,,,,,,,
2,133,22:00:00==>22:10:00,343537,23,0,0,9,,,,,,,
2,134,22:10:00==>22:20:00,343537,26,0,0,3,,,,,,,
2,135,22:20:00==>22:30:00,343537,12,0,0,4,,,,,,,
2,136,22:30:00==>22:40:00,343537,19,0,0,4,,,,,,,
2,137,22:40:00==>22:50:00,343537,19,0,0,1,,,,,,,
2,138,22:50:00==>23:00:00,343537,9,0,0,4,,,,717,102,15,11
2,139,23:00:00==>23:10:00,343537,20,1,0.05,6,,,,750,100,28,21
2,140,23:10:00==>23:20:00,343537,13,1,0.07692307692307693,4,,,,707,95,16,25
2,141,23:20:00==>23:30:00,343537,13,0,0,2,,,,685,103,13,17
2,142,23:30:00==>23:40:00,343537,16,1,0.0625,1,,,,706,66,26,12
2,143,23:40:00==>23:50:00,343537,5,0,0,1,,,,680,64,8,27
2,144,23:50:00==>00:00:00,343537,7,0,0,1,,,,687,66,10,10
3,1,00:00:00==>00:10:00,31125,1,1,1,0,,,,,,,
3,2,00:10:00==>00:20:00,31125,0,0,NaN,0,2,1,102,130,24,6,11
3,3,00:20:00==>00:30:00,31125,1,1,1,0,2,1,102,194,22,5,6
3,4,00:30:00==>00:40:00,31125,1,1,1,1,2,1,100,190,21,6,2
3,5,00:40:00==>00:50:00,31125,0,0,NaN,2,2,1,100,198,9,5,8
3,6,00:50:00==>01:00:00,31125,1,1,1,1,2,1,108,210,24,5,6
3,7,01:00:00==>01:10:00,31125,0,0,NaN,0,2,1,108,224,9,10,7
3,8,01:10:00==>01:20:00,31125,0,0,NaN,0,2,1,108,181,9,2,4
3,9,01:20:00==>01:30:00,31125,0,0,NaN,0,2,0,108,141,9,1,0
3,10,01:30:00==>01:40:00,31125,0,0,NaN,1,2,0,108,184,11,0,1
3,11,01:40:00==>01:50:00,31125,0,0,NaN,0,2,0,108,120,21,3,0
3,12,01:50:00==>02:00:00,31125,0,0,NaN,0,2,0,108,138,18,7,1
3,13,02:00:00==>02:10:00,31125,0,0,NaN,0,2,0,108,184,7,5,5
3,14,02:10:00==>02:20:00,31125,0,0,NaN,1,2,0,108,162,4,9,6
3,15,02:20:00==>02:30:00,31125,0,0,NaN,0,2,0,108,134,15,1,2
3,16,02:30:00==>02:40:00,31125,1,0,0,0,2,1,108,96,3,14,0
3,17,02:40:00==>02:50:00,31125,0,0,NaN,0,2,0,106,98,25,1,2
3,18,02:50:00==>03:00:00,31125,0,0,NaN,0,2,1,106,161,6,2,0
3,19,03:00:00==>03:10:00,31125,0,0,NaN,1,2,1,106,80,14,0,2
3,20,03:10:00==>03:20:00,31125,0,0,NaN,0,2,1,106,103,14,5,4
3,21,03:20:00==>03:30:00,31125,0,0,NaN,0,2,1,106,128,22,5,3
3,22,03:30:00==>03:40:00,31125,1,0,0,1,2,1,106,118,21,0,7
3,23,03:40:00==>03:50:00,31125,1,1,1,0,2,1,107,148,14,1,1
3,24,03:50:00==>04:00:00,31125,0,0,NaN,0,2,1,107,103,32,6,5
3,25,04:00:00==>04:10:00,31125,0,0,NaN,0,2,1,107,127,13,1,0
3,26,04:10:00==>04:20:00,31125,0,0,NaN,0,2,1,107,118,19,3,4
3,27,04:20:00==>04:30:00,31125,0,0,NaN,0,2,1,107,46,6,3,5
3,28,04:30:00==>04:40:00,31125,0,0,NaN,0,2,1,107,38,2,3,8
3,29,04:40:00==>04:50:00,31125,0,0,NaN,0,2,1,107,101,9,1,0
3,30,04:50:00==>05:00:00,31125,0,0,NaN,0,2,1,112,91,23,10,2
